Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions
,Bruno Collaço,Left-Back,"Mar 8, 1990 ",34,['Brazil'],Brazil,São Leopoldo,"1,75",-,
,Gerley,Left-Back,"Sep 11, 1990 ",33,['Brazil'],Brazil,Caxias do Sul,"1,82",-,LM   AM
,Renan Luís,Left-Back,"Aug 20, 1990 ",33,['Brazil'],Brazil,Ribeirão Preto,"1,78",-,
,Rafael,Left-Back,"Apr 12, 1990 ",33,['Brazil'],Brazil,Ipitanga,"1,66",-,
,Dênis Neves,Left-Back,"Apr 22, 1990 ",33,['Brazil'],Brazil,Pirassununga,"1,69",-,LM
,Juninho,Left-Back,"Jan 11, 1990 ",34,['Brazil'],Brazil,Salvador,"1,71",-,LM   CM
,Victor,Left-Back,"Jan 5, 1990 ",34,['Brazil'],Brazil,Brasília,"1,74",-,
,Bruno Bertucci,Left-Back,"Apr 27, 1990 ",33,"['Brazil', 'Italy']",Brazil,São Paulo,"1,76",-,CB
,João Paulo,Left-Back,"Jul 20, 1990 ",33,['Brazil'],Brazil,Pouso Alto,"1,72",-,
,Alexandre,Left-Back,"Mar 25, 1990 ",33,['Brazil'],Brazil,Farroupilha,"1,80",-,
12.0,Alex Sandro,Left-Back,"Jan 26, 1991 ",33,['Brazil'],Brazil,Catanduva,"1,81",€2.00m,LM   CB
3.0,Danilo Soares,Left-Back,"Oct 29, 1991 ",32,"['Brazil', 'Germany']",Brazil,Belo Horizonte,"1,70",€1.00m,
7.0,Anderson Correia,Left-Back,"May 6, 1991 ",32,"['Cyprus', 'Brazil']",Brazil,São Paulo,"1,77",€500k,LM   LW
21.0,Matheus Leoni,Left-Back,"Sep 20, 1991 ",32,"['Brazil', 'Italy']",Brazil,Porto Velho,"1,80",€300k,LM   CB
,Ayrton,Left-Back,"May 21, 1991 ",32,['Brazil'],Brazil,,,-,
,Leandro Tanaka,Left-Back,"Nov 24, 1991 ",32,['Brazil'],Brazil,"Andradina, São Paulo","1,72",-,CF   AM
,Ítalo Silva,Left-Back,"Jan 25, 1991 ",33,['Brazil'],Brazil,Recife,"1,69",-,LW
,Ronaell,Left-Back,"Nov 25, 1991 ",32,['Brazil'],Brazil,Turvania,"1,71",-,
,Peu,Left-Back,"Jun 5, 1991 ",32,['Brazil'],Brazil,,"1,88",-,
,Davi,Left-Back,"Jun 16, 1991 ",32,['Brazil'],Brazil,São Paulo (SP),"1,71",-,
,Magal,Left-Back,"Apr 11, 1991 ",32,['Brazil'],Brazil,Hidrolina,"1,77",-,LM
,Kaoê,Left-Back,"Feb 4, 1991 ",33,['Brazil'],Brazil,Cuiabá,"1,81",-,CB
,Guilherme Fioravanti,Left-Back,"Jul 20, 1991 ",32,"['Brazil', 'Portugal']",Brazil,São Paulo,"1,80",-,LM
6.0,Lucas Lima,Left-Back,"Oct 10, 1991 ",32,['Brazil'],Brazil,Estação (RS),"1,79",€1.30m,LM   LW
6.0,Bruno Pacheco,Left-Back,"Dec 8, 1991 ",32,['Brazil'],Brazil,Araraquara,"1,75",€500k,
,Danilo Barcelos,Left-Back,"Aug 17, 1991 ",32,['Brazil'],Brazil,Coronel Fabriciano,"1,81",€350k,LM   LW
33.0,Tiago Portuga,Left-Back,"Oct 20, 1991 ",32,"['Brazil', 'Portugal']",Brazil,Vila Verde,"1,79",€150k,
,Leandro Mendes,Left-Back,"Jan 26, 1991 ",33,['Brazil'],Brazil,Fortaleza,"1,70",-,LM
,Andrei Ramalho,Left-Back,"Jul 4, 1991 ",32,['Brazil'],Brazil,,"1,79",-,
,Márcio Duarte,Left-Back,"Jun 1, 1991 ",32,['Brazil'],Brazil,Porto Alegre,"1,77",-,LM
,Jackinha,Left-Back,"Oct 11, 1991 ",32,['Brazil'],Brazil,,"1,76",-,
,Danilo,Left-Back,"Aug 12, 1991 ",32,['Brazil'],Brazil,Entre Ríos,"1,80",-,
,Ricardinho,Left-Back,"Dec 26, 1991 ",32,['Brazil'],Brazil,,"1,71",-,
,William Ribeiro,Left-Back,"Jan 7, 1991 ",33,['Brazil'],Brazil,Pelotas,"1,72",-,LM
,Cortez,Left-Back,"Jun 1, 1991 ",32,['Brazil'],Brazil,São Luís,"1,77",-,
,Jeanderson,Left-Back,"Aug 13, 1991 ",32,['Brazil'],Brazil,Serra,"1,80",-,
,Jorbison,Left-Back,"Dec 30, 1991 ",32,['Brazil'],Brazil,Camaçari,"1,72",-,LM
,Thallyson,Left-Back,"Dec 1, 1991 ",32,['Brazil'],Brazil,Campo Alegre,"1,75",-,LM
,Ramon Zanardi,Left-Back,"Sep 28, 1991 ",32,['Brazil'],Brazil,,"1,81",-,CB
,Andrade,Left-Back,"Aug 15, 1991 ",32,['Brazil'],Brazil,Campina da Lagoa,"1,75",-,
,João Paulo,Left-Back,"Oct 31, 1991 ",32,['Brazil'],Brazil,São Paulo,"1,74",-,LM
,Dener,Left-Back,"Jun 28, 1991","Jun 28, 1991",['Brazil'],Brazil,Bagé,"1,75",-,
,Jackson Ferreira,Left-Back,"Apr 12, 1991 ",32,['Brazil'],Brazil,Recife,"1,71",-,LM
,Christianno,Left-Back,"Oct 29, 1991 ",32,['Brazil'],Brazil,Rio de Janeiro,"1,85",-,CB   LM
,Gabriel Silva,Left-Back,"May 13, 1991 ",32,['Brazil'],Brazil,São Paulo,"1,79",-,LM   RB
,João Lucas,Left-Back,"Jun 8, 1991 ",32,['Brazil'],Brazil,Bela Vista do Paraíso,"1,84",-,
,Celso Júnior,Left-Back,"Oct 3, 1991 ",32,['Brazil'],Brazil,Penápolis,"1,75",-,DM
,Matheus Zouain,Left-Back,"Nov 24, 1991 ",32,"['Brazil', 'Italy']",Brazil,Colatina,"1,80",-,CB
,Jhonnatas,Left-Back,"Jul 8, 1991 ",32,['Brazil'],Brazil,Bernardo do Mearim,"1,78",-,LM
,Guilherme,Left-Back,"Sep 10, 1991 ",32,['Brazil'],Brazil,Piabetá,"1,77",-,
,Henrique,Left-Back,"Dec 23, 1991 ",32,['Brazil'],Brazil,Porto Alegre,"1,73",-,LM   LW
,Wesley Santos,Left-Back,"Jan 21, 1991 ",33,['Brazil'],Brazil,São Vicente,"1,71",-,
,Raphael Soares,Left-Back,"Dec 12, 1991 ",32,['Brazil'],Brazil,,"1,80",-,LM
,Cleber Sonda,Left-Back,"Apr 29, 1991 ",32,['Brazil'],Brazil,Espumoso,"1,82",-,
,Luizinho,Left-Back,"Feb 19, 1991 ",33,['Brazil'],Brazil,Santos,"1,70",-,LW   RW
15.0,Alex Telles,Left-Back,"Dec 15, 1992 ",31,"['Brazil', 'Italy']",Brazil,Caxias do Sul,"1,81",€7.00m,LM
16.0,Diogo Barbosa,Left-Back,"Aug 17, 1992 ",31,['Brazil'],Brazil,Terra Nova do Norte,"1,79",€800k,
28.0,Elbis,Left-Back,"Dec 26, 1992 ",31,['Brazil'],Brazil,Buritirana,"1,76",€600k,LM   CB
6.0,Hugo Figueredo,Left-Back,"May 18, 1992 ",31,"['Brazil', 'Portugal']",Brazil,São Paulo,"1,82",€300k,CB   LM
87.0,Diego Ferraresso,Left-Back,"May 21, 1992 ",31,"['Bulgaria', 'Brazil']",Brazil,"Serra Negra, Sao Paulo","1,71",€125k,CB   RB
5.0,Bruno Silva,Left-Back,"Sep 14, 1992 ",31,['Brazil'],Brazil,Salvador,"1,70",€75k,CM   LM
,Alisson Gaúcho,Left-Back,"Apr 30, 1992 ",31,['Brazil'],Brazil,Igrejinha,"1,91",-,CB
,Eduardo,Left-Back,"Apr 3, 1992 ",31,['Brazil'],Brazil,,,-,
,Welington,Left-Back,"May 25, 1992 ",31,['Brazil'],Brazil,Japeri,"1,69",-,
,Felipe Emanuel,Left-Back,"Feb 3, 1992 ",32,['Brazil'],Brazil,,"1,77",-,
,Matheus Destro,Left-Back,"Feb 13, 1992 ",32,['Brazil'],Brazil,Araraquara,"1,81",-,
,Léo Carioca,Left-Back,"Jul 9, 1992 ",31,['Brazil'],Brazil,Rio de Janeiro,"1,75",-,
20.0,Breno,Left-Back,"Mar 27, 1992 ",31,['Brazil'],Brazil,Belo Horizonte (MG),"1,78",-,
6.0,Renê,Left-Back,"Sep 14, 1992 ",31,['Brazil'],Brazil,Picos,"1,74",€900k,
16.0,Dodô,Left-Back,"Feb 6, 1992 ",32,"['Brazil', 'Portugal']",Brazil,Campinas,"1,77",€700k,
,Romário,Left-Back,"Mar 13, 1992 ",31,['Brazil'],Brazil,Diadema,"1,72",€400k,LM
,Bryan,Left-Back,"Mar 28, 1992 ",31,['Brazil'],Brazil,Belo Horizonte,"1,77",€200k,LW   RB
12.0,Gabriel Araújo,Left-Back,"Jan 29, 1992 ",32,['Brazil'],Brazil,Salvador,"1,81",€100k,LM
27.0,Ilídio,Left-Back,"Jan 26, 1992 ",32,['Brazil'],Brazil,Rio de Janeiro,"1,73",€10k,RW   RB
,Douglas,Left-Back,"Jul 25, 1992 ",31,['Brazil'],Brazil,,,-,CB   DM
11.0,Fabinho Canhoto,Left-Back,N/A ,31,['Brazil'],Brazil,Caçapava do sul,"1,77",-,LW
,Ricardo Sena,Left-Back,"Jul 1, 1992 ",31,['Brazil'],Brazil,Belford Roxo,"1,81",-,LM
,Biro Biro,Left-Back,"Sep 19, 1992 ",31,['Brazil'],Brazil,,,-,
,Vinícius Trinca,Left-Back,"Oct 13, 1992 ",31,['Brazil'],Brazil,Suzano (SP),"1,73",-,LM
,Tiago Félix,Left-Back,"Oct 4, 1992 ",31,['Brazil'],Brazil,,"1,76",-,
,Wallace,Left-Back,"Nov 10, 1992 ",31,['Brazil'],Brazil,Rio de Janeiro,,-,DM
,Pedro Costa,Left-Back,"Sep 1, 1992 ",31,"['Brazil', 'Portugal']",Brazil,,"1,77",-,LM
,Mateus Mendes,Left-Back,"Jan 22, 1992 ",32,['Brazil'],Brazil,Rio Claro,"1,83",-,LW
,Hyago,Left-Back,"May 29, 1992 ",31,['Brazil'],Brazil,,"1,83",-,
6.0,Igor Fernandes,Left-Back,"Jun 6, 1992 ",31,['Brazil'],Brazil,São Paulo,"1,83",-,LM   LW
,Guilherme Lazaroni,Left-Back,"Nov 18, 1992 ",31,['Brazil'],Brazil,Rio Claro,"1,82",-,LW   RW
,Léo Campos,Left-Back,"Jul 3, 1992 ",31,['Brazil'],Brazil,Antonio Carlos,"1,80",-,LM
,Franklin,Left-Back,"Sep 30, 1992 ",31,['Brazil'],Brazil,Fátima do Sul,"1,75",-,
,Anderson Santos,Left-Back,"Jun 10, 1992 ",31,['Brazil'],Brazil,Rio de Janeiro,"1,75",-,LM
,Iuri,Left-Back,"May 27, 1992 ",31,['Brazil'],Brazil,Porto Seguro,"1,77",-,
,David,Left-Back,"Jan 2, 1992 ",32,['Brazil'],Brazil,Riachuelo,"1,62",-,
,Ednei,Left-Back,"Jul 24, 1992 ",31,['Brazil'],Brazil,São Francisco do Sul,"1,70",-,LM
,Capa,Left-Back,"Dec 7, 1992 ",31,['Brazil'],Brazil,Serrinha,"1,71",-,
,Rafael Carioca,Left-Back,"Jul 18, 1992 ",31,['Brazil'],Brazil,Rio de Janeiro,"1,75",-,LM
,Jéferson,Left-Back,"May 6, 1992 ",31,['Brazil'],Brazil,Bahia,"1,76",-,
,Jussandro,Left-Back,"Mar 11, 1992 ",32,['Brazil'],Brazil,Irecê,"1,76",-,
,Vinícius Silva,Left-Back,"Feb 8, 1992 ",32,['Brazil'],Brazil,São Paulo,"1,82",-,CB
,Tarcísio,Left-Back,"Nov 5, 1992 ",31,['Brazil'],Brazil,Rio Novo,,-,DM   CM
6.0,Zé Mário,Left-Back,"Feb 20, 1992 ",32,['Brazil'],Brazil,Medianeira,"1,75",-,DM   CM
,Marcelo Alves,Left-Back,"Sep 6, 1992 ",31,['Brazil'],Brazil,Recife,"1,79",-,LM
,Heracles,Left-Back,"Sep 18, 1992 ",31,"['Brazil', 'Portugal']",Brazil,Ceará,"1,77",-,CM   RB
,Eron,Left-Back,"Jan 17, 1992 ",32,['Brazil'],Brazil,Belo Horizonte,"1,68",-,LM
18.0,Wendell,Left-Back,"Jul 20, 1993 ",30,['Brazil'],Brazil,Fortaleza,"1,76",€5.00m,LM   CB
16.0,Sidcley,Left-Back,"May 13, 1993 ",30,['Brazil'],Brazil,Vila Velha,"1,76",€900k,LM
12.0,Victor Luís,Left-Back,"Jun 23, 1993 ",30,"['Brazil', 'Lithuania']",Brazil,São Paulo,"1,77",€700k,
70.0,Mansur,Left-Back,"Apr 17, 1993 ",30,['Brazil'],Brazil,Laranjeiras,"1,81",€400k,CB   LM
12.0,Derick Poloni,Left-Back,"Sep 1, 1993 ",30,"['Brazil', 'Portugal']",Brazil,,"1,73",€300k,LW   RW
,Fernandinho,Left-Back,"Jul 25, 1993 ",30,['Brazil'],Brazil,,"1,73",€225k,LW   RW
16.0,Felipe Curcio,Left-Back,"Aug 6, 1993 ",30,"['Brazil', 'Italy']",Brazil,Jundiai,"1,85",€150k,CB   LM
,Victor Muribeca,Left-Back,"Jun 18, 1993 ",30,['Brazil'],Brazil,Muribeca,,-,LM   LW
,Romário,Left-Back,"Nov 7, 1993 ",30,['Brazil'],Brazil,,"1,77",-,
,Jackson,Left-Back,"Nov 11, 1993 ",30,['Brazil'],Brazil,Maceió,"1,78",-,
,Felipe Maradona,Left-Back,"Sep 7, 1993 ",30,['Brazil'],Brazil,,,-,
,Baixo,Left-Back,"Dec 28, 1993 ",30,['Brazil'],Brazil,,"1,67",-,LW
,Thalison,Left-Back,"Jan 11, 1993 ",31,['Brazil'],Brazil,,"1,73",-,
,Dalbert,Left-Back,"Sep 8, 1993 ",30,['Brazil'],Brazil,Barra Mansa,"1,81",€1.00m,LM
,Cristiano,Left-Back,"Aug 29, 1993 ",30,['Brazil'],Brazil,Rio de Janeiro,"1,80",€800k,RB
,Igor Cariús,Left-Back,"May 1, 1993 ",30,['Brazil'],Brazil,Cariús,"1,82",€450k,
16.0,Lucas Bijker,Left-Back,"Mar 4, 1993 ",31,"['Netherlands', 'Brazil']",Brazil,São Paulo,"1,74",€350k,CB
93.0,Thiaguinho,Left-Back,"May 14, 1993 ",30,['Brazil'],Brazil,Juiz de Fora,"1,75",€250k,
6.0,Marquinhos Pedroso,Left-Back,"Oct 4, 1993 ",30,"['Brazil', 'Italy']",Brazil,Tubarão,"1,75",€200k,LM   CB
,Vinícius,Left-Back,"Mar 7, 1993 ",31,"['Brazil', 'Portugal']",Brazil,Rio de Janeiro,"1,83",€100k,LM
,Boca,Left-Back,"Oct 30, 1993 ",30,['Brazil'],Brazil,,,-,
,Fabrício,Left-Back,"Jun 18, 1993 ",30,['Brazil'],Brazil,,"1,75",-,AM
,Diogo Calixto,Left-Back,"Jan 26, 1993 ",31,['Brazil'],Brazil,,,-,
,Filipe Ramon,Left-Back,"Jan 15, 1993 ",31,['Brazil'],Brazil,Carpina,"1,64",-,LM
53.0,Fábio Christian,Left-Back,"Oct 8, 1993 ",30,['Brazil'],Brazil,Brasília,,-,DM   CM
,China,Left-Back,"Aug 17, 1993 ",30,['Brazil'],Brazil,,"1,76",-,
,Mário Henrique,Left-Back,"Sep 25, 1993 ",30,['Brazil'],Brazil,Urucui,"1,84",-,LM
10.0,Cauê,Left-Back,"Oct 24, 1993 ",30,['Brazil'],Brazil,São Paulo,,-,LW   RW
,Fabinho,Left-Back,"Jul 25, 1993 ",30,['Brazil'],Brazil,Fortaleza,"1,72",-,
,Caíque,Left-Back,"Aug 27, 1993 ",30,['Brazil'],Brazil,Catende,"1,70",-,
,Alan Pires,Left-Back,"Jan 4, 1993 ",31,['Brazil'],Brazil,Rio de Janeiro,"1,77",-,
,Alex Ruan,Left-Back,"Feb 5, 1993 ",31,['Brazil'],Brazil,Belém,"1,75",-,
,Hector,Left-Back,N/A ,30,[],Brazil,Rio de Janeiro,,-,CB   CF
,Acácio,Left-Back,"Sep 2, 1993 ",30,['Brazil'],Brazil,Maceió,"1,79",-,
,Caetano,Left-Back,"Mar 28, 1993 ",30,['Brazil'],Brazil,,"1,78",-,
,Erick Daltro,Left-Back,"Jan 17, 1993 ",31,['Brazil'],Brazil,Salvador,"1,80",-,
,Diego Hoffmann,Left-Back,"Feb 4, 1993 ",31,['Brazil'],Brazil,Santa Terezinha do Itaipú,"1,82",-,
,Roger,Left-Back,"Mar 20, 1993 ",30,['Brazil'],Brazil,Canelinha,"1,84",-,CB
,Rafael Franco,Left-Back,"Jul 10, 1993 ",30,['Brazil'],Brazil,,"1,80",-,
16.0,Guilherme,Left-Back,"Jan 28, 1993 ",31,['Brazil'],Brazil,Rio de Janeiro,"1,73",-,LM
,Gilmar,Left-Back,"Jul 4, 1993 ",30,['Brazil'],Brazil,Pernambuco,"1,80",-,
6.0,Dudu Mandai,Left-Back,"Jan 26, 1993 ",31,['Brazil'],Brazil,Porto Alegre,"1,72",-,LW
,Chico Bala,Left-Back,"Jan 23, 1993 ",31,['Brazil'],Brazil,São Luís,"1,83",-,
,Luiz Paulo,Left-Back,"Apr 24, 1993 ",30,['Brazil'],Brazil,Rio de Janeiro,"1,79",-,DM   RB
,Paulinho,Left-Back,"Aug 27, 1993 ",30,['Brazil'],Brazil,,,-,RB
,Marlon,Left-Back,"May 5, 1993 ",30,['Brazil'],Brazil,Rio de Janeiro,"1,89",-,CB
,Maurício,Left-Back,"Feb 8, 1993 ",31,['Brazil'],Brazil,Buritis,"1,82",-,LM
,Rômulo Silva,Left-Back,"Jun 24, 1993 ",30,['Brazil'],Brazil,São Paulo,"1,76",-,
,Izaldo,Left-Back,"Jun 3, 1993 ",30,['Brazil'],Brazil,Paulista,"1,72",-,LM
,Jefferson Recife,Left-Back,"Jun 13, 1993 ",30,['Brazil'],Brazil,Recife,"1,75",-,LM
,Cristian,Left-Back,"Jul 6, 1993 ",30,['Brazil'],Brazil,Feira de Santana,"1,75",-,LM
,Murilo Rusalen,Left-Back,"Feb 13, 1993 ",31,['Brazil'],Brazil,São Caetano do Sul,"1,86",-,CB   LM
,Dieyson,Left-Back,"Jun 30, 1993 ",30,['Brazil'],Brazil,Itacurubi,"1,76",-,
,Bruno Furtado,Left-Back,"Sep 17, 1993 ",30,['Brazil'],Brazil,Natal,"1,74",-,
,Denner,Left-Back,"Nov 21, 1993 ",30,['Brazil'],Brazil,Guarulhos,"1,82",-,
,Henrique Miranda,Left-Back,"May 10, 1993 ",30,['Brazil'],Brazil,São Bernardo do Campo,"1,79",-,
,Emerson Carvalho,Left-Back,"Jun 16, 1993 ",30,['Brazil'],Brazil,Mage,"1,68",-,LW   AM
,Rafinha,Left-Back,"Feb 18, 1993 ",31,['Brazil'],Brazil,São Paulo,"1,85",-,LM   RB
,Paulo Henrique,Left-Back,"Jan 30, 1993 ",31,['Brazil'],Brazil,São Paulo,"1,80",-,
,Renan Lemos,Left-Back,"Jan 15, 1993 ",31,['Brazil'],Brazil,Rio de Janeiro,"1,75",-,
,Bruninho,Left-Back,"Dec 16, 1993 ",30,['Brazil'],Brazil,Firminópolis,"1,74",-,AM   LM
,João Carlos,Left-Back,"Jul 17, 1993 ",30,['Brazil'],Brazil,Goiânia,"1,78",-,
3.0,Douglas Santos,Left-Back,"Mar 22, 1994 ",29,['Brazil'],Brazil,João Pessoa,"1,76",€15.00m,LM   DM
6.0,Paulo Otávio,Left-Back,"Nov 23, 1994 ",29,['Brazil'],Brazil,Ourinhos,"1,73",€3.50m,LM
21.0,Henrique Silva,Left-Back,"Apr 25, 1994 ",29,['Brazil'],Brazil,Rio de Janeiro,"1,73",€1.00m,LM
6.0,Marlon Lopes,Left-Back,"Feb 13, 1994 ",30,['Brazil'],Brazil,Angra dos Reis,"1,77",€600k,
66.0,Djalma Silva,Left-Back,"Sep 19, 1994 ",29,['Brazil'],Brazil,Recife,"1,80",€450k,LM   LW
27.0,Léo Bahia,Left-Back,"Nov 4, 1994 ",29,['Brazil'],Brazil,Bahia,"1,72",€250k,LM
33.0,Mário Sérgio,Left-Back,"Apr 26, 1994 ",29,['Brazil'],Brazil,Aruanã,"1,79",€200k,
26.0,Pablo Andrade,Left-Back,"Feb 15, 1994 ",30,"['Brazil', 'Spain']",Brazil,Rio de Janeiro,"1,79",€100k,LM   LW
,Alan Bald,Left-Back,"Oct 29, 1994 ",29,['Brazil'],Brazil,,"1,83",-,
,Bruno Gaúcho,Left-Back,"Apr 20, 1994 ",29,['Brazil'],Brazil,,,-,
,Ramon,Left-Back,"Jan 20, 1994 ",30,['Brazil'],Brazil,,,-,CB
,Wellington,Left-Back,"Aug 19, 1994 ",29,['Brazil'],Brazil,,,-,
,Romullo Carioca,Left-Back,"Jan 11, 1994 ",30,['Brazil'],Brazil,,"1,82",-,LM
33.0,Emerson Palmieri,Left-Back,"Aug 3, 1994 ",29,"['Italy', 'Brazil']",Brazil,Santos,"1,76",€12.00m,LM
37.0,Paulo Azzi,Left-Back,"Jul 15, 1994 ",29,"['Brazil', 'Italy']",Brazil,Bragança Paulista,"1,88",€1.50m,LM   LW
3.0,Geferson,Left-Back,"May 13, 1994 ",29,"['Brazil', 'Bulgaria']",Brazil,Lauro de Freitas,"1,81",€700k,DM   CM
,Artur,Left-Back,"Aug 5, 1994 ",29,['Brazil'],Brazil,Rondon do Pará,"1,78",€500k,CB   CM
94.0,Vítor Costa,Left-Back,"Jul 1, 1994 ",29,['Brazil'],Brazil,Valente,"1,82",€350k,LM   RM
6.0,PC,Left-Back,"Mar 10, 1994 ",30,['Brazil'],Brazil,São Paulo,"1,73",€200k,LM   LW
,Patric Calmon,Left-Back,"Jul 5, 1994 ",29,['Brazil'],Brazil,Madre de Deus,"1,81",€150k,
,Jean Victor,Left-Back,"Jul 1, 1994 ",29,['Brazil'],Brazil,Ouro Branco,"1,80",€50k,LM   LW
,Júnior Perez,Left-Back,"Aug 1, 1994 ",29,['Brazil'],Brazil,Rio de Janeiro,"1,80",-,LM   LW
,Alan Maia,Left-Back,"Dec 12, 1994 ",29,['Brazil'],Brazil,Salvador,"1,68",-,DM   LM
,Guilherme Lima,Left-Back,"Nov 5, 1994 ",29,['Brazil'],Brazil,Manacapuru,,-,
,Iury,Left-Back,"Nov 6, 1994 ",29,['Brazil'],Brazil,Aracaju,"1,82",-,
,Goduxo,Left-Back,"May 4, 1994 ",29,['Brazil'],Brazil,,"1,68",-,
,Rogerinho,Left-Back,"Aug 15, 1994 ",29,['Brazil'],Brazil,,,-,
,Diguinho,Left-Back,"May 11, 1994 ",29,['Brazil'],Brazil,,,-,
,Igor Tavares,Left-Back,"Apr 16, 1994 ",29,['Brazil'],Brazil,Balsas,"1,82",-,CM
,Alexandre Pinho,Left-Back,"Aug 13, 1994 ",29,['Brazil'],Brazil,,"1,77",-,DM
,Negueba,Left-Back,"Jul 23, 1994 ",29,['Brazil'],Brazil,,,-,
,Michael Heberth,Left-Back,"Feb 17, 1994 ",30,['Brazil'],Brazil,,"1,82",-,
,Charles,Left-Back,"Apr 11, 1994 ",29,['Brazil'],Brazil,Maceió,"1,77",-,
,Marquinhos Caldas,Left-Back,"Mar 29, 1994 ",29,['Brazil'],Brazil,,"1,77",-,RB   CB
,Caíque Silva,Left-Back,"Jan 23, 1994 ",30,['Brazil'],Brazil,Américo Brasiliense,"1,88",-,CB
,Rafael Furlan,Left-Back,"Sep 20, 1994 ",29,['Brazil'],Brazil,Quirinópolis,"1,77",-,LM   LW
,Yan,Left-Back,"Nov 29, 1994 ",29,"['Brazil', 'Italy']",Brazil,Curitiba,"1,80",-,
,Marcelo Bispo,Left-Back,"Apr 14, 1994 ",29,['Brazil'],Brazil,Recife,"1,75",-,
,Neto,Left-Back,"Dec 7, 1994 ",29,['Brazil'],Brazil,,,-,
,Matheus Barros,Left-Back,"Mar 6, 1994 ",30,['Brazil'],Brazil,,"1,70",-,
,Geovane,Left-Back,"Nov 29, 1994 ",29,['Brazil'],Brazil,Farroupilha,"1,79",-,
,Carlinhos,Left-Back,"Sep 3, 1994 ",29,['Brazil'],Brazil,Atalaia,"1,74",-,LM
,Zé Carlos,Left-Back,"Apr 10, 1994 ",29,['Brazil'],Brazil,,"1,70",-,
,Marcus Vinicius,Left-Back,"Jan 7, 1994 ",30,['Brazil'],Brazil,Rio de Janeiro,"1,82",-,
,Samuel Balbino,Left-Back,"Dec 8, 1994 ",29,['Brazil'],Brazil,Bauru,"1,79",-,
,Vitão,Left-Back,"May 27, 1994 ",29,['Brazil'],Brazil,,"1,82",-,CB
,Gilson de Oliveira,Left-Back,"Apr 22, 1994 ",29,['Brazil'],Brazil,Nova Iguaçu,"1,88",-,CB
,Antônio Carlos,Left-Back,"Sep 17, 1994 ",29,['Brazil'],Brazil,,"1,74",-,LM   LW
,Arthur Henrique,Left-Back,"May 17, 1994 ",29,['Brazil'],Brazil,São Paulo,"1,76",-,
,Bruninho,Left-Back,"Oct 14, 1994 ",29,['Brazil'],Brazil,Linhares,"1,71",-,
,Ronan,Left-Back,"Aug 29, 1994 ",29,['Brazil'],Brazil,Vitória,"1,77",-,
,Tiago Silva,Left-Back,"Mar 1, 1994 ",30,['Brazil'],Brazil,Porto Alegre,"1,72",-,
,Júnior,Left-Back,"Jun 5, 1994 ",29,['Brazil'],Brazil,Arinos,"1,75",-,
,Jonathan,Left-Back,"Jul 11, 1994 ",29,['Brazil'],Brazil,Barão,"1,78",-,
2.0,Matheus Reis,Left-Back,"Feb 18, 1995 ",29,['Brazil'],Brazil,São João da Boa Vista,"1,84",€8.00m,CB   LM
29.0,Paulinho,Left-Back,"Jan 3, 1995 ",29,['Brazil'],Brazil,São Paulo,"1,78",€1.00m,LM   CB
32.0,Leonardo Koutris,Left-Back,"Jul 23, 1995 ",28,"['Greece', 'Brazil']",Brazil,Ribeirão Preto,"1,70",€600k,LM
10.0,Juninho,Left-Back,"Dec 26, 1995 ",28,['Brazil'],Brazil,Cataguases,"1,75",€500k,LM   LW
3.0,Diego,Left-Back,"Sep 21, 1995 ",28,['Brazil'],Brazil,,"1,83",€500k,CB   LM
5.0,James,Left-Back,"Jul 15, 1995 ",28,['Brazil'],Brazil,Foz do Iguaçu,"1,73",€300k,LM   RB
23.0,Henrique Gelain,Left-Back,"Jan 5, 1995 ",29,['Brazil'],Brazil,Carazinho,"1,79",€275k,RB   LM
16.0,Sávio,Left-Back,"May 26, 1995 ",28,['Brazil'],Brazil,Araraquara,"1,73",€200k,LM   CB
,Vicente,Left-Back,"May 10, 1995 ",28,['Brazil'],Brazil,Salvador,"1,76",€150k,
,Márcio Costa,Left-Back,"Aug 3, 1995 ",28,['Brazil'],Brazil,Belém,"1,79",-,DM
,Conrado,Left-Back,"Oct 5, 1995 ",28,['Brazil'],Brazil,,,-,
,Pedrinho,Left-Back,"Aug 20, 1995 ",28,['Brazil'],Brazil,,,-,RB   RM
,Guilherme,Left-Back,"Dec 4, 1995 ",28,['Brazil'],Brazil,Brasília,"1,79",-,
27.0,Moisés,Left-Back,"Mar 11, 1995 ",29,['Brazil'],Brazil,São Paulo,"1,84",€5.00m,LM   CB
3.0,Caju,Left-Back,"Jul 17, 1995 ",28,['Brazil'],Brazil,Irecê,"1,83",€700k,LM   LW
,Murilo,Left-Back,"Dec 2, 1995 ",28,"['Brazil', 'Portugal']",Brazil,Espírito Santo,"1,80",€500k,LM
90.0,Orinho,Left-Back,"May 24, 1995 ",28,['Brazil'],Brazil,São Paulo,"1,80",€500k,LM
,Marcelo Hermes,Left-Back,"Feb 1, 1995 ",29,['Brazil'],Brazil,Sarandi,"1,77",€450k,
6.0,Juninho,Left-Back,"Jul 29, 1995 ",28,['Brazil'],Brazil,,"1,77",€275k,LM   CB
,Lucas Andrade,Left-Back,"Oct 30, 1995 ",28,['Brazil'],Brazil,Santos,"1,70",€200k,CM
