Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions
,Merveil Nseku,Centre-Back,"Jan 1, 2001 ",23,"['Belgium', 'DR Congo']",Belgium,Brussel,"1,84",-,RB   DM
3.0,Jack Goodrich,Centre-Back,"Oct 23, 2001 ",22,['Belgium'],Belgium,Brüssel,,-,LB
,Japhet Muanza,Centre-Back,"Jul 25, 2001 ",22,['Belgium'],Belgium,Antwerpen,"1,90",-,
,Trey Ryan Itangishaka,Centre-Back,"Mar 16, 2001 ",23,['Belgium'],Belgium,,,-,DM
20.0,Siebe Vandermeulen,Centre-Back,"Jan 2, 2001 ",23,['Belgium'],Belgium,Tienen,"1,79",-,RB
5.0,Lucas Lissens,Centre-Back,"Jul 25, 2001 ",22,['Belgium'],Belgium,Gent,"1,84",€350k,
24.0,David Mindombe,Centre-Back,"Jun 19, 2001 ",22,"['Belgium', 'DR Congo']",Belgium,,"1,83",€50k,
94.0,Eray Ertorun,Centre-Back,"Jun 18, 2001 ",22,['Türkiye'],Belgium,Gent,"1,81",-,LB   RB
46.0,Eric Kaba,Centre-Back,"Jan 21, 2001 ",23,"['DR Congo', 'Belgium']",Belgium,,"1,86",-,RB   DM
,Wannes De Waele,Centre-Back,"Jun 30, 2001","Jun 30, 2001",['Belgium'],Belgium,Sint-Niklaas,,-,
16.0,Simon Libert,Centre-Back,"Sep 20, 2001 ",22,['Belgium'],Belgium,Eupen,,-,RB
,Maxime Thiel,Centre-Back,"Aug 6, 2001 ",22,['Belgium'],Belgium,Tournai,"1,87",-,LB   DM
,Lars Dendoncker,Centre-Back,"Apr 3, 2001 ",22,['Belgium'],Belgium,Passendale,"1,88",-,
4.0,Koni De Winter,Centre-Back,"Jun 12, 2002 ",21,['Belgium'],Belgium,Antwerpen,"1,91",€10.00m,RB   DM
20.0,Rein Van Helden,Centre-Back,"Jul 24, 2002 ",21,['Belgium'],Belgium,Genk,"1,87",€2.00m,DM
4.0,Antef Tsoungui,Centre-Back,"Dec 30, 2002 ",21,"['Belgium', 'Cameroon']",Belgium,Brussel,"1,85",€500k,RB   DM
2.0,Isaac Donkor,Centre-Back,"Aug 26, 2002 ",21,"['Belgium', 'Ghana']",Belgium,Ghent,"1,82",€25k,RB   LB
,Fatlind Ajdini,Centre-Back,"Feb 21, 2002 ",22,"['France', 'Kosovo']",Belgium,Kortrijk,"1,95",-,DM
,Mikel Nuhaj,Centre-Back,"Apr 1, 2002 ",21,"['Albania', 'Belgium']",Belgium,Maasmechelen,,-,
,Luca Di Rupo,Centre-Back,"Apr 16, 2002 ",21,"['Belgium', 'France']",Belgium,Bruxelles,"1,83",-,
,Markus Kont,Centre-Back,"Sep 19, 2002 ",21,['Estonia'],Belgium,Woluwe-Saint-Lambert,,-,LB   RB
,Henri Stanic,Centre-Back,"Jul 18, 2002 ",21,['Belgium'],Belgium,Jette,"1,91",-,DM
66.0,Christiaan Ravych,Centre-Back,"Jul 30, 2002 ",21,['Belgium'],Belgium,Kortrijk,"1,92",€3.00m,DM
28.0,Rune Paeshuyse,Centre-Back,"Mar 28, 2002 ",21,['Belgium'],Belgium,Edegem,"1,87",€700k,RB   DM
25.0,Ibe Hautekiet,Centre-Back,"Apr 13, 2002 ",21,['Belgium'],Belgium,Kortrijk,"1,88",€350k,
,Sada Bruneel,Centre-Back,"Jun 9, 2002 ",21,"['Belgium', 'Senegal']",Belgium,Oostende,"1,86",-,RB
,Sidi Berat Haroun,Centre-Back,"Oct 19, 2002 ",21,"['Belgium', 'Türkiye']",Belgium,Brüssel,"1,93",-,DM
15.0,Gabor Zukowski,Centre-Back,"Mar 12, 2002 ",22,['Poland'],Belgium,Bruksela,"1,88",-,DM
,Saba Chincharauli,Centre-Back,"Mar 22, 2002 ",22,"['Georgia', 'Belgium']",Belgium,,,-,DM   RB
17.0,Joshua Veeckman,Centre-Back,"Jan 22, 2002 ",22,['Belgium'],Belgium,Wetteren,,-,RB   DM
56.0,Zeno Debast,Centre-Back,"Oct 24, 2003 ",20,['Belgium'],Belgium,Halle,"1,91",€15.00m,DM
3.0,Nathan Ngoy,Centre-Back,"Jun 10, 2003 ",20,"['Belgium', 'DR Congo']",Belgium,,"1,83",€4.00m,RB
29.0,Daan Dierckx,Centre-Back,"Feb 24, 2003 ",21,['Belgium'],Belgium,Leuven,"1,92",€400k,
,Jorne Simons,Centre-Back,"Mar 18, 2003 ",21,['Belgium'],Belgium,Antwerpen,"1,86",-,CM   DM
18.0,Yohen Tangala,Centre-Back,"Oct 28, 2003 ",20,"['Belgium', 'DR Congo']",Belgium,Vilvoorde,"1,90",-,DM
,Ilias Belhadj,Centre-Back,"Mar 14, 2003 ",21,"['Morocco', 'Belgium']",Belgium,Sint-Lambrechts-Woluwe,"1,88",-,
33.0,Zeno Van Den Bosch,Centre-Back,"Jul 6, 2003 ",20,['Belgium'],Belgium,Brasschaat,"1,91",€4.00m,
31.0,Lukas Willen,Centre-Back,"Apr 25, 2003 ",20,['Belgium'],Belgium,Oudenaarde,"1,89",€800k,DM   LB
32.0,Djovkar Doudaev,Centre-Back,"Nov 10, 2003 ",20,"['Belgium', 'Russia']",Belgium,,,€150k,
,Nathan De Raes,Centre-Back,"Sep 1, 2003 ",20,['Belgium'],Belgium,,,-,CM
63.0,Noa Wyns,Centre-Back,"Feb 20, 2003 ",21,['Belgium'],Belgium,,"1,92",-,
33.0,Olivier Dewaele,Centre-Back,"Apr 18, 2003 ",20,['Belgium'],Belgium,Aalst,"1,83",-,LB
32.0,Mehdi Boukamir,Centre-Back,"Jan 26, 2004 ",20,"['Morocco', 'Belgium']",Belgium,Jemeppe-sur-Sambre,"1,88",€750k,DM
,Matteo Dams,Centre-Back,"Mar 9, 2004 ",20,['Belgium'],Belgium,Brasschaat,,€200k,DM   LB
30.0,Jelle Somers,Centre-Back,"Jul 1, 2004 ",19,['Belgium'],Belgium,Lier,,-,
50.0,Hamza Kaya,Centre-Back,"Sep 6, 2004 ",19,"['Türkiye', 'Belgium']",Belgium,Charleroi,"1,82",-,RB
4.0,Ferre Maho,Centre-Back,"Nov 21, 2004 ",19,['Belgium'],Belgium,,,-,
3.0,Jano Willems,Centre-Back,"Jan 15, 2004 ",20,['Belgium'],Belgium,,"1,84",€350k,DM
16.0,Noah Stassin,Centre-Back,"Jul 5, 2004 ",19,['Belgium'],Belgium,Brugge,"1,86",€10k,RB   DM
15.0,Jarno De Loecker,Centre-Back,"Oct 22, 2004 ",19,['Belgium'],Belgium,,,-,
,Thibo Van Den Branden,Centre-Back,"May 5, 2004 ",19,['Belgium'],Belgium,,"1,88",-,
,Pedro Nkosi,Centre-Back,"Feb 3, 2004 ",20,['Belgium'],Belgium,Bruxelles,,-,CM   DM
51.0,Lucas Noubi,Centre-Back,"Jan 15, 2005 ",19,"['Belgium', 'Cameroon']",Belgium,Mouscron,"1,80",€2.00m,
5.0,Konrad Magnuszewski,Centre-Back,"Jan 3, 2005 ",19,['Poland'],Belgium,Brussels,"1,87",€50k,
23.0,Théo Battiston,Centre-Back,"Jun 8, 2005 ",18,['Belgium'],Belgium,Charleroi,"1,80",-,DM
,Tyron Mikobi-Bimini,Centre-Back,"Jul 18, 2005 ",18,['Belgium'],Belgium,,"1,92",-,LB
,Sebastien Zoete,Centre-Back,"Jul 25, 2005 ",18,['Belgium'],Belgium,Mechelen,,-,LB
63.0,Faissal Al Mazyani,Centre-Back,"Jan 18, 2005 ",19,"['Morocco', 'Belgium']",Belgium,Antwerpen,"1,79",€250k,DM   RB
26.0,Ibrahim Digberekou,Centre-Back,"Feb 22, 2005 ",19,"['Belgium', 'Ghana']",Belgium,Eupen,"1,88",€25k,
55.0,Matteo Vandendaele,Centre-Back,"Jun 16, 2005 ",18,['Belgium'],Belgium,Ukkel,"1,86",-,LB
20.0,Lukas Baert,Centre-Back,"Feb 1, 2005 ",19,['Belgium'],Belgium,Leuven,"1,85",-,
,Laurens Melotte,Left-Back,"Nov 6, 1985 ",38,['Belgium'],Belgium,Leuven,"1,85",-,
,Kenny Thompson,Left-Back,"Apr 26, 1985 ",38,['Belgium'],Belgium,Deurne,"1,82",-,
,Wouter Vosters,Left-Back,"Dec 10, 1985 ",38,['Belgium'],Belgium,Turnhout,,-,LM   CB
,Matthias Trenson,Left-Back,"Oct 3, 1986 ",37,['Belgium'],Belgium,Brugge,"1,83",-,
,Achraf Essikal,Left-Back,"Jan 3, 1986 ",38,"['Belgium', 'Morocco']",Belgium,Brussel,"1,81",-,
,Wesley Vanbelle,Left-Back,"Aug 5, 1986 ",37,['Belgium'],Belgium,Bonheiden,"1,77",-,LM   LW
,Bart Buysse,Left-Back,"Oct 16, 1986 ",37,['Belgium'],Belgium,Brugge,"1,78",-,CB
,Romain Haghedooren,Left-Back,"Sep 28, 1986 ",37,['Belgium'],Belgium,Menen,"1,89",-,CB
,Massimo Moia,Left-Back,"Mar 9, 1987 ",37,"['Belgium', 'Italy']",Belgium,Liège,"1,78",-,LM
,Baptiste Ulens,Left-Back,"Jul 24, 1987 ",36,['Belgium'],Belgium,Boussu,"1,77",-,LM   RM
,Matthias Pittoors,Left-Back,"Dec 29, 1987 ",36,['Belgium'],Belgium,Lier,"1,73",-,LM   RB
,Sébastien Pocognoli,Left-Back,"Aug 1, 1987 ",36,"['Belgium', 'Italy']",Belgium,Seraing,"1,81",-,
,Marco Battista,Left-Back,"Sep 13, 1988 ",35,"['Belgium', 'Italy']",Belgium,Maasmechelen,,-,LM   LW
,Nadjim Haroun,Left-Back,"Jun 10, 1988 ",35,"['Chad', 'Belgium']",Belgium,Jette,"1,86",-,CB   DM
,Geoffrey Cabeke,Left-Back,"Nov 5, 1988 ",35,['Belgium'],Belgium,Jette,"1,75",-,LM
,Georgios Kaminiaris,Left-Back,"Oct 20, 1988 ",35,"['Belgium', 'Greece']",Belgium,,"1,82",-,
,Sami Büyüktopac,Left-Back,"Jun 22, 1988 ",35,"['Türkiye', 'Belgium']",Belgium,Brüssel,"1,70",-,LM   LW
17.0,Grégory Grisez,Left-Back,"Aug 17, 1989 ",34,['Belgium'],Belgium,La Louviere,"1,85",€50k,LM   CB
,Sergio Bernardo,Left-Back,"Dec 15, 1989 ",34,['Spain'],Belgium,Bruselas,"1,74",-,
,Jeroen Vanthournout,Left-Back,"Jun 29, 1989 ",34,['Belgium'],Belgium,Torhout,"1,83",-,DM   LM
,Jérémy Huyghebaert,Left-Back,"Jan 7, 1989 ",35,['Belgium'],Belgium,Mouscron,"1,80",-,CB
,Roy Meeus,Left-Back,"May 24, 1989 ",34,['Belgium'],Belgium,Lommel,"1,79",-,AM   LW
,Pieter-Jan Scheerlinck,Left-Back,"Oct 27, 1989 ",34,['Netherlands'],Belgium,Sint-Truiden,,-,DM
,Geoffrey Ceunen,Left-Back,"May 17, 1989 ",34,['Belgium'],Belgium,Diest,"1,81",-,
,Lionel Gendarme,Left-Back,"Feb 20, 1989 ",35,['Belgium'],Belgium,Sankt Niklaas,"1,87",-,LM
,Issam Ben Youssef,Left-Back,"Mar 30, 1989 ",34,"['Belgium', 'Morocco']",Belgium,Etterbeek,"1,78",-,
,Yannick Rymenants,Left-Back,"Jan 23, 1989 ",35,['Belgium'],Belgium,Lier,"1,78",-,LM
3.0,Kevin Kis,Left-Back,"Sep 26, 1990 ",33,['Belgium'],Belgium,Rocourt,"1,76",€200k,LM   CB
,Mauricio Valderrama,Left-Back,"Jun 1, 1990 ",33,"['Belgium', 'Chile']",Belgium,Rocourt,"1,77",-,
,Kristof D'Haene,Left-Back,"Jun 6, 1990 ",33,['Belgium'],Belgium,Kortrijk,"1,68",-,LW   LM
3.0,Alper Uludağ,Left-Back,"Dec 11, 1990 ",33,"['Türkiye', 'Belgium']",Belgium,Heusden-Zolder,"1,80",€200k,LM   CM
,Marc Ludden,Left-Back,"Feb 28, 1990 ",34,"['Ireland', 'Belgium']",Belgium,Brussels,"1,79",-,LM
,Marvin Konsdorff,Left-Back,"Aug 12, 1990 ",33,['Belgium'],Belgium,Veurne,"1,73",-,
43.0,Marvin Peersman,Left-Back,"Feb 10, 1991 ",33,"['Belgium', 'Ghana']",Belgium,Wilrijk,"1,85",€400k,CB   LM
,Jeffrey Christiaens,Left-Back,"May 17, 1991 ",32,"['Philippines', 'Belgium']",Belgium,Brüssel,"1,70",-,LW   LM
,Yani Urdinov,Left-Back,"Mar 28, 1991 ",32,"['North Macedonia', 'Belgium']",Belgium,Mechelen,"1,81",-,DM   CB
,Quentin Crommen,Left-Back,"May 3, 1991 ",32,['Belgium'],Belgium,Charleroi,"1,71",-,
21.0,Leroy Labylle,Left-Back,"Mar 11, 1991 ",33,"['Belgium', 'Morocco']",Belgium,Liège,"1,77",€150k,CM   LW
23.0,Niels Vandenbroucke,Left-Back,"Mar 15, 1991 ",33,['Belgium'],Belgium,Kortrijk,"1,74",-,DM   LM
,Jean-Philippe Delcourt,Left-Back,"Aug 3, 1991 ",32,['Belgium'],Belgium,Lüttich,,-,
28.0,Laurens De Bock,Left-Back,"Nov 7, 1992 ",31,['Belgium'],Belgium,Dendermonde,"1,79",€600k,CB
,Bryan Verboom,Left-Back,"Jan 30, 1992 ",32,"['Belgium', 'DR Congo']",Belgium,Brussel,"1,76",-,LM   RB
,Jelle Rykx,Left-Back,"Apr 13, 1992 ",31,['Belgium'],Belgium,Diest,"1,74",-,LM
,Jimmy De Jonghe,Left-Back,"Feb 13, 1992 ",32,['Belgium'],Belgium,Boechout,"1,71",-,LW   LM
,Maxime Gunst,Left-Back,"Aug 6, 1992 ",31,['Belgium'],Belgium,Waregem,"1,79",-,RB
,Sam van den Broek,Left-Back,"Feb 9, 1992 ",32,['Belgium'],Belgium,Turnhout,"1,78",-,
3.0,Marnick Vermijl,Left-Back,"Jan 13, 1992 ",32,['Belgium'],Belgium,Peer,"1,80",-,RB   CB
13.0,Marco Ospitalieri,Left-Back,"Apr 6, 1992 ",31,"['Belgium', 'Italy']",Belgium,Maasmechelen,"1,73",-,CM   LW
17.0,Jannes Vansteenkiste,Left-Back,"Feb 17, 1993 ",31,['Belgium'],Belgium,Lendelede,"1,75",€250k,CB   LM
,Semih Gülsen,Left-Back,"May 1, 1993 ",30,"['Belgium', 'Türkiye']",Belgium,,,-,
5.0,Faycal Rherras,Left-Back,"Apr 7, 1993 ",30,"['Morocco', 'Belgium']",Belgium,Liège,"1,83",-,RB   LM
25.0,Niels Mestdagh,Left-Back,"Jan 3, 1993 ",31,['Belgium'],Belgium,Bredene,"1,77",-,RB   LW
,Nicolas Delporte,Left-Back,"Jan 1, 1993 ",31,['Belgium'],Belgium,Theux,"1,78",-,
27.0,Axel Bonemme,Left-Back,"Mar 8, 1993 ",31,['Belgium'],Belgium,Liège,"1,83",-,CB
,Faria Simão,Left-Back,"Nov 17, 1993 ",30,"['DR Congo', 'Switzerland']",Belgium,Lüttich,"1,74",-,RB   LM
,Amir Hossari,Left-Back,"Sep 19, 1993 ",30,"['Lebanon', 'Belgium']",Belgium,Berchem-Sainte-Agathe,"1,68",-,DM   LM
,Gianni Leemans,Left-Back,"Feb 23, 1993 ",31,['Belgium'],Belgium,Merksem,"1,74",-,
5.0,Lars Wantens,Left-Back,"Aug 9, 1993 ",30,['Belgium'],Belgium,,,-,LM
13.0,Jonas Heymans,Left-Back,"Feb 6, 1993 ",31,['Belgium'],Belgium,Liedekerke,"1,82",-,CB
18.0,Joris Kayembe,Left-Back,"Aug 8, 1994 ",29,"['DR Congo', 'Belgium']",Belgium,Brussel,"1,80",€2.50m,LW   LM
15.0,Jordan Lukaku,Left-Back,"Jul 25, 1994 ",29,"['Belgium', 'DR Congo']",Belgium,Antwerpen,"1,80",€275k,LM   LW
14.0,Bryan Godts,Left-Back,"Apr 15, 1994 ",29,['Belgium'],Belgium,Brussel,"1,90",-,LM   AM
5.0,Maxim Deckers,Left-Back,"Jan 24, 1994 ",30,['Belgium'],Belgium,Brasschaat,"1,80",-,LM
,Lee Colin,Left-Back,"May 26, 1994 ",29,['Belgium'],Belgium,Borgerhout,"1,86",-,LM   CB
,Cédric Buekers,Left-Back,"Apr 17, 1994 ",29,['Belgium'],Belgium,Herk-de-Stad,"1,84",-,CB
,Willem Ofori,Left-Back,"Feb 19, 1994 ",30,"['Belgium', 'Ghana']",Belgium,Heusden-Zolder,"1,78",-,LM   LW
25.0,Jonathan D'Ostilio,Left-Back,"Feb 24, 1994 ",30,['Belgium'],Belgium,Rocourt,"1,75",€300k,LM
25.0,Alexander Corryn,Left-Back,"Jan 3, 1994 ",30,['Belgium'],Belgium,Gent,"1,77",€250k,DM   LM
45.0,Gauthier Libbrecht,Left-Back,"Mar 9, 1994 ",30,['Belgium'],Belgium,Menen,"1,81",-,
,Nick Van Asch,Left-Back,"Aug 1, 1994 ",29,['Belgium'],Belgium,,"1,74",-,
5.0,Timo Cauwenberg,Left-Back,"Oct 2, 1994 ",29,['Belgium'],Belgium,Sint-Truiden,"1,75",-,LM   LW
5.0,Jonas Van Kerckhoven,Left-Back,"Feb 4, 1994 ",30,['Belgium'],Belgium,Bornem,"1,74",-,CB
66.0,Ali Yaşar,Left-Back,"Mar 8, 1995 ",29,"['Türkiye', 'Belgium']",Belgium,Liège,"1,80",€350k,LM   RM
2.0,Charles Dupain,Left-Back,"Sep 15, 1995 ",28,['Belgium'],Belgium,,"1,76",-,CB
5.0,Thibaut Lesquoy,Left-Back,"Jul 7, 1995 ",28,['Belgium'],Belgium,Virton,"1,85",-,
,Elias Lampis,Left-Back,"Aug 10, 1995 ",28,['Belgium'],Belgium,Antwerpen,"1,85",-,
,Tjardo Techel,Left-Back,"Nov 24, 1995 ",28,['Belgium'],Belgium,,,-,CB
24.0,Corentin Fiore,Left-Back,"Mar 24, 1995 ",28,"['Belgium', 'Italy']",Belgium,Carnières,,-,CB   DM
5.0,Axel Swerten,Left-Back,"Nov 27, 1996 ",27,['Belgium'],Belgium,Hasselt,"1,79",-,CB   LM
,Lennert De Smul,Left-Back,"Jun 20, 1996 ",27,['Belgium'],Belgium,Aarsele,"1,80",-,CB   DM
18.0,Glenn Leemans,Left-Back,"Feb 12, 1996 ",28,['Belgium'],Belgium,,"1,73",-,CB
,Jarne Vrijsen,Left-Back,"Mar 21, 1996 ",28,['Belgium'],Belgium,Genk,"1,75",-,LM   CB
,Anas Hamzaoui,Left-Back,"Jul 14, 1996 ",27,"['Belgium', 'Morocco']",Belgium,Brussel,"1,75",-,RB   LM
18.0,Gianni Cordaro,Left-Back,"Apr 18, 1996 ",27,"['Belgium', 'Italy']",Belgium,,,-,
,Achraf Achaoui,Left-Back,"Dec 10, 1996 ",27,"['Morocco', 'Belgium']",Belgium,Gent,"1,80",-,LM   LW
56.0,Alexis Scholl,Left-Back,"Mar 11, 1996 ",28,['Belgium'],Belgium,,"1,79",-,
28.0,Marco Weymans,Left-Back,"Jul 9, 1997 ",26,"['Burundi', 'Belgium']",Belgium,Edegem,"1,75",€300k,LM   DM
,Vidal Soladio,Left-Back,"Feb 18, 1997 ",27,"['Belgium', 'DR Congo']",Belgium,,,-,LM   LW
,Narek Petrossian,Left-Back,"Jul 15, 1997 ",26,"['Armenia', 'Belgium']",Belgium,Brussel,"1,70",-,CB   DM
,Jordi Malela Ndangba,Left-Back,"Jan 14, 1997 ",27,"['Belgium', 'DR Congo']",Belgium,Vilvoorde,,-,LM
31.0,Jelle Geenens,Left-Back,"Aug 13, 1997 ",26,['Belgium'],Belgium,Gent,"1,79",-,
25.0,Thibault De Smet,Left-Back,"Jun 5, 1998 ",25,['Belgium'],Belgium,Brugge,"1,83",€4.00m,CB
23.0,Yousri Afallah,Left-Back,"Apr 23, 1998 ",25,"['Belgium', 'Morocco']",Belgium,Bruxelles,"1,78",-,LW
,Marten Verbeeck,Left-Back,"Feb 11, 1998 ",26,['Belgium'],Belgium,,,-,LW
16.0,Christophe Janssens,Left-Back,"Mar 9, 1998 ",26,['Belgium'],Belgium,Brussel,"1,82",€350k,DM   CB
8.0,Yannick Vandersmissen,Left-Back,"Apr 18, 1998 ",25,['Belgium'],Belgium,Tienen,"1,80",-,LW   AM
,Kjell Vanmaele,Left-Back,"Jan 7, 1998 ",26,['Belgium'],Belgium,,"1,80",-,CB
23.0,Daam Foulon,Left-Back,"Mar 23, 1999 ",25,['Belgium'],Belgium,Mechelen,"1,80",€1.50m,
,Sant Demirciyan,Left-Back,"May 17, 1999 ",24,"['Belgium', 'Armenia']",Belgium,,,-,LW
2.0,Ward Verwerft,Left-Back,"Jun 22, 1999 ",24,['Belgium'],Belgium,Oostmalle,"1,81",-,
48.0,Amine Khammas,Left-Back,"Apr 6, 1999 ",24,"['Morocco', 'Belgium']",Belgium,Reet,"1,74",€600k,LM   LW
,Toni Aliaj,Left-Back,"Jan 6, 1999 ",25,"['Croatia', 'Albania']",Belgium,Seraing,,-,LM
55.0,Maxim De Cuyper,Left-Back,"Dec 22, 2000 ",23,['Belgium'],Belgium,Knokke-Heist,"1,82",€8.00m,LM   LW
5.0,Brent Laes,Left-Back,"Apr 18, 2000 ",23,['Belgium'],Belgium,Bertem,"1,74",€300k,
,Stefan Jarakovic,Left-Back,"Jan 24, 2000 ",24,"['Serbia', 'Belgium']",Belgium,Asse,"1,80",-,
,Remco Evenepoel,Left-Back,"Jan 25, 2000 ",24,['Belgium'],Belgium,Schepdaal,,-,
18.0,Logan Ndenbe,Left-Back,"Feb 9, 2000 ",24,['Belgium'],Belgium,Mouscron,"1,74",€2.00m,LM
5.0,Hassan Hannou,Left-Back,"Feb 13, 2000 ",24,"['Belgium', 'Morocco']",Belgium,Anderlecht,"1,75",-,LM   RM
,Loris Lallemand,Left-Back,"Oct 9, 2000 ",23,['Belgium'],Belgium,Rocourt,"1,75",-,DM
3.0,Adrien Truffert,Left-Back,"Nov 20, 2001 ",22,['France'],Belgium,Liège,"1,76",€18.00m,LM
,Muhammed Arif Akbas,Left-Back,"May 20, 2001 ",22,"['Türkiye', 'Belgium']",Belgium,,,-,DM
,Cengizhan Simsek,Left-Back,"Jan 1, 2001 ",23,"['Türkiye', 'Belgium']",Belgium,Liege,"1,84",-,LW   RW
,Inan Cetin,Left-Back,"Mar 29, 2001 ",22,"['Belgium', 'Türkiye']",Belgium,Anderlecht,"1,67",-,LW   RB
31.0,Wout De Buyser,Left-Back,"Jun 29, 2001 ",22,['Belgium'],Belgium,Sint-Niklaas,"1,83",€125k,CB
5.0,Thibo Stiens,Left-Back,"Sep 20, 2001 ",22,['Belgium'],Belgium,Ukkel,"1,84",-,CB
23.0,Jowin Radzinski,Left-Back,"Apr 23, 2001 ",22,['Poland'],Belgium,Brugge,"1,77",-,
88.0,Fabio Ferraro,Left-Back,"Sep 3, 2002 ",21,"['Belgium', 'Italy']",Belgium,Halle,"1,80",€200k,LM   RM
,Ferhat Cakir,Left-Back,"Jul 7, 2002 ",21,['Belgium'],Belgium,Genk,,-,LW
,Sascha Kibungu,Left-Back,"Oct 13, 2002 ",21,"['Germany', 'DR Congo']",Belgium,Brüssel,"1,84",-,RB   LM
,Héritier Deyonge,Left-Back,"Jan 9, 2002 ",22,"['Belgium', 'DR Congo']",Belgium,Ottignies-Louvain-La-Neuve,"1,83",€150k,LM   LW
72.0,Dragan Lausberg,Left-Back,"Apr 29, 2002 ",21,['Belgium'],Belgium,Liège,"1,85",-,CB
25.0,Tuur Rommens,Left-Back,"Mar 26, 2003 ",20,['Belgium'],Belgium,Turnhout,"1,85",€800k,
57.0,Deniz Arabaci,Left-Back,"Mar 11, 2003 ",21,"['Belgium', 'Türkiye']",Belgium,Hasselt,"1,70",€150k,LW   RW
24.0,Lander Van den Broeck,Left-Back,"Aug 22, 2003 ",20,['Belgium'],Belgium,Leuven,"1,83",-,LW
12.0,Sam Bunch,Left-Back,"Apr 15, 2003 ",20,['Belgium'],Belgium,Ixelles,"1,78",-,LM   RW
5.0,Koen Van Den Broek,Left-Back,"Mar 26, 2003 ",20,['Belgium'],Belgium,,"1,86",-,
,Davin Mayele,Left-Back,"Jul 6, 2003 ",20,"['Belgium', 'DR Congo']",Belgium,,"1,72",-,RB   LW
22.0,Alexandro Calut,Left-Back,"Apr 22, 2003 ",20,['Belgium'],Belgium,Charleroi,"1,80",€300k,LM
55.0,Yannick Cappelle,Left-Back,"Jul 7, 2003 ",20,['Belgium'],Belgium,,"1,80",€150k,LW   LM
19.0,Jamal Ali Colo,Left-Back,"Jun 27, 2003 ",20,"['Belgium', 'Ghana']",Belgium,Turnhout,"1,78",-,LM
,Owen Charlie Reinat,Left-Back,"Apr 16, 2003 ",20,"['Thailand', 'Belgium']",Belgium,,,-,
,Yoran Jacobs,Left-Back,"Jul 3, 2003 ",20,['Belgium'],Belgium,Geraardsbergen,"1,73",-,LW
25.0,Thomas Renier,Left-Back,"Feb 24, 2003 ",21,['Belgium'],Belgium,Liege,"1,73",-,
27.0,Thiago Paulo da Silva,Left-Back,"Aug 12, 2004 ",19,"['Belgium', 'Brazil']",Belgium,Liège,"1,82",€300k,CB   LM
,Jari Vandebrouck-Lemmens,Left-Back,"May 28, 2004 ",19,['Belgium'],Belgium,Beringen,,-,
,Gregory Owusu Barnie,Left-Back,"Dec 20, 2004 ",19,"['Netherlands', 'Ghana']",Belgium,Antwerpen,,-,LW   RW
,Eren Guncu,Left-Back,"Jul 9, 2004 ",19,"['Belgium', 'Türkiye']",Belgium,Genk,"1,75",-,LM   CB
21.0,Lucas Kubr,Left-Back,"Feb 25, 2004 ",20,"['Czech Republic', 'Belgium']",Belgium,Tongeren,"1,79",€150k,LW   LM
5.0,Emre Caglar,Left-Back,"Mar 30, 2004 ",19,"['Türkiye', 'Belgium']",Belgium,Antwerpen,"1,80",-,LM
16.0,Beni Mpanzu,Left-Back,"May 15, 2004 ",19,['Belgium'],Belgium,Brussel,"1,85",-,LM   CB
19.0,Wassim Lantaki,Left-Back,"Feb 17, 2004 ",20,"['Morocco', 'Belgium']",Belgium,Uccle,"1,73",-,
5.0,Joaquin Seys,Left-Back,"Mar 28, 2005 ",18,['Belgium'],Belgium,,,€500k,
5.0,Ikker Julian,Left-Back,"Jul 7, 2005 ",18,"['Belgium', 'Brazil']",Belgium,Brussel,"1,81",€50k,LM   LW
,Arda Muhammet Avsar,Left-Back,"Mar 19, 2005 ",19,"['Türkiye', 'Belgium']",Belgium,Gent,,-,
,Vincent Burlet,Left-Back,"Sep 23, 2005 ",18,['Belgium'],Belgium,Liège,,-,LM
,Renzo Tytens,Left-Back,"Jun 23, 2005 ",18,['Belgium'],Belgium,Brasschaat,,€200k,
26.0,Mathis Labro,Left-Back,"Feb 25, 2005 ",19,['Belgium'],Belgium,Turnhout,"1,80",€50k,LW   RW
,Noah Theis,Left-Back,"Jul 29, 2005 ",18,['Belgium'],Belgium,Arlon,"1,70",-,
,Gaëtan Malacort,Right-Back,"Jan 3, 1985 ",39,['Belgium'],Belgium,La Louvière,"1,83",-,
,Maarten van Lieshout,Right-Back,"Aug 13, 1985 ",38,['Belgium'],Belgium,Turnhout,"1,76",-,CB   DM
,Bart Goossens,Right-Back,"Jan 5, 1985 ",39,['Belgium'],Belgium,Zelzate,"1,78",-,
,Erdinc Kurtulus,Right-Back,"Nov 25, 1985 ",38,"['Belgium', 'Türkiye']",Belgium,Gent,"1,74",-,LB
,Stéphane Van De Sande,Right-Back,"Feb 12, 1985 ",39,['Belgium'],Belgium,Malmedy,"1,73",-,
,Samir Bouhriss,Right-Back,"Dec 14, 1986 ",37,"['Belgium', 'Tunisia']",Belgium,Uccle,"1,83",-,RM   CB
,Bart Poppe,Right-Back,"Nov 14, 1986 ",37,['Belgium'],Belgium,Brüssel,,-,
,Jason Vandelannoite,Right-Back,"Nov 6, 1986 ",37,"['Belgium', 'DR Congo']",Belgium,Roeselare,"1,78",-,DM   CB
