Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions
20.0,Tiago Carrilho,Centre-Back,"Feb 18, 2000 ",24,['Portugal'],Portugal,Portalegre,,-,Defender,
3.0,João Tomás,Centre-Back,"Nov 18, 2000 ",23,['Portugal'],Portugal,Sertã,,-,Defender,RB
,Zacarias Seque,Centre-Back,"Mar 16, 2000 ",24,"['Portugal', 'Angola']",Portugal,,"1,90",-,Defender,
3.0,Bernardo Vital,Centre-Back,"Dec 29, 2000 ",23,['Portugal'],Portugal,Cascais,"1,87",€1.50m,Defender,
3.0,Miguel Nóbrega,Centre-Back,"Apr 17, 2000 ",23,['Portugal'],Portugal,Funchal,"1,90",€600k,Defender,DM   RB
4.0,Jota Gonçalves,Centre-Back,"Jun 17, 2000 ",23,['Portugal'],Portugal,Espinho,"1,86",€500k,Defender,DM
72.0,Vasco Oliveira,Centre-Back,"May 28, 2000 ",23,['Portugal'],Portugal,Lisboa,"1,87",€500k,Defender,LB   DM
4.0,Pedro Ganchas,Centre-Back,"May 31, 2000 ",23,['Portugal'],Portugal,Lisboa,"1,90",€350k,Defender,LB
26.0,Kiko,Centre-Back,"Mar 25, 2000 ",24,['Portugal'],Portugal,Paços de Ferreira,"1,82",€200k,Defender,DM
,Gonçalo Loureiro,Centre-Back,"Feb 1, 2000 ",24,['Portugal'],Portugal,Guimarães,"1,86",€200k,Defender,
4.0,Pedro Farrim,Centre-Back,"Jan 6, 2000 ",24,['Portugal'],Portugal,Almada,"1,87",€75k,Defender,LB
22.0,Simão Monteiro,Centre-Back,"Apr 27, 2000 ",23,['Portugal'],Portugal,Carapinheira,"1,77",-,Defender,LB
23.0,Filipe Enfermeiro,Centre-Back,"Aug 17, 2000 ",23,['Portugal'],Portugal,Portel,"1,90",-,Defender,
28.0,Tomás Piedade,Centre-Back,"Sep 9, 2000 ",23,['Portugal'],Portugal,,"1,86",-,Defender,RB
3.0,Diogo Silva,Centre-Back,"May 31, 2000 ",23,['Portugal'],Portugal,,"1,79",-,Defender,
16.0,Leandro Monteiro,Centre-Back,"Apr 6, 2000 ",24,['Portugal'],Portugal,,,-,Defender,
4.0,Diogo Marinho,Centre-Back,"Feb 25, 2000 ",24,['Portugal'],Portugal,Oeiras,"1,88",-,Defender,
14.0,André Amaral,Centre-Back,"Jan 12, 2000 ",24,['Portugal'],Portugal,Barreiro,"1,88",-,Defender,
5.0,Zé Simão,Centre-Back,"May 23, 2000 ",23,['Portugal'],Portugal,Fundão,"1,85",-,Defender,
18.0,Vasco Coelho,Centre-Back,"Dec 19, 2000 ",23,['Portugal'],Portugal,Sanguedo,,-,Defender,RB   DM
,João Casal,Centre-Back,"Dec 3, 2000 ",23,['Portugal'],Portugal,Aveiro,"1,85",-,Defender,RB
,Victor Cardoso,Centre-Back,"Dec 10, 2000 ",23,['Portugal'],Portugal,Vieira do Minho,"1,86",-,Defender,LB
32.0,Diogo Moreira,Centre-Back,"Jul 26, 2000 ",23,['Portugal'],Portugal,,"1,93",-,Defender,
19.0,Pedro Barroso,Centre-Back,"Feb 22, 2000 ",24,['Portugal'],Portugal,,"1,80",-,Defender,
,Tiago Babo,Centre-Back,"May 7, 2000 ",23,['Portugal'],Portugal,,,-,Defender,
,João Filipe,Centre-Back,"May 12, 2000 ",23,['Portugal'],Portugal,Aveiro,,-,Defender,
,Nuno Santos,Centre-Back,"Sep 10, 2000 ",23,['Portugal'],Portugal,Leça da Palmeira,"1,84",-,Defender,RB
4.0,Elvis Landim,Centre-Back,"Jun 3, 2000 ",23,"['Portugal', 'Cape Verde']",Portugal,Lisboa,"1,84",-,Defender,DM
,Duarte Rocha,Centre-Back,"Jan 16, 2000 ",24,['Portugal'],Portugal,Angra do Heroísmo,"1,80",-,Defender,
4.0,Cândido,Centre-Back,"Nov 6, 2000 ",23,['Portugal'],Portugal,Castelo de Paiva,"1,82",-,Defender,
5.0,Celso Vieira,Centre-Back,"Mar 9, 2000 ",24,['Portugal'],Portugal,Caranguejeira,"1,83",-,Defender,
39.0,João Ferrão,Centre-Back,"Nov 8, 2000 ",23,['Portugal'],Portugal,Nelas,"1,86",-,Defender,RB
,Diogo Petiz,Centre-Back,"Mar 30, 2000 ",24,['Portugal'],Portugal,,"1,94",-,Defender,
3.0,Alexandre Barbas,Centre-Back,"Feb 11, 2000 ",24,['Portugal'],Portugal,Lisboa,"1,86",-,Defender,
33.0,Tiago Simões,Centre-Back,"May 25, 2000 ",23,['Portugal'],Portugal,,"1,89",-,Defender,DM
3.0,Nuno Damas,Centre-Back,"Mar 7, 2000 ",24,['Portugal'],Portugal,Albergaria a Velha,"1,79",-,Defender,RB
4.0,David Martins,Centre-Back,"Jun 10, 2000 ",23,['Portugal'],Portugal,Guimarães,"1,90",-,Defender,
6.0,Tiago Claro,Centre-Back,"May 18, 2000 ",23,['Portugal'],Portugal,Leiria,,-,Defender,DM
13.0,Rodrigo Dias,Centre-Back,"Jan 13, 2000 ",24,['Portugal'],Portugal,Almeirim,"1,89",-,Defender,
27.0,Élio Costa Mário,Centre-Back,"Feb 4, 2000 ",24,"['Portugal', 'Angola']",Portugal,Almada,"1,86",-,Defender,RB   RW
23.0,Bruno Almeida,Centre-Back,"Jul 2, 2000 ",23,['Portugal'],Portugal,Lisboa,"1,92",-,Defender,
50.0,Rúben Sousa,Centre-Back,"Oct 1, 2000 ",23,['Portugal'],Portugal,Funchal,"1,88",-,Defender,
3.0,Filipe Soares,Centre-Back,"Jan 27, 2000 ",24,['Portugal'],Portugal,Viseu,"1,85",-,Defender,DM
88.0,Eduardo Aguiar,Centre-Back,"Aug 16, 2000 ",23,['Portugal'],Portugal,Póvoa de Varzim,"1,80",-,Defender,
4.0,João Filipe,Centre-Back,"Apr 23, 2000 ",23,['Portugal'],Portugal,Amarante,"1,87",-,Defender,
14.0,Miguel Gonçalves,Centre-Back,"Jan 27, 2000 ",24,['Portugal'],Portugal,,"1,89",-,Defender,DM
14.0,João Correia,Centre-Back,"Feb 28, 2000 ",24,['Portugal'],Portugal,Castro Marim,"1,90",-,Defender,RB
3.0,Pedro Miguel,Centre-Back,"Feb 16, 2000 ",24,['Portugal'],Portugal,Bragança,"1,85",-,Defender,
,Tiago Azevedo,Centre-Back,"Nov 6, 2000 ",23,['Portugal'],Portugal,Braga,"1,92",-,Defender,
4.0,Gonçalo Cardoso,Centre-Back,"Dec 20, 2000 ",23,['Portugal'],Portugal,Carvalhido,"1,86",-,Defender,DM
3.0,Pedro Nuno,Centre-Back,"Mar 10, 2000 ",24,['Portugal'],Portugal,Vila Nova de Gaia,"1,83",-,Defender,
,Christian Lotitto,Centre-Back,"Sep 15, 2000 ",23,"['Portugal', 'Argentina']",Portugal,Vila Nova de Gaia,"1,87",-,Defender,RB
,Rodrigo Vaza,Centre-Back,"Jan 31, 2000 ",24,['Portugal'],Portugal,Torres Vedras,"1,80",-,Defender,RB
3.0,Marcos Raposo,Centre-Back,"May 20, 2000 ",23,['Portugal'],Portugal,Setúbal,"1,91",-,Defender,
88.0,Rodrigo Coutinho,Centre-Back,"Apr 8, 2000 ",24,['Portugal'],Portugal,Setúbal,"1,89",-,Defender,
5.0,Duarte,Centre-Back,"May 12, 2000 ",23,['Portugal'],Portugal,Santa Maria da Feira,"1,83",-,Defender,
27.0,Zé Maria,Centre-Back,"Aug 19, 2000 ",23,['Portugal'],Portugal,Coimbra,"1,80",-,Defender,
4.0,Bernardo Fontes,Centre-Back,"Jul 15, 2000 ",23,['Portugal'],Portugal,Matosinhos,"1,86",-,Defender,
,Rui Sá,Centre-Back,"Feb 10, 2000 ",24,['Portugal'],Portugal,Braga,"1,84",-,Defender,
15.0,Diogo Gomes,Centre-Back,"Oct 6, 2000 ",23,['Portugal'],Portugal,Matosinhos,"1,93",-,Defender,DM
,Duarte Silva,Centre-Back,"Apr 6, 2000 ",24,['Portugal'],Portugal,Vila Verde,,-,Defender,
26.0,Henrique Gonçalves,Centre-Back,"Apr 11, 2000 ",23,"['Portugal', 'Angola']",Portugal,Oliveira de Azeméis,"1,82",-,Defender,
4.0,Fábio Baldé,Centre-Back,"May 3, 2000 ",23,"['Portugal', 'Guinea-Bissau']",Portugal,Lisboa,"1,93",-,Defender,
,António Ribeiro,Centre-Back,"Feb 19, 2000 ",24,['Portugal'],Portugal,Lisboa,"1,92",-,Defender,
4.0,João Serrão,Centre-Back,"Feb 11, 2000 ",24,['Portugal'],Portugal,Matosinhos,"1,92",-,Defender,
25.0,Gonçalo Inácio,Centre-Back,"Aug 25, 2001 ",22,['Portugal'],Portugal,Almada,"1,86",€40.00m,Defender,DM
13.0,João Ferreira,Centre-Back,"Mar 22, 2001 ",23,['Portugal'],Portugal,Vila do Conde,"1,85",€2.00m,Defender,RB   RM
2.0,Nuno Lima,Centre-Back,"Mar 16, 2001 ",23,['Portugal'],Portugal,Porto,"1,85",€500k,Defender,
85.0,Ricardo Teixeira,Centre-Back,"Jun 7, 2001 ",22,['Portugal'],Portugal,Porto,"1,88",€175k,Defender,
34.0,João Dias,Centre-Back,"Jun 15, 2001 ",22,['Portugal'],Portugal,Vila Franca de Xira,"1,86",€100k,Defender,LB
80.0,Filipe Gonçalves,Centre-Back,"Aug 4, 2001 ",22,['Portugal'],Portugal,,"1,77",-,Defender,DM
25.0,Filipe Abreu,Centre-Back,"Jan 3, 2001 ",23,['Portugal'],Portugal,Porto,"1,85",-,Defender,
,Gonçalo Silva,Centre-Back,"Sep 28, 2001 ",22,['Portugal'],Portugal,,,-,Defender,
19.0,Rui Cunha,Centre-Back,"Apr 4, 2001 ",23,['Portugal'],Portugal,Felgueiras,"1,81",-,Defender,LB
,Rodrigo Caixinha,Centre-Back,"Feb 20, 2001 ",23,['Portugal'],Portugal,Cuba,"1,91",-,Defender,DM
6.0,Jorge Passas,Centre-Back,"Feb 3, 2001 ",23,['Portugal'],Portugal,Mirandela,"1,88",-,Defender,DM
29.0,Tomás Oliveira,Centre-Back,"Mar 9, 2001 ",23,['Portugal'],Portugal,Massamá,"1,84",-,Defender,LB
3.0,Tirso,Centre-Back,"Mar 31, 2001 ",23,['Portugal'],Portugal,Cacém,"1,87",-,Defender,LB
5.0,Alexandre Penetra,Centre-Back,"Sep 9, 2001 ",22,['Portugal'],Portugal,Sátão,"1,86",€5.00m,Defender,RB   DM
4.0,Bruno Rodrigues,Centre-Back,"Jun 8, 2001 ",22,['Portugal'],Portugal,Barreiro,"1,92",€1.20m,Defender,
42.0,Guilherme,Centre-Back,"Feb 8, 2001 ",23,['Portugal'],Portugal,Braga,"1,86",€275k,Defender,
14.0,Luca,Centre-Back,"Jan 6, 2001 ",23,['Portugal'],Portugal,Famalicão,"1,81",€100k,Defender,
45.0,Diogo Bebé,Centre-Back,"Feb 22, 2001 ",23,['Portugal'],Portugal,Santo Tirso,"1,85",€10k,Defender,
4.0,Rodrigo Neves,Centre-Back,"Aug 27, 2001 ",22,['Portugal'],Portugal,Porto,"1,85",-,Defender,DM
6.0,Mariano Varela,Centre-Back,"May 19, 2001 ",22,['Portugal'],Portugal,,"1,89",-,Defender,DM
3.0,Barbosa,Centre-Back,"Aug 16, 2001 ",22,['Portugal'],Portugal,Crestuma,"1,79",-,Defender,DM
23.0,Nuno Monteiro,Centre-Back,"Aug 22, 2001 ",22,['Portugal'],Portugal,Paços de Ferreira,"1,86",-,Defender,
15.0,Pedro Francisco,Centre-Back,"Jun 26, 2001 ",22,['Portugal'],Portugal,,,-,Defender,LB
,Miguel Rodrigues,Centre-Back,"Feb 6, 2001 ",23,['Portugal'],Portugal,Peso da Régua,"1,89",-,Defender,
3.0,Edu Leal,Centre-Back,"Jun 7, 2001 ",22,['Portugal'],Portugal,Coimbra,"1,85",-,Defender,LB
21.0,Carlos Filipe,Centre-Back,"Mar 7, 2001 ",23,['Portugal'],Portugal,Guimarães,"1,85",-,Defender,
,Filipe Moreira,Centre-Back,"Mar 28, 2001 ",23,['Portugal'],Portugal,,,-,Defender,DM
14.0,Tiago Araújo,Centre-Back,"Jan 14, 2001 ",23,['Portugal'],Portugal,Viana do Castelo,,-,Defender,
4.0,Diogo Cordes,Centre-Back,"Jan 24, 2001 ",23,['Portugal'],Portugal,Samora Correia,"1,89",-,Defender,
,Vasco Mendes,Centre-Back,"Oct 20, 2001 ",22,['Portugal'],Portugal,,,-,Defender,
3.0,Tomás Martins,Centre-Back,"Feb 11, 2001 ",23,['Portugal'],Portugal,Vila Nova de Gaia,"1,85",-,Defender,
4.0,Rodrigo Luís,Centre-Back,"Apr 28, 2001 ",22,['Portugal'],Portugal,Lisboa,"1,85",-,Defender,DM
17.0,João Guerra,Centre-Back,"Jan 7, 2001 ",23,['Portugal'],Portugal,Lisboa,"1,86",-,Defender,RB
,Tiago Silva,Centre-Back,"Feb 7, 2001 ",23,['Portugal'],Portugal,Viana do Castelo,"1,88",-,Defender,
5.0,António Montez,Centre-Back,"Sep 29, 2001 ",22,['Portugal'],Portugal,Lisboa,"1,92",-,Defender,DM   CM
,Joel Santos,Centre-Back,"Jun 26, 2001 ",22,['Portugal'],Portugal,,"1,78",-,Defender,DM   RB
,Telmo Cardoso,Centre-Back,"Mar 4, 2001 ",23,['Portugal'],Portugal,Paredes,"1,83",-,Defender,LB
4.0,Luís Ferreira,Centre-Back,"Feb 18, 2001 ",23,['Portugal'],Portugal,Valongo,"1,84",-,Defender,
4.0,André Alves,Centre-Back,"Jun 8, 2001 ",22,['Portugal'],Portugal,Guimarães,"1,85",-,Defender,DM
,Rodrigo Santos,Centre-Back,"Jan 25, 2001 ",23,['Portugal'],Portugal,Lisboa,"1,70",-,Defender,LB
,Ricardo Alcobia,Centre-Back,"May 31, 2001 ",22,['Portugal'],Portugal,Odivelas,"1,79",-,Defender,DM
,Miguel Fernandes,Centre-Back,"May 11, 2001 ",22,['Portugal'],Portugal,Porto,"1,93",-,Defender,
,Vasco Lara,Centre-Back,"Jan 25, 2001 ",23,['Portugal'],Portugal,Matosinhos,"1,92",-,Defender,
21.0,Gito,Centre-Back,"Feb 22, 2001 ",23,['Portugal'],Portugal,Vila do Conde,"1,87",-,Defender,
25.0,Isidro Mendes,Centre-Back,"Feb 25, 2001 ",23,"['Portugal', 'Cape Verde']",Portugal,,,-,Defender,RB   CM
29.0,Nélson Oliveira,Centre-Back,"Feb 3, 2001 ",23,['Portugal'],Portugal,Anadia,"1,88",-,Defender,
4.0,Fernando Silva,Centre-Back,"Aug 1, 2001 ",22,['Portugal'],Portugal,Guimarães,"1,90",-,Defender,
,Fábio Trindade,Centre-Back,"May 3, 2001 ",22,['Portugal'],Portugal,Castelo Branco,"1,85",-,Defender,
,Nuno Rodrigues,Centre-Back,"Apr 8, 2001 ",23,['Portugal'],Portugal,Miranda do Douro,,-,Defender,DM
5.0,Carlos Silva,Centre-Back,"Mar 9, 2001 ",23,['Portugal'],Portugal,Coimbra,"1,82",-,Defender,LB
3.0,Afonso Simão,Centre-Back,"Apr 5, 2001 ",23,['Portugal'],Portugal,Odivelas,"1,85",-,Defender,DM   RB
12.0,Alex Mendes,Centre-Back,"Jan 10, 2001 ",23,['Portugal'],Portugal,Azeitão,"1,88",-,Defender,RB
44.0,Saldanha,Centre-Back,"Mar 19, 2001 ",23,['Portugal'],Portugal,Guimarães,"1,76",-,Defender,DM   RB
,Miguel Martins,Centre-Back,"Feb 28, 2001 ",23,['Portugal'],Portugal,,,-,Defender,
72.0,Eduardo Quaresma,Centre-Back,"Mar 2, 2002 ",22,['Portugal'],Portugal,Barreiro,"1,85",€7.00m,Defender,RB
44.0,Tomás Araújo,Centre-Back,"May 16, 2002 ",21,['Portugal'],Portugal,Famalicão,"1,87",€5.00m,Defender,RB
32.0,Rodrigo Rêgo,Centre-Back,"Mar 26, 2002 ",22,['Portugal'],Portugal,Almada,"1,83",€175k,Defender,LB   LM
3.0,Diogo Fonseca,Centre-Back,"Apr 10, 2002 ",21,['Portugal'],Portugal,Viseu,"1,91",€100k,Defender,DM
5.0,João Couto,Centre-Back,"Aug 4, 2002 ",21,['Portugal'],Portugal,,"1,84",-,Defender,
4.0,Tomás Branco,Centre-Back,"Feb 7, 2002 ",22,['Portugal'],Portugal,Coimbra,"1,94",-,Defender,
,Eduardo Marques,Centre-Back,"May 20, 2002 ",21,['Portugal'],Portugal,,,-,Defender,
28.0,Tiago Catarino,Centre-Back,"Apr 17, 2002 ",21,['Portugal'],Portugal,Peniche,"1,87",-,Defender,DM
4.0,Rodrigo Neto,Centre-Back,"Sep 26, 2002 ",21,['Portugal'],Portugal,,,-,Defender,
4.0,Diogo Nascimento,Centre-Back,"Sep 20, 2002 ",21,['Portugal'],Portugal,Guimarães,"1,89",-,Defender,DM
2.0,Eduardo Oliveira,Centre-Back,"Apr 13, 2002 ",21,['Portugal'],Portugal,Odivelas,"1,80",-,Defender,
2.0,João Oliveira,Centre-Back,"Jun 5, 2002 ",21,['Portugal'],Portugal,Lisboa,"1,88",-,Defender,
,Gonçalo Costa,Centre-Back,"Mar 11, 2002 ",22,['Portugal'],Portugal,Espinho,"1,84",-,Defender,
13.0,André Amaro,Centre-Back,"Aug 13, 2002 ",21,['Portugal'],Portugal,Coimbra,"1,88",€6.00m,Defender,DM
28.0,Rafael Fernandes,Centre-Back,"Jun 28, 2002 ",21,['Portugal'],Portugal,Setúbal,"1,91",€1.50m,Defender,
45.0,Rafael Tavares,Centre-Back,"Apr 26, 2002 ",21,"['Portugal', 'Sao Tome and Principe']",Portugal,Almada,"1,93",€125k,Defender,
24.0,Edu,Centre-Back,"May 27, 2002 ",21,['Portugal'],Portugal,Chaves,"1,85",€100k,Defender,DM
2.0,Leonardo César,Centre-Back,"Oct 24, 2002 ",21,['Portugal'],Portugal,Ponta Delgada,,-,Defender,
22.0,Tiago Durães,Centre-Back,"Jun 24, 2002 ",21,['Portugal'],Portugal,Felgueiras,"1,75",-,Defender,
29.0,João Braga,Centre-Back,"Dec 11, 2002 ",21,['Portugal'],Portugal,Vila Verde,"1,80",-,Defender,
,Zé Silva,Centre-Back,"May 26, 2002 ",21,['Portugal'],Portugal,Soeira,,-,Defender,RB
19.0,Marco Costa,Centre-Back,"Oct 15, 2002 ",21,['Portugal'],Portugal,,"1,98",-,Defender,
,Pedro Salazar,Centre-Back,"Mar 29, 2002 ",22,['Portugal'],Portugal,Porto,"1,84",-,Defender,LB
,Fernando Rigor,Centre-Back,"Oct 6, 2002 ",21,['Portugal'],Portugal,Vila do Conde,"1,89",-,Defender,LB   LW
30.0,Eduardo Monteiro,Centre-Back,"Jun 14, 2002 ",21,['Portugal'],Portugal,Lisboa,"1,85",-,Defender,LB
27.0,Gabri Gonçalves,Centre-Back,"Jan 13, 2002 ",22,['Portugal'],Portugal,Sâo Sebastião da Pedreira,"1,84",-,Defender,LB
,Fernando Almeida,Centre-Back,"Jul 15, 2002 ",21,['Portugal'],Portugal,Porto,"1,88",-,Defender,DM   RB
4.0,Gonçalo Zuzarte,Centre-Back,"Aug 13, 2002 ",21,['Portugal'],Portugal,Paços de Ferreira,"1,91",-,Defender,
,António Gonçalves,Centre-Back,"Mar 17, 2002 ",22,['Portugal'],Portugal,Faro,"1,84",-,Defender,
4.0,Gonçalo Cunha,Centre-Back,"May 24, 2002 ",21,['Portugal'],Portugal,Guimarães,"1,89",-,Defender,LB
26.0,Tomás Oliveira,Centre-Back,"Nov 6, 2002 ",21,['Portugal'],Portugal,Trofa,"1,84",-,Defender,
,Filipe Massa,Centre-Back,"Aug 1, 2002 ",21,['Portugal'],Portugal,Ponta Delgada,"1,78",-,Defender,LB
3.0,Zé Botelho,Centre-Back,"May 21, 2002 ",21,['Portugal'],Portugal,Mirandela,"1,92",-,Defender,
3.0,Fernando Loureiro,Centre-Back,"Aug 10, 2002 ",21,['Portugal'],Portugal,,"1,86",-,Defender,
23.0,David Branco,Centre-Back,"Apr 29, 2002 ",21,['Portugal'],Portugal,Coimbra,"1,84",-,Defender,
72.0,Henrique Pires,Centre-Back,"Apr 8, 2002 ",22,['Portugal'],Portugal,Lisboa,"1,91",-,Defender,RB
82.0,Rui Correia,Centre-Back,"Feb 16, 2002 ",22,['Portugal'],Portugal,Guimarães,"1,81",-,Defender,DM
73.0,Zé Pedro,Centre-Back,"Jan 16, 2002 ",22,['Portugal'],Portugal,Guimarães,"1,90",-,Defender,
,Nuno Pereira,Centre-Back,"Oct 7, 2002 ",21,['Portugal'],Portugal,Viseu,"1,83",-,Defender,
,João Costa,Centre-Back,"Jan 18, 2002 ",22,['Portugal'],Portugal,Maia,"1,85",-,Defender,LB
5.0,João Maria,Centre-Back,"Aug 31, 2002 ",21,['Portugal'],Portugal,Angra do Heroísmo,"1,83",-,Defender,DM
66.0,João Soares,Centre-Back,"Sep 23, 2002 ",21,['Portugal'],Portugal,Vila Nova de Gaia,"1,89",-,Defender,
4.0,Francisco Melo,Centre-Back,"Nov 11, 2002 ",21,['Portugal'],Portugal,Lisboa,"1,90",-,Defender,DM
4.0,Pedro Paul,Centre-Back,"Jul 5, 2002 ",21,"['Portugal', 'Romania']",Portugal,Portimão,"1,85",-,Defender,DM
4.0,Tiago Freitas,Centre-Back,"Nov 4, 2002 ",21,['Portugal'],Portugal,Funchal,,-,Defender,
4.0,Rui Pereira,Centre-Back,"Jan 9, 2002 ",22,['Portugal'],Portugal,Ponte de Lima,"1,80",-,Defender,
4.0,João Milagres,Centre-Back,"Sep 25, 2002 ",21,['Portugal'],Portugal,Cantanhede,"1,84",-,Defender,DM
,Gonçalo Cardoso,Centre-Back,"May 15, 2002 ",21,['Portugal'],Portugal,Lisboa,"1,95",-,Defender,
19.0,Tomás Mendes,Centre-Back,"Aug 28, 2002 ",21,['Portugal'],Portugal,Oeiras,"1,93",-,Defender,
94.0,Gabriel Araújo,Centre-Back,"May 5, 2002 ",21,"['Portugal', 'Brazil']",Portugal,Almada,"1,84",-,Defender,RB   DM
6.0,João Rodrigues,Centre-Back,"Mar 6, 2002 ",22,['Portugal'],Portugal,Cascais,"1,85",-,Defender,RB   DM
,Ricardo Soares,Centre-Back,"Jan 6, 2002 ",22,['Portugal'],Portugal,Santa Maria da Feira,,-,Defender,
,Tiago Duarte,Centre-Back,"Mar 22, 2002 ",22,['Portugal'],Portugal,Lagos,,-,Defender,DM
,Ricardo Santos,Centre-Back,"Jun 5, 2002 ",21,['Portugal'],Portugal,,"1,75",-,Defender,CF
,Gonçalo Barros,Centre-Back,"Jan 25, 2002 ",22,['Portugal'],Portugal,Guimarães,"1,70",-,Defender,
,André Gomes,Centre-Back,"May 19, 2002 ",21,['Portugal'],Portugal,Felgueiras,"1,78",-,Defender,
,Diogo Pinto,Centre-Back,"Jan 24, 2002 ",22,['Portugal'],Portugal,Lobão,"1,88",-,Defender,
4.0,Rúben Cardoso,Centre-Back,"Oct 2, 2002 ",21,['Portugal'],Portugal,Santa Maria da Feira,"1,90",-,Defender,
,Pedro Alves,Centre-Back,"Jan 18, 2002 ",22,['Portugal'],Portugal,Oliveira do Bairro,"1,83",-,Defender,LB
3.0,Pedro Pereira,Centre-Back,"Feb 16, 2002 ",22,['Portugal'],Portugal,Barcelos,"1,85",-,Defender,DM
4.0,Gabriel Gomes,Centre-Back,"Feb 1, 2002 ",22,['Portugal'],Portugal,Lisboa,"1,87",-,Defender,LB
4.0,António Silva,Centre-Back,"Oct 30, 2003 ",20,['Portugal'],Portugal,Viseu,"1,87",€45.00m,Defender,
28.0,David Vinhas,Centre-Back,"Mar 28, 2003 ",21,['Portugal'],Portugal,Santo Tirso,"1,91",€125k,Defender,
4.0,Rafael Gomes,Centre-Back,"Aug 14, 2003 ",20,['Portugal'],Portugal,Porto,"1,88",-,Defender,
19.0,Gerson Tavares,Centre-Back,"Nov 28, 2003 ",20,['Portugal'],Portugal,,"1,83",-,Defender,
,Eduardo Machado,Centre-Back,"Apr 17, 2003 ",20,['Portugal'],Portugal,Porto,"1,85",-,Defender,DM
,Gonçalo Ferreira,Centre-Back,"Jun 27, 2003 ",20,['Portugal'],Portugal,,,-,Defender,DM
22.0,Luís Fontes,Centre-Back,"Jun 10, 2003 ",20,['Portugal'],Portugal,,"1,87",-,Defender,
,João Reis,Centre-Back,"Mar 13, 2003 ",21,['Portugal'],Portugal,,"1,86",-,Defender,
87.0,Gonçalo Soares,Centre-Back,"Apr 23, 2003 ",20,['Portugal'],Portugal,,,-,Defender,
15.0,Guga,Centre-Back,"Mar 27, 2003 ",21,['Portugal'],Portugal,Viseu,"1,82",-,Defender,
19.0,Rodrigo Pinto,Centre-Back,"Dec 27, 2003 ",20,['Portugal'],Portugal,Paredes,"1,85",-,Defender,LB
2.0,Daniel Savchuk,Centre-Back,"Mar 10, 2003 ",21,['Portugal'],Portugal,,"1,86",-,Defender,
,David Araújo,Centre-Back,"Feb 6, 2003 ",21,['Portugal'],Portugal,Matosinhos,"1,86",-,Defender,
76.0,Rafael Alcobia,Centre-Back,"Jun 22, 2003 ",20,['Portugal'],Portugal,Santarém,"1,87",€250k,Defender,
63.0,José Müller,Centre-Back,"Feb 22, 2003 ",21,['Portugal'],Portugal,Lisboa,"1,93",€100k,Defender,
23.0,Afonso Caixeiro,Centre-Back,"Jun 9, 2003 ",20,['Portugal'],Portugal,,"1,90",-,Defender,
66.0,Rúben Muralhas,Centre-Back,"Feb 6, 2003 ",21,['Portugal'],Portugal,Chaves,"1,85",-,Defender,DM
2.0,Nuno Oliveira,Centre-Back,"Jul 1, 2003 ",20,['Portugal'],Portugal,,"1,87",-,Defender,
8.0,Diogo Catronga,Centre-Back,"Dec 8, 2003 ",20,['Portugal'],Portugal,,,-,Defender,
6.0,João Costa,Centre-Back,"Oct 23, 2003 ",20,['Portugal'],Portugal,Vila Franca de Xira,"1,86",-,Defender,DM
4.0,Rodrigo Pereira,Centre-Back,"Jan 8, 2003 ",21,['Portugal'],Portugal,Ribeira Brava,,-,Defender,DM
50.0,Tiago Silva,Centre-Back,"Dec 18, 2003 ",20,['Portugal'],Portugal,Pevidém,"1,95",-,Defender,LB
4.0,Rodrigo Rodeia,Centre-Back,"Sep 23, 2003 ",20,['Portugal'],Portugal,Beja,"1,88",-,Defender,LB
19.0,Cláudio Silva,Centre-Back,"Feb 21, 2003 ",21,['Portugal'],Portugal,Póvoa de Lanhoso,"1,79",-,Defender,
3.0,Gonçalo Azevedo,Centre-Back,"Jul 19, 2003 ",20,['Portugal'],Portugal,,"1,90",-,Defender,
4.0,Guilherme Calheiros,Centre-Back,"Feb 6, 2003 ",21,['Portugal'],Portugal,Vila Franca do Rosário,"1,79",-,Defender,
63.0,Yaya Dramé,Centre-Back,"Mar 6, 2003 ",21,"['Portugal', 'Senegal']",Portugal,Lisboa,"1,92",-,Defender,
24.0,João Araújo,Centre-Back,"Apr 18, 2003 ",20,['Portugal'],Portugal,Guimarães,"1,90",-,Defender,
76.0,Diogo Ramos,Centre-Back,"Mar 9, 2003 ",21,['Portugal'],Portugal,Vila Franca de Xira,"1,89",-,Defender,
54.0,Gui Magalhães,Centre-Back,"Sep 20, 2003 ",20,['Portugal'],Portugal,Águeda,"1,90",-,Defender,
,Pedro Gomes,Centre-Back,"Jun 4, 2003 ",20,['Portugal'],Portugal,Seixal,"1,85",-,Defender,DM
,Telmo Silva,Centre-Back,"May 27, 2003 ",20,['Portugal'],Portugal,Maia,"1,78",-,Defender,
3.0,Duarte Henriques,Centre-Back,"Mar 14, 2003 ",21,['Portugal'],Portugal,Lisboa,"1,83",-,Defender,
16.0,Tiago Carvalho,Centre-Back,"Jan 27, 2003 ",21,['Portugal'],Portugal,Porto,"1,85",-,Defender,DM   RB
86.0,Emanuel Fernandes,Centre-Back,"Mar 23, 2003 ",21,['Portugal'],Portugal,Lisboa,"1,90",-,Defender,LB
