Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Main Position,Other Positions
,Roberto Brihuega,Goalkeeper,"Jun 12, 1994 ",30,['Spain'],Spain,Toledo,,"1,91",,
,Javier Vaello,Goalkeeper,"Jan 18, 1994 ",30,['Spain'],Spain,Algeciras,,,,
,Marcos Rodríguez,Goalkeeper,"Sep 26, 1994 ",29,['Spain'],Spain,San Sadurniño,,"1,77",,
,Nabar de Haro,Goalkeeper,"Feb 1, 1994 ",30,['Spain'],Spain,Bilbao,,,,
,Rodri Iglesias,Goalkeeper,"Feb 18, 1994 ",30,['Spain'],Spain,Ames (A Coruña),,,,
1.0,Sergio Fernández,Goalkeeper,"Mar 28, 1994 ",30,['Spain'],Spain,Barcelona,,,,
,Arturo Cordero,Goalkeeper,"Oct 2, 1994 ",29,['Spain'],Spain,Moguer,,,,
,Hugo Eyre,Goalkeeper,"May 7, 1994 ",30,['Spain'],Spain,Montgat,,"1,84",,
,Manu López,Goalkeeper,"May 8, 1994 ",30,['Spain'],Spain,Jerez de la Frontera,,,,
,Dani Caro,Goalkeeper,"Apr 11, 1994 ",30,['Spain'],Spain,Lorca,,"1,80",,
,Daniel de la Victoria,Goalkeeper,"Jan 1, 1994 ",30,['Spain'],Spain,,,,,
,Antonio Molina,Goalkeeper,"Nov 7, 1994 ",29,['Spain'],Spain,La Unión,,,,
1.0,Raúl Bernabeu,Goalkeeper,"Mar 12, 1994 ",30,['Spain'],Spain,Orihuela,,,,
,Marco Montaño,Goalkeeper,"Jul 17, 1994 ",29,['Spain'],Spain,Sanlúcar de Barrameda,,"1,92",,
,Julen Itxaso,Goalkeeper,"Jan 14, 1994 ",30,['Spain'],Spain,Zizur Mayor,,"1,84",,
,José Betancort,Goalkeeper,"May 10, 1994 ",30,['Spain'],Spain,Lanzarote,,"1,89",,
,Jorge Gárate,Goalkeeper,"Dec 13, 1994 ",29,"['Spain', 'Uruguay']",Spain,Las Palmas de Gran Canaria,,,,
,Jony López,Goalkeeper,"Nov 17, 1994 ",29,['Spain'],Spain,Palencia,,,,
1.0,Adrià Aliaga,Goalkeeper,"Oct 12, 1994 ",29,['Spain'],Spain,Molins de Rei,,,,
,Nacho García,Goalkeeper,"Jan 1, 1994 ",30,['Spain'],Spain,Los Alcázares,,,,
,Unai Intxausti,Goalkeeper,"Feb 2, 1994 ",30,['Spain'],Spain,Gernika,,,,
,Juan Olivares,Goalkeeper,"Feb 2, 1994 ",30,['Spain'],Spain,Santa Cruz de Tenerife,,"1,86",,
13.0,Ximo Ballester,Goalkeeper,"Jun 4, 1994 ",30,['Spain'],Spain,Murcia,,,,
,Javi Payá,Goalkeeper,"Nov 5, 1994 ",29,['Spain'],Spain,Alcoy,,,,
,Balbino Millán,Goalkeeper,"Jan 7, 1994 ",30,['Spain'],Spain,Villaescusa da Haro,,"1,90",,
,Edu Oliva,Goalkeeper,"Mar 29, 1994 ",30,['Spain'],Spain,Algeciras,,,,
,Miguel Camino,Goalkeeper,"Feb 15, 1994 ",30,['Spain'],Spain,Siero,,"1,83",,
,Yago Novoa,Goalkeeper,"Oct 24, 1994 ",29,['Spain'],Spain,Vigo,,,,
,Ángel Ovejero,Goalkeeper,"Dec 6, 1994 ",29,['Spain'],Portugal,Paterna,,"1,82",,
,Olmo González,Goalkeeper,"Mar 6, 1994 ",30,['Spain'],Portugal,El Grao de Castellón,,"1,76",,
,Jordan Lorenzo,Goalkeeper,"Jun 27, 1994 ",30,['Spain'],Portugal,Tijarafe,,"1,78",,
,Diego Gutiérrez,Goalkeeper,"Apr 10, 1994 ",30,['Spain'],Portugal,Santander,,"1,76",,
,Jordán Godoy,Goalkeeper,"Feb 18, 1994 ",30,['Spain'],Portugal,Logroño,,,,
,Andoni Errasti,Goalkeeper,"Apr 1, 1994 ",30,['Spain'],Portugal,Eibar,,"1,81",,
,Fran Perales,Goalkeeper,"Jun 3, 1994 ",30,['Spain'],Portugal,Talavera de la Reina,,,,
,Sergi Tienda,Goalkeeper,"Aug 2, 1994 ",29,['Spain'],Portugal,Terrassa,,"1,81",,
,David Gómez,Goalkeeper,"Apr 11, 1994 ",30,['Spain'],Portugal,Cambre,,"1,84",,
,Daniel Ortigosa,Goalkeeper,"Dec 3, 1994 ",29,['Spain'],Portugal,Murcia,,"1,94",,
,Vicent Company,Goalkeeper,"Apr 26, 1994 ",30,['Spain'],Portugal,Potries,,"1,84",,
,Marc Vergara,Goalkeeper,"Feb 21, 1994 ",30,['Spain'],Portugal,Barcelona,,,,
,Marcos de Castro,Goalkeeper,"Dec 30, 1994 ",29,['Spain'],Portugal,Oviedo,,,,
,Víctor Hernández,Goalkeeper,"Jul 2, 1994 ",30,['Spain'],Portugal,Torrelavega,,"1,78",,
1.0,Álex Guanche,Goalkeeper,"Jan 14, 1994 ",30,['Spain'],Portugal,Las Palmas de Gran Canaria,,"1,80",,
1.0,David Aroca,Goalkeeper,"Feb 4, 1994 ",30,['Spain'],Portugal,Vic,,"1,85",,
,Pol Busquets,Goalkeeper,"Mar 23, 1994 ",30,['Spain'],Portugal,Sant Feliu de Guíxols,,"1,82",,
22.0,David Raya,Goalkeeper,"Sep 15, 1995 ",28,['Spain'],Spain,Barcelona,,"1,83",,
36.0,Rubén Blanco,Goalkeeper,"Jul 25, 1995 ",28,['Spain'],Spain,Mos,,"1,88",,
,Ander Cantero,Goalkeeper,"Jan 9, 1995 ",29,['Spain'],Spain,Pamplona,,"1,92",,
1.0,Guillermo Vallejo,Goalkeeper,"Apr 22, 1995 ",29,['Spain'],Spain,Burgos,,"1,82",,
1.0,Carlos Abad,Goalkeeper,"Jun 28, 1995 ",29,['Spain'],Spain,Puerto de la Cruz,,"1,93",,
,Javier Rabanillo,Goalkeeper,"Oct 21, 1995 ",28,['Spain'],Spain,Gijón,,"1,86",,
1.0,Koke Vegas,Goalkeeper,"Sep 27, 1995 ",28,['Spain'],Spain,Antequera,,"1,88",,
1.0,Alberto Lejárraga,Goalkeeper,"Apr 15, 1995 ",29,['Spain'],Spain,Madrid,,"1,91",,
,Jero Lario,Goalkeeper,"Feb 7, 1995 ",29,['Spain'],Spain,Lorca,,"1,83",,
,Pol Ballesté,Goalkeeper,"Aug 22, 1995 ",28,['Spain'],Spain,Barcelona,,"1,80",,
1.0,Vicent Dolz,Goalkeeper,"Dec 9, 1995 ",28,['Spain'],Spain,Alzira,,"1,84",,
,Joritz Landeta,Goalkeeper,"Oct 10, 1995 ",28,['Spain'],Spain,Mungía,,"1,93",,
18.0,Álex Craninx,Goalkeeper,"Oct 21, 1995 ",28,"['Belgium', 'Spain']",Spain,Málaga,,"1,97",,
1.0,Álex Remiro,Goalkeeper,"Mar 24, 1995 ",29,['Spain'],Spain,Cascante,,"1,91",,
,Aarón Escandell,Goalkeeper,"Sep 27, 1995 ",28,['Spain'],Spain,Carcaixent,,"1,84",,
1.0,José Aurelio Suárez,Goalkeeper,"Dec 18, 1995 ",28,['Spain'],Spain,Gijón,,"1,87",,
1.0,Ronald Koeman Jr.,Goalkeeper,"May 23, 1995 ",29,['Netherlands'],Spain,Barcelona,,"1,88",,
1.0,Pedro López,Goalkeeper,"Jan 21, 1995 ",29,['Spain'],Spain,Mérida,,"1,89",,
,Diego García,Goalkeeper,"Mar 15, 1995 ",29,['Spain'],Spain,Ourense,,"1,76",,
13.0,Fermín Sobrón,Goalkeeper,"Nov 15, 1995 ",28,['Spain'],Spain,Baños de Río Tobía,,"1,77",,
1.0,Iván Moreno,Goalkeeper,"Oct 14, 1995 ",28,['Spain'],Spain,Málaga,,"1,84",,
,Jon Ander Felipe,Goalkeeper,"May 22, 1995 ",29,['Spain'],Spain,Getxo,,"1,81",,
1.0,Walid Birrou,Goalkeeper,"Sep 6, 1995 ",28,['Spain'],Spain,Vilanova i la Geltrú,,"1,89",,
,Diego Carrio,Goalkeeper,"May 10, 1995 ",29,['Spain'],Spain,Vitoria-Gasteiz,,"1,81",,
22.0,Miguel Ángel Martínez,Goalkeeper,"Feb 16, 1995 ",29,['Spain'],Spain,Madrid,,"1,85",,
,Guillermo Fernández,Goalkeeper,"Jul 7, 1995 ",29,['Spain'],Spain,Avilés,,,,
1.0,Erik Terente,Goalkeeper,"Mar 18, 1995 ",29,['Spain'],Spain,La Felguera,,,,
,Héctor Riolobos,Goalkeeper,"May 30, 1995 ",29,['Spain'],Spain,Valdastilla,,,,
,Aitor González,Goalkeeper,"Jan 18, 1995 ",29,['Spain'],Spain,Madrid,,,,
,Rafael Camacho,Goalkeeper,"Dec 18, 1995 ",28,['Spain'],Spain,Monturque,,,,
,Rafael Ceballos,Goalkeeper,"Jun 20, 1995 ",29,['Spain'],Spain,Écija,,"1,86",,
,Gabriel López,Goalkeeper,"Aug 12, 1995 ",28,['Spain'],Spain,Porcuna,,,,
,José Ignacio Gracia,Goalkeeper,"Mar 1, 1995 ",29,['Spain'],Spain,Paracuellos de Jiroca,,,,
,Mario Hidalgo,Goalkeeper,"Feb 5, 1995 ",29,['Spain'],Spain,Córdoba,,"1,85",,
,Alberto Martínez,Goalkeeper,"Oct 22, 1995 ",28,['Spain'],Spain,Valladolid,,"1,92",,
,Abel Yébenes,Goalkeeper,"Apr 30, 1995 ",29,['Spain'],Spain,Tarragona,,,,
,Juanpe Sánchez,Goalkeeper,"Aug 26, 1995 ",28,['Spain'],Spain,Murcia,,"1,92",,
,Víctor Rodríguez,Goalkeeper,"Jan 15, 1995 ",29,['Spain'],Spain,Bembibre,,"1,93",,
13.0,David Ramírez,Goalkeeper,"Sep 7, 1995 ",28,['Spain'],Spain,Las Palmas de Gran Canaria,,"1,82",,
,Juan Berlana,Goalkeeper,"Jun 24, 1995 ",29,['Spain'],Spain,Ávila,,"1,84",,
,Rubén Fluxa Cano,Goalkeeper,"Jan 4, 1995 ",29,['Spain'],Spain,Algeciras,,"1,82",,
,Ginés Guzmán,Goalkeeper,"Mar 1, 1995 ",29,['Spain'],Spain,Alcantarilla,,"1,83",,
,Nacho Mellado,Goalkeeper,"Oct 30, 1995 ",28,['Spain'],Spain,Cáceres,,"1,80",,
,Pablo Sanz,Goalkeeper,"May 21, 1995 ",29,['Spain'],Spain,Barbastro,,"1,86",,
,Adri Real,Goalkeeper,"Dec 1, 1995 ",28,['Spain'],Spain,Elche,,"1,83",,
,Alberto Pérez,Goalkeeper,"Jul 3, 1995 ",29,['Spain'],Spain,Badajoz,,"1,89",,
,Isi Jareño,Goalkeeper,"Apr 27, 1995 ",29,['Spain'],Spain,Badajoz,,"1,81",,
,Mohamed Chaoui,Goalkeeper,"Jan 10, 1995 ",29,['Spain'],Spain,L'Escala,,,,
,Sergio Cámara,Goalkeeper,"Jan 11, 1995 ",29,['Spain'],Spain,Madrid,,"1,90",,
,Richard Rico,Goalkeeper,"May 5, 1995 ",29,['Spain'],Spain,La Línea de la Concepción,,,,
,Chopo,Goalkeeper,"Nov 14, 1995 ",28,['Spain'],Spain,Ponferrada,,"1,94",,
13.0,Joaquín González,Goalkeeper,"Jan 22, 1995 ",29,['Spain'],Spain,Vllanueva de la Serena,,,,
,Álex Taboada,Goalkeeper,"Apr 4, 1995 ",29,['Spain'],Spain,Carballiño,,"1,90",,
,Samu Urbano,Goalkeeper,"Feb 1, 1995 ",29,['Spain'],Spain,Linares,,"1,75",,
,Alex Miguel,Goalkeeper,N/A ,29,[],Spain,Palma de Mallorca,,,,
,José Carlos Segura,Goalkeeper,"May 9, 1995 ",29,['Spain'],Spain,Jumilla,,,,
1.0,Chino,Goalkeeper,"Jan 3, 1995 ",29,['Spain'],Spain,Madrid,,"1,83",,
,Jesús Villar,Goalkeeper,"Aug 3, 1995 ",28,['Spain'],Spain,Pontedeume,,,,
,Juanpa,Goalkeeper,"Nov 27, 1995 ",28,['Spain'],Spain,Granada,,"1,98",,
,Omar Gutiérrez,Goalkeeper,"Jan 6, 1995 ",29,"['Spain', 'Morocco']",Spain,Valencia de Don Juan,,"1,84",,
,Fernando Sánchez,Goalkeeper,"Mar 29, 1995 ",29,['Spain'],Spain,Carmona,,"1,85",,
,Marcos Morales,Goalkeeper,"Apr 18, 1995 ",29,['Spain'],Spain,Madrid,,"1,82",,
1.0,Héctor Pizana,Goalkeeper,"Feb 7, 1995 ",29,['Spain'],Spain,Los Montesinos,,"1,84",,
1.0,Martín Artetxe,Goalkeeper,"Apr 18, 1995 ",29,['Spain'],Spain,Donostia,,,,
,Néstor Franco,Goalkeeper,"Dec 2, 1995 ",28,['Spain'],Spain,Elx,,"1,84",,
,José García Nieto,Goalkeeper,"Aug 12, 1995 ",28,['Spain'],Spain,Algeciras,,,,
,Víctor Gómez,Goalkeeper,"Dec 2, 1995 ",28,['Spain'],Spain,Toledo,,,,
1.0,Jesús Godino,Goalkeeper,"Jul 21, 1995 ",28,['Spain'],Spain,Guadiaro,,"1,92",,
,Tomás González,Goalkeeper,"Dec 9, 1995 ",28,['Spain'],Spain,Zamora,,,,
,Julián Plaza,Goalkeeper,"Jan 24, 1995 ",29,['Spain'],Spain,Torres de la Alameda,,,,
1.0,David Puras,Goalkeeper,"Aug 18, 1995 ",28,['Spain'],Spain,Solares,,"1,78",,
,Andrés Jiménez,Goalkeeper,N/A ,29,[],Spain,Granada,,,,
,Christian Arco,Goalkeeper,"Jan 17, 1995 ",29,['Spain'],Spain,Granada,,"1,83",,
,Sergio Kirienko Panea,Goalkeeper,"Aug 25, 1995 ",28,"['Spain', 'Netherlands']",Spain,Alicante,,"1,88",,
,Álvaro Del Val,Goalkeeper,"Aug 4, 1995 ",28,['Spain'],Spain,Burgos,,"1,85",,
22.0,Álex Quesada,Goalkeeper,"Aug 17, 1995 ",28,['Spain'],Portugal,,,"1,94",,
,Ignacio Otaño,Goalkeeper,"Jul 19, 1995 ",28,['Spain'],Portugal,Azpeitia,,"1,84",,
,Álvaro Peral,Goalkeeper,"Jul 13, 1995 ",28,['Spain'],Portugal,Albacete,,"1,91",,
,David Ferreras,Goalkeeper,"Jun 5, 1995 ",29,['Spain'],Portugal,Madrid,,"1,91",,
,Artimio Tamarit,Goalkeeper,"May 29, 1995 ",29,['Spain'],Portugal,Écija,,"1,80",,
,Ruben Parker,Goalkeeper,"May 29, 1995 ",29,"['New Zealand', 'Canada']",Portugal,Vigo,,"1,83",,
,Gorka Giralt,Goalkeeper,"Sep 18, 1995 ",28,['Spain'],Portugal,San Sebastián,,"1,90",,
,Sergio Moya,Goalkeeper,"Aug 30, 1995 ",28,['Spain'],Portugal,Elda,,"1,96",,
,Chechu Grana,Goalkeeper,"Feb 23, 1995 ",29,['Spain'],Portugal,Gijón,,"1,90",,
,Manu Martín,Goalkeeper,"Apr 4, 1995 ",29,['Spain'],Portugal,Sabadell,,"1,79",,
,Sergio Rodríguez,Goalkeeper,"Jul 25, 1995 ",28,['Spain'],Portugal,Monforte de Lemos,,"1,80",,
,Álvaro Pérez,Goalkeeper,"Jan 2, 1995 ",29,['Spain'],Portugal,Madrid,,,,
,Ricardo Osés,Goalkeeper,"May 5, 1995 ",29,['Spain'],Portugal,Arnedo,,,,
1.0,Álex Cobo,Goalkeeper,"Jul 6, 1995 ",29,['Spain'],Portugal,Sant Boi de Llobregat,,"1,87",,
,José Antonio Delgado,Goalkeeper,"May 17, 1995 ",29,['Spain'],Portugal,Tarifa,,,,
,Quique Cebriá,Goalkeeper,"Apr 1, 1995 ",29,['Spain'],Portugal,Museros,,"1,83",,
,Víctor Villanueva,Goalkeeper,"Mar 6, 1995 ",29,['Spain'],Portugal,Tudela,,,,
,Ginés Guzmán,Goalkeeper,"May 8, 1995 ",29,['Spain'],Portugal,Murcia,,,,
,Ander Bardají,Goalkeeper,"May 3, 1995 ",29,['Spain'],Portugal,Lasarte,,"1,94",,
,Luis Sempere,Goalkeeper,"Feb 14, 1995 ",29,['Spain'],Portugal,Elche,,"1,79",,
1.0,Antonio Sivera,Goalkeeper,"Aug 11, 1996 ",27,['Spain'],Spain,Xàbia,,"1,85",,
1.0,Miquel Parera,Goalkeeper,"May 18, 1996 ",28,['Spain'],Spain,Manacor,,"1,82",,
13.0,Juan Pérez,Goalkeeper,"Jul 15, 1996 ",27,['Spain'],Spain,Almudévar,,"1,91",,
13.0,Jaume Valens,Goalkeeper,"Feb 29, 1996 ",28,['Spain'],Spain,Palma de Mallorca,,"1,87",,
,Luismi Ibáñez,Goalkeeper,"Aug 11, 1996 ",27,['Spain'],Spain,Ponferrada,,"1,87",,
96.0,Marc Vito,Goalkeeper,"Mar 10, 1996 ",28,['Spain'],Spain,Terrassa,,"1,87",,
,Iván Martínez,Goalkeeper,"Aug 13, 1996 ",27,['Spain'],Spain,Murcia,,"1,86",,
,Hodei Oleaga,Goalkeeper,"Dec 29, 1996 ",27,['Spain'],Spain,Laudio,,"1,98",,
1.0,Aitor Embela,Goalkeeper,"Apr 17, 1996 ",28,"['Equatorial Guinea', 'Spain']",Spain,Figueres,,"1,83",,
,Sergio Tienza,Goalkeeper,"Jul 10, 1996 ",28,['Spain'],Spain,Talavera la Real,,"1,83",,
1.0,Ángel Fraga,Goalkeeper,"May 13, 1996 ",28,['Spain'],Spain,Villalba,,"1,86",,
1.0,Manu Diego,Goalkeeper,"Dec 5, 1996 ",27,['Spain'],Spain,Almería,,,,
,Sergio Noguera,Goalkeeper,"Nov 30, 1996 ",27,['Spain'],Spain,Murcia,,,,
13.0,Jokin Ezkieta,Goalkeeper,"Aug 17, 1996 ",27,['Spain'],Spain,Villava,,"1,93",,
,Joan Femenías,Goalkeeper,"Aug 19, 1996 ",27,['Spain'],Spain,Manacor,,"1,89",,
,Andoni Zubiaurre,Goalkeeper,"Dec 4, 1996 ",27,['Spain'],Spain,Ordizia,,"1,89",,
1.0,Iván Buigues,Goalkeeper,"Aug 10, 1996 ",27,['Spain'],Spain,Mutxamel,,"1,87",,
,Álex Lázaro,Goalkeeper,"Feb 10, 1996 ",28,['Spain'],Spain,Chipiona (Cádiz),,"1,87",,
13.0,Carlos Mena,Goalkeeper,"Nov 7, 1996 ",27,['Spain'],Spain,Ciudad Real,,"1,88",,
,David Pinto,Goalkeeper,"Jul 14, 1996 ",27,"['Portugal', 'Spain']",Spain,Pamplona,,"1,95",,
,Marcos Lavín,Goalkeeper,"Sep 2, 1996 ",27,['Spain'],Spain,Madrid,,"1,90",,
25.0,Samuel Zapico,Goalkeeper,"Aug 31, 1996 ",27,['Spain'],Spain,Sabadell,,"1,98",,
,Boison Wynney,Goalkeeper,"Dec 27, 1996 ",27,"['Liberia', 'Spain']",Spain,Palma de Mallorca,,"1,90",,
13.0,Iván Villanueva,Goalkeeper,"Feb 28, 1996 ",28,['Spain'],Spain,San Roque,,"1,85",,
,Momo,Goalkeeper,"Dec 6, 1996 ",27,['Spain'],Spain,Antequera,,"1,83",,
,Iker Fuentes,Goalkeeper,"May 1, 1996 ",28,['Spain'],Spain,Leioa,,,,
,Gonzalo Barón,Goalkeeper,"Jan 27, 1996 ",28,['Spain'],Spain,San Fernando,,,,
,Andrés Gutiérrez,Goalkeeper,"Jun 18, 1996 ",28,['Spain'],Spain,Sevilla,,"1,80",,
,Pablo Barroso,Goalkeeper,"Jan 1, 1996 ",28,['Spain'],Spain,El Puerto de Santa María,,,,
,Ximo Miralles,Goalkeeper,"Apr 14, 1996 ",28,['Spain'],Spain,Vinarós,,"1,80",,
,Cristian Baroa,Goalkeeper,"Dec 14, 1996 ",27,['Spain'],Spain,Yuncos,,,,
,Óscar Bastida,Goalkeeper,"Jul 26, 1996 ",27,['Spain'],Spain,Lliçà D'Avall,,,,
13.0,Ángel Luengo,Goalkeeper,"Nov 5, 1996 ",27,['Spain'],Spain,Villanueva de la Serena,,,,
,Juanfran Rico,Goalkeeper,"Nov 28, 1996 ",27,['Spain'],Spain,Málaga,,"1,86",,
,Kilian Cañabate,Goalkeeper,"May 15, 1996 ",28,['Spain'],Spain,Sant Pere de Ribes,,,,
,Iago de Santiago,Goalkeeper,"Jul 9, 1996 ",28,['Spain'],Spain,Ferrol,,"1,89",,
,Juan Carcano,Goalkeeper,"Oct 17, 1996 ",27,['Spain'],Spain,La Linea de La Concepcion,,,,
,Isaac Sutil,Goalkeeper,"Feb 4, 1996 ",28,['Spain'],Spain,,,"1,85",,
,Andrés Noguera,Goalkeeper,"Jan 1, 1996","Jan 1, 1996",['Spain'],Spain,Murcia,,"1,85",,
,Cristóbal Nicolás,Goalkeeper,"Nov 28, 1996 ",27,['Spain'],Spain,Murcia,,"1,83",,
,Adrián Martínez,Goalkeeper,"Jan 1, 1996 ",28,['Spain'],Spain,Murcia,,"1,80",,
,Sergio Noguera,Goalkeeper,"Nov 30, 1996 ",27,['Spain'],Spain,Murcia,,,,
,Álex Vila,Goalkeeper,"Apr 26, 1996 ",28,['Spain'],Spain,Vigo,,"1,94",,
,Álvaro Unanua,Goalkeeper,"Jan 8, 1996 ",28,['Spain'],Spain,Pamplona,,"1,81",,
,Javi Bravo,Goalkeeper,"May 4, 1996 ",28,['Spain'],Spain,Málaga,,"1,80",,
,Patas,Goalkeeper,"Sep 13, 1996 ",27,['Spain'],Spain,Mula,,"1,79",,
,Alberto González,Goalkeeper,"Jul 23, 1996 ",27,['Spain'],Spain,Córdoba,,,,
,José Manuel Pérez,Goalkeeper,"Apr 6, 1996 ",28,['Spain'],Spain,Antequera,,,,
,Anxo Pérez,Goalkeeper,"Mar 8, 1996 ",28,['Spain'],Spain,Negreira,,"1,84",,
,Eduardo Lledó,Goalkeeper,"Mar 10, 1996 ",28,['Spain'],Spain,Xixona,,,,
,Pedro Moreno,Goalkeeper,"Mar 20, 1996 ",28,['Spain'],Spain,Córdoba,,"1,85",,
,Neftalí Rocha,Goalkeeper,"Oct 12, 1996 ",27,['Spain'],Spain,Garafía (Las Palmas),,,,
,Pepelu,Goalkeeper,"May 18, 1996 ",28,['Spain'],Spain,Baeza (Jaén),,"1,85",,
,David García,Goalkeeper,"Mar 1, 1996 ",28,['Spain'],Spain,El Palmar,,,,
,Alberto Contreras,Goalkeeper,"Jun 3, 1996 ",28,['Spain'],Spain,Aranda de Duero,,,,
,Javi Martínez,Goalkeeper,"Sep 25, 1996 ",27,['Spain'],Spain,L'Hospitalet de Llobregat,,,,
,Mikel Clemente,Goalkeeper,"May 7, 1996 ",28,['Spain'],Spain,Sestao,,,,
13.0,Ferrán Ferri,Goalkeeper,"Jul 1, 1996 ",28,['Spain'],Spain,Alberic,,"1,89",,
13.0,Dani Hernández,Goalkeeper,"Mar 26, 1996 ",28,['Spain'],Spain,Palencia,,,,
,Javi Lecertúa,Goalkeeper,"Sep 17, 1996 ",27,['Spain'],Spain,Paterna,,"1,86",,
1.0,Antonio Izquierdo,Goalkeeper,"Mar 11, 1996 ",28,['Spain'],Spain,Málaga,,,,
,Unai Etxebarria,Goalkeeper,"Aug 30, 1996 ",27,['Spain'],Spain,Getxo,,"1,88",,
,Jordi Perelló,Goalkeeper,"May 14, 1996 ",28,['Spain'],Spain,Llubí,,,,
13.0,Guillermo García,Goalkeeper,"Oct 11, 1996 ",27,['Spain'],Spain,Palencia,,"1,82",,
,Marc Priego,Goalkeeper,"Jul 5, 1996 ",28,['Spain'],Spain,Sant Andreu,,"1,86",,
,Javi Benítez,Goalkeeper,"Dec 16, 1996 ",27,['Spain'],Spain,Gijón,,"1,85",,
,Óscar Gil,Goalkeeper,"Apr 8, 1996 ",28,['Spain'],Spain,Peralta,,,,
,Álvaro Casitas,Goalkeeper,"Feb 21, 1996 ",28,['Spain'],Spain,Talavera de la Reina,,"1,77",,
,Rodrigo Orgaz,Goalkeeper,"Sep 2, 1996 ",27,['Spain'],Spain,Toledo,,,,
,Borja Iturraspe,Goalkeeper,"Sep 16, 1996 ",27,['Spain'],Spain,Amorebieta-Etxano,,,,
,Manu Cedrón,Goalkeeper,"Jan 18, 1996 ",28,['Spain'],Spain,Lugo,,"1,87",,
,David Salas,Goalkeeper,"Feb 15, 1996 ",28,['Spain'],Spain,Barbastro,,,,
,Mikel Carbajo,Goalkeeper,"Dec 25, 1996 ",27,['Spain'],Spain,Laudio,,,,
,Antonio Valera,Goalkeeper,"Aug 17, 1996 ",27,['Spain'],Spain,Bujalance,,"1,91",,
,Markel Areitio,Goalkeeper,"Sep 7, 1996 ",27,['Spain'],Spain,Iurreta,,"1,80",,
,David Tejero,Goalkeeper,"Mar 5, 1996 ",28,['Spain'],Portugal,Getafe,,"1,88",,
,Álvaro Milla,Goalkeeper,"Jun 22, 1996 ",28,['Spain'],Portugal,Cordoba,,,,
,Tanis Marcellán,Goalkeeper,"Apr 2, 1996 ",28,['Spain'],Portugal,San Sebastián,,"1,82",,
13.0,Santi Canedo,Goalkeeper,"Feb 23, 1996 ",28,['Spain'],Portugal,Carballo,,"1,85",,
,David Oliveros,Goalkeeper,"Jun 29, 1996 ",28,['Spain'],Portugal,Igualada,,"1,81",,
1.0,Carlos Morales,Goalkeeper,"Jul 28, 1996 ",27,['Spain'],Portugal,Villarrubia de los Ojos,,"1,83",,
,Guille Lara,Goalkeeper,"Jun 13, 1996 ",28,['Spain'],Portugal,San Roque,,"1,82",,
1.0,Unai Simón,Goalkeeper,"Jun 11, 1997 ",27,['Spain'],Spain,Vitoria-Gasteiz,,"1,90",,
13.0,Álvaro Valles,Goalkeeper,"Jul 25, 1997 ",26,['Spain'],Spain,La Rinconada,,"1,91",,
13.0,Dani Cárdenas,Goalkeeper,"Mar 28, 1997 ",27,['Spain'],Spain,Terrassa,,"1,86",,
13.0,Iván Villar,Goalkeeper,"Jul 9, 1997 ",27,['Spain'],Spain,Aldán,,"1,86",,
,Jesús Ruiz,Goalkeeper,"Jan 20, 1997 ",27,['Spain'],Spain,Esplugues de Llobregat,,"1,82",,
13.0,Carlos Marín,Goalkeeper,"Feb 20, 1997 ",27,['Spain'],Spain,Almería,,"1,87",,
,Taliby Konate,Goalkeeper,"Dec 17, 1997 ",26,"['Spain', 'Guinea']",Spain,Almería,,"1,90",,
,Samu Casado,Goalkeeper,"Jan 16, 1997 ",27,['Spain'],Spain,Guadix,,"1,87",,
,Pablo Cacharrón,Goalkeeper,"Jun 12, 1997 ",27,['Spain'],Spain,Lugo,,"1,86",,
,Gaizka Campos,Goalkeeper,"May 16, 1997 ",27,['Spain'],Spain,Barakaldo,,"1,90",,
1.0,Samuel Pérez,Goalkeeper,"Apr 26, 1997 ",27,['Spain'],Spain,Tegueste,,"1,88",,
13.0,Álvaro García,Goalkeeper,"Oct 10, 1997 ",26,['Spain'],Spain,Madrid,,,,
13.0,Aritz Gil,Goalkeeper,"Nov 7, 1997 ",26,['Spain'],Spain,Vitoria,,,,
1.0,Robert Sánchez,Goalkeeper,"Nov 18, 1997 ",26,"['Spain', 'England']",Spain,Cartagena,,"1,97",,
32.0,Vanja Milinković-Savić,Goalkeeper,"Feb 20, 1997 ",27,"['Serbia', 'Spain']",Spain,Ourense,,"2,02",,
,Juan Soriano,Goalkeeper,"Aug 23, 1997 ",26,['Spain'],Spain,Benacazón,,"1,85",,
1.0,Miguel San Román,Goalkeeper,"Jul 14, 1997 ",26,['Spain'],Spain,Benidorm,,"1,87",,
,Nacho Miras,Goalkeeper,"Jul 19, 1997 ",26,['Spain'],Spain,Úbeda,,"1,87",,
1.0,Iñaki Álvarez,Goalkeeper,"Jun 18, 1997 ",27,['Spain'],Spain,Pamplona,,"1,81",,
,Diego Fuoli,Goalkeeper,"Oct 20, 1997 ",26,['Spain'],Spain,Zaragoza,,"1,88",,
1.0,Arnau Riera,Goalkeeper,"Dec 27, 1997 ",26,['Spain'],Spain,Montcada i Reixac,,"1,90",,
1.0,Jagoba Zárraga,Goalkeeper,"Nov 4, 1997 ",26,['Spain'],Spain,Bilbao,,"1,88",,
