Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
14.0,Facundo Giacopuzzi,Centre-Back,"Apr 26, 2001 ",22,Argentina,Argentina,Tigre,"1,85",€100k,,Argentina,,,
24.0,Jeremías James,Centre-Back,"Jan 29, 2001 ",23,"Argentina, Wales",Argentina,Trelew,"1,91",€75k,,Argentina, Wales,,
,Rodrigo Morínigo,Centre-Back,"Mar 4, 2001 ",23,Argentina,Argentina,Salta,,€50k,,Argentina,,,
,Alejo Rodríguez,Centre-Back,"Jan 9, 2001 ",23,Argentina,Argentina,General Rodriguez,"1,90",€25k,,Argentina,,,
,Leonardo Felissia,Centre-Back,"Jul 27, 2001 ",22,Argentina,Argentina,,"1,90",€25k,,Argentina,,,
,Agustín Arcando,Centre-Back,"Jul 13, 2001 ",22,Argentina,Argentina,Las Isletillas,"1,84",€25k,,Argentina,,,
23.0,Patricio Pernicone,Centre-Back,"Jul 4, 2001 ",22,Argentina,Argentina,San Antonio de Padua,"1,83",€25k,,Argentina,,,
,Imanol Segovia,Centre-Back,"Feb 6, 2001 ",23,Argentina,Argentina,Posadas,"1,91",€25k,,Argentina,,,
,Pablo Casarico,Centre-Back,"Apr 25, 2001 ",22,"Argentina, Italy",Argentina,Lomas de Zamora,"1,83",€10k,CM,Argentina, Italy,CM,
,Tomas Di Leo,Centre-Back,"Apr 14, 2001 ",22,Argentina,Argentina,Buenos Aires,"1,80",-,RB,Argentina,,RB,
,Franco Troyes,Centre-Back,"May 3, 2001 ",22,"Argentina, Italy",Argentina,,"1,88",-,DM   CM,Argentina, Italy,DM,CM
34.0,Juan Pablo Serrizuela,Centre-Back,"May 10, 2001 ",22,Argentina,Argentina,Quilmes,"1,82",-,,Argentina,,,
25.0,Carlos Rodríguez,Centre-Back,"May 21, 2001 ",22,Argentina,Argentina,Trelew,"1,86",-,,Argentina,,,
,Felipe Coronel,Centre-Back,"Sep 3, 2001 ",22,Argentina,Argentina,Rosario,"1,79",€75k,RB,Argentina,,RB,
,Balthazar Bernardi,Centre-Back,"Aug 10, 2001 ",22,"Argentina, Spain",Argentina,Buenos Aires,"1,87",€75k,,Argentina, Spain,,
,Mauro Villar,Centre-Back,"Jan 11, 2001 ",23,"Argentina, Italy",Argentina,Lomas de Zamora,"1,92",€25k,,Argentina, Italy,,
31.0,Fernando Da Rosa,Centre-Back,"Apr 2, 2001 ",22,Argentina,Argentina,Gonnet,"1,81",€25k,DM,Argentina,,DM,
,Franco Lorenzon,Centre-Back,"Mar 19, 2001 ",23,Argentina,Argentina,Buenos Aires,"1,90",€25k,,Argentina,,,
13.0,Santiago Morales,Centre-Back,"Aug 27, 2001 ",22,Argentina,Argentina,Salta,"1,89",€25k,,Argentina,,,
,Ezequiel Neira,Centre-Back,"Mar 2, 2001 ",23,Argentina,Argentina,Laborde,"1,88",€25k,,Argentina,,,
,Yago De Vito,Centre-Back,"May 7, 2001 ",22,Argentina,Argentina,Ramos Mejia,"1,83",€25k,,Argentina,,,
,Ivan Cardozo,Centre-Back,"Apr 22, 2001 ",22,Argentina,Argentina,Garin,"1,88",€10k,,Argentina,,,
,Federico Peralta,Centre-Back,"Dec 3, 2001 ",22,Argentina,Argentina,Monte Grande,"1,85",-,,Argentina,,,
,Enzo Torres,Centre-Back,"Sep 20, 2001 ",22,Argentina,Argentina,San Juan,"1,78",-,DM,Argentina,,DM,
,Federico Moreno,Centre-Back,"Feb 23, 2001 ",23,Argentina,Argentina,Cordoba,"1,90",-,DM,Argentina,,DM,
,Ulises Yegros,Centre-Back,"Apr 21, 2001 ",22,Argentina,Argentina,Moron,"1,83",-,,Argentina,,,
5.0,Ismael Gassman,Centre-Back,"May 14, 2001 ",22,Argentina,Argentina,Santa Fe,,-,,Argentina,,,
,Agustín Solveyra,Centre-Back,"Jan 4, 2001 ",23,"Argentina, Italy",Argentina,Buena Italia,"1,86",-,DM,Argentina, Italy,DM,
,Lucas Soraire,Centre-Back,"Feb 15, 2001 ",23,Argentina,Argentina,,"1,82",-,,Argentina,,,
,Valentín Rodríguez,Centre-Back,"Mar 5, 2001 ",23,Argentina,Argentina,,"1,84",-,,Argentina,,,
,Román Suárez,Centre-Back,"Feb 21, 2001 ",23,Argentina,Argentina,,"1,80",-,,Argentina,,,
,Elías Fugas,Centre-Back,"Jan 8, 2001 ",23,Argentina,Argentina,,"1,90",-,,Argentina,,,
,Matías Ayala,Centre-Back,"Dec 21, 2001 ",22,Argentina,Argentina,Buenos Aires,"1,88",-,,Argentina,,,
,Mauro Gomez,Centre-Back,"Jul 25, 2001 ",22,"Argentina, Spain",Argentina,,,-,SW,Argentina, Spain,SW,
,Octavio Moscarelli,Centre-Back,"Jan 8, 2001 ",23,Argentina,Argentina,Resistencia,"1,84",-,,Argentina,,,
,Bruno Abaca,Centre-Back,"May 4, 2001 ",22,Argentina,Argentina,,"1,82",-,,Argentina,,,
,Jano Martínez,Centre-Back,"Feb 13, 2001 ",23,"Argentina, Italy",Argentina,,"1,87",-,,Argentina, Italy,,
,Rober Colucci,Centre-Back,"Feb 9, 2001 ",23,"Argentina, Italy",Argentina,Mendoza,"1,83",-,RB,Argentina, Italy,RB,
,Joaquín Barro,Centre-Back,"Mar 9, 2001 ",23,"Argentina, Bolivia",Argentina,San Salvador,"1,91",-,,Argentina, Bolivia,,
3.0,Marco Di Cesare,Centre-Back,"Jan 30, 2002 ",22,"Argentina, Italy",Argentina,Mendoza,"1,86",€3.50m,DM,Argentina, Italy,DM,
5.0,Bruno Amione,Centre-Back,"Jan 3, 2002 ",22,"Argentina, Italy",Argentina,Calchaqui,"1,86",€2.70m,LB   RB,Argentina, Italy,LB,RB
23.0,Francisco Petrasso,Centre-Back,"Feb 28, 2002 ",22,Argentina,Argentina,Beccar,"1,91",€700k,,Argentina,,,
5.0,Bruno Valdez,Centre-Back,"Jan 4, 2002 ",22,Argentina,Argentina,San Rafael,"1,79",€350k,RB   DM,Argentina,,RB,DM
,Diego Mastrángelo,Centre-Back,"Nov 7, 2002 ",21,"Argentina, United States",Argentina,Mar del Plata,"1,76",€100k,,Argentina, United States,,
6.0,Nicolas D'Agata,Centre-Back,"Feb 25, 2002 ",22,"Argentina, Italy",Argentina,Cordoba,"1,89",€50k,LB,Argentina, Italy,LB,
27.0,Agustín Quiroga,Centre-Back,"Apr 6, 2002 ",21,Argentina,Argentina,Adolfo Gonzales Chaves,"1,79",€25k,,Argentina,,,
2.0,Joaquín Moisello,Centre-Back,"Feb 9, 2002 ",22,Argentina,Argentina,Arrecifes,,€25k,,Argentina,,,
,Franco Martínez,Centre-Back,"Oct 5, 2002 ",21,Argentina,Argentina,,"1,83",€25k,,Argentina,,,
,Agustín Massaccesi,Centre-Back,"Sep 17, 2002 ",21,Argentina,Argentina,Cordoba,"1,90",€10k,DM,Argentina,,DM,
,Tomás Rojas,Centre-Back,"May 21, 2002 ",21,Argentina,Argentina,Ramos Mejia,"1,80",€10k,,Argentina,,,
,Santiago Pérez,Centre-Back,"Aug 25, 2002 ",21,Argentina,Argentina,Rafael Castillo,"1,85",€10k,,Argentina,,,
,Iván Peralta,Centre-Back,"Apr 25, 2002 ",21,Argentina,Argentina,Ramos Mejia,"1,84",-,,Argentina,,,
24.0,Marco Pellegrino,Centre-Back,"Jul 18, 2002 ",21,"Argentina, Italy",Argentina,Buenos Aires,"1,84",€3.50m,DM,Argentina, Italy,DM,
2.0,Francisco Flores,Centre-Back,"Jan 11, 2002 ",22,Argentina,Argentina,Munro,"1,81",€800k,RB,Argentina,,RB,
17.0,Kevin Lomónaco,Centre-Back,"Jan 8, 2002 ",22,Argentina,Argentina,Lanus,"1,92",€700k,,Argentina,,,
3.0,Tomás Lecanda,Centre-Back,"Jan 29, 2002 ",22,"Argentina, Spain",Argentina,Martinez,"1,81",€300k,,Argentina, Spain,,
,Yuri Casermeiro,Centre-Back,"Mar 12, 2002 ",22,Argentina,Argentina,Cordoba,"1,90",€50k,,Argentina,,,
64.0,Manuel Cocca,Centre-Back,"Nov 8, 2002 ",21,"Argentina, Italy",Argentina,Buenos Aires,"1,82",€50k,LB   CM,Argentina, Italy,LB,CM
,Mateo Burdisso,Centre-Back,"Jan 22, 2002 ",22,Argentina,Argentina,Altos de Chipion,"1,88",€25k,,Argentina,,,
,Román Riquelme,Centre-Back,"May 18, 2002 ",21,Argentina,Argentina,San Lorenzo,"1,86",€25k,SW   CM,Argentina,,SW,CM
,Máximo Masino,Centre-Back,"Jan 27, 2002 ",22,Argentina,Argentina,Chivilcoy,"1,82",€10k,,Argentina,,,
,Santiago Bellatti,Centre-Back,"Jun 9, 2002 ",21,Argentina,Argentina,Parana,"1,91",€10k,,Argentina,,,
,Santiago Monzón,Centre-Back,"Nov 20, 2002 ",21,Argentina,Argentina,Ituzaingo,"1,91",€10k,,Argentina,,,
,Santiago Borges,Centre-Back,"Oct 24, 2002 ",21,Argentina,Argentina,,"1,83",-,,Argentina,,,
20.0,Máximo Levrand,Centre-Back,"Dec 10, 2002 ",21,"Argentina, Italy",Argentina,Rosario,"1,92",-,,Argentina, Italy,,
,Sheyko Studer,Centre-Back,"Nov 12, 2002 ",21,Argentina,Argentina,Alcorta,"1,92",-,,Argentina,,,
,Ignacio Maizarez,Centre-Back,"Mar 19, 2002 ",22,Argentina,Argentina,,"1,90",-,,Argentina,,,
,Diego Leglises Sánchez,Centre-Back,N/A ,21,Argentina,Argentina,,,-,,Argentina,,,
,Jano Cobas,Centre-Back,"Apr 10, 2002 ",21,Argentina,Argentina,Mar del Tuyu,"1,90",-,,Argentina,,,
,Facundo Wiechniak,Centre-Back,"Aug 27, 2002 ",21,Argentina,Argentina,Olavarria,"1,84",-,,Argentina,,,
,Alexander Strupsceki,Centre-Back,"Sep 12, 2002 ",21,"Argentina, Croatia",Argentina,,,-,,Argentina, Croatia,,
,Alejo Politano,Centre-Back,"Jan 8, 2002 ",22,Argentina,Argentina,,,-,LB,Argentina,,LB,
,Dante Pérez,Centre-Back,"Mar 16, 2002 ",22,Argentina,Argentina,,,-,,Argentina,,,
,Tomás Sarmiento,Centre-Back,"Jan 4, 2002 ",22,Argentina,Argentina,,,-,,Argentina,,,
,Tiago Ferreyra,Centre-Back,"Apr 17, 2002 ",21,Argentina,Argentina,San Luis,"1,89",-,,Argentina,,,
,Lautaro Quialvo,Centre-Back,"May 14, 2002 ",21,Argentina,Argentina,,"1,86",-,,Argentina,,,
,Julian Henderleich,Centre-Back,"Jan 1, 2002 ",22,Argentina,Argentina,,"1,87",-,,Argentina,,,
42.0,Lautaro Cardozo,Centre-Back,"Jan 29, 2002 ",22,Argentina,Argentina,Rafael Castillo,"1,77",-,,Argentina,,,
4.0,Leonel Ortíz,Centre-Back,"Feb 23, 2002 ",22,Argentina,Argentina,Cordoba,"1,95",-,,Argentina,,,
,Gonzalo Gill,Centre-Back,"Jan 29, 2002 ",22,"Argentina, Paraguay",Argentina,Rosario,"1,80",-,LB,Argentina, Paraguay,LB,
,Abel Garrido,Centre-Back,"Aug 2, 2002 ",21,"Argentina, Spain",Argentina,Cordoba,,-,RB   LB,Argentina, Spain,RB,LB
,Bautista Aldunate,Centre-Back,"Mar 7, 2002 ",22,Argentina,Argentina,,"1,88",-,,Argentina,,,
,Emanuel Diaz,Centre-Back,"May 4, 2002 ",21,Argentina,Argentina,,"1,82",-,,Argentina,,,
,Franco Falk,Centre-Back,"Jul 16, 2002 ",21,Argentina,Argentina,,"1,85",-,,Argentina,,,
27.0,Federico Sarra,Centre-Back,"Nov 16, 2002 ",21,"Argentina, Italy",Argentina,San Martin,"1,75",-,RB,Argentina, Italy,RB,
,Enzo Barrios,Centre-Back,"Sep 1, 2002 ",21,Argentina,Argentina,,,-,,Argentina,,,
,Ronaldo Welchen,Centre-Back,"Sep 5, 2002 ",21,Argentina,Argentina,Humberto Primo,,-,,Argentina,,,
,Franco Flores,Centre-Back,"Mar 3, 2002 ",22,Argentina,Argentina,Posadas,"1,88",-,,Argentina,,,
,Gonzalo Chale,Centre-Back,"Apr 22, 2002 ",21,Argentina,Argentina,,"1,82",-,,Argentina,,,
,Leandro Villar,Centre-Back,"Jul 9, 2002 ",21,Argentina,Argentina,,"1,82",-,,Argentina,,,
20.0,Facundo Cozzi,Centre-Back,"Jun 5, 2002 ",21,Argentina,Argentina,Carcarana,"1,84",-,,Argentina,,,
,Jero Almada,Centre-Back,"Jun 19, 2002 ",21,Argentina,Argentina,Parana,"1,89",-,,Argentina,,,
,Joaquin Guzman Rocchetti,Centre-Back,"Jan 20, 2002 ",22,"Argentina, Italy",Argentina,,"1,80",-,,Argentina, Italy,,
,Tomás Torres,Centre-Back,"Apr 5, 2002 ",21,Argentina,Argentina,,,-,,Argentina,,,
,Áaron Agüero,Centre-Back,"Dec 28, 2002 ",21,Argentina,Argentina,,"1,86",-,,Argentina,,,
,Joel Morán,Centre-Back,"Jan 1, 2002 ",22,Argentina,Argentina,,,-,,Argentina,,,
,Valentín Benítez,Centre-Back,"Mar 26, 2002 ",21,Argentina,Argentina,Rosario,"1,83",-,RB,Argentina,,RB,
31.0,Valentín Gómez,Centre-Back,"Jun 26, 2003 ",20,"Argentina, Spain",Argentina,San Miguel,"1,81",€8.00m,LB,Argentina, Spain,LB,
40.0,Matías Moreno,Centre-Back,"Sep 24, 2003 ",20,Argentina,Argentina,La Docta,"1,93",€700k,,Argentina,,,
42.0,Tomás Palacios,Centre-Back,"Apr 28, 2003 ",20,Argentina,Argentina,General Pico,"1,96",€225k,,Argentina,,,
35.0,Santiago Quirós,Centre-Back,"Mar 4, 2003 ",21,Argentina,Argentina,Avellaneda,"1,79",€150k,,Argentina,,,
,Joaquín Postigo,Centre-Back,"Nov 27, 2003 ",20,Argentina,Argentina,La Plata,"1,88",€75k,CM,Argentina,,CM,
37.0,Kevin Silva,Centre-Back,"Apr 16, 2003 ",20,Argentina,Argentina,Rojas,"1,85",€50k,,Argentina,,,
,Hernán Zuliani,Centre-Back,"Dec 1, 2003 ",20,Argentina,Argentina,San Juan,"1,80",€50k,,Argentina,,,
,Nicolás Kozlovsky,Centre-Back,"May 5, 2003 ",20,Argentina,Argentina,Buenos Aires,"1,83",€50k,DM,Argentina,,DM,
13.0,Valentín Fascendini,Centre-Back,"Mar 13, 2003 ",21,"Argentina, Italy",Argentina,Ibarlucea,"1,84",€25k,,Argentina, Italy,,
31.0,Gonzalo Requena,Centre-Back,"Mar 4, 2003 ",21,Argentina,Argentina,San Francisco,"1,88",€25k,,Argentina,,,
,Maximiliano Gay,Centre-Back,"Dec 18, 2003 ",20,Argentina,Argentina,San Francisco,"1,78",€25k,,Argentina,,,
28.0,Luciano Arnijas,Centre-Back,"Mar 20, 2003 ",21,Argentina,Argentina,Coronel Moldes,"1,91",€25k,,Argentina,,,
,Julián Ramírez Kloster,Centre-Back,"Feb 28, 2003 ",21,Argentina,Argentina,,,€10k,,Argentina,,,
20.0,Nicolás Romero,Centre-Back,"Nov 28, 2003 ",20,Argentina,Argentina,Chumbicha,"1,86",€3.50m,LB,Argentina,,LB,
13.0,Renzo Malanca,Centre-Back,"May 6, 2003 ",20,"Argentina, Italy",Argentina,Guaymallen,"1,88",€300k,RB,Argentina, Italy,RB,
,Santiago Moya,Centre-Back,"Jun 13, 2003 ",20,Argentina,Argentina,Gonzalez Catan,"1,87",€200k,,Argentina,,,
24.0,Francisco Marco,Centre-Back,"Jun 27, 2003 ",20,"Argentina, Italy",Argentina,Buenos Aires,"1,91",€125k,,Argentina, Italy,,
26.0,Juan Pablo Ludueña,Centre-Back,"Feb 11, 2003 ",21,Argentina,Argentina,Rio Primero,"1,85",€50k,,Argentina,,,
28.0,Thiago Schiavulli,Centre-Back,"Sep 19, 2003 ",20,"Argentina, Italy",Argentina,Rosario,"1,79",€50k,,Argentina, Italy,,
,Iván Cabrera,Centre-Back,"Feb 17, 2003 ",21,Argentina,Argentina,Quilmes,"1,79",€50k,LB,Argentina,,LB,
24.0,Rafael Profini,Centre-Back,"Sep 9, 2003 ",20,Argentina,Argentina,San Jose de la Esquina,,€25k,,Argentina,,,
,Leonel Pollacchi,Centre-Back,"May 9, 2003 ",20,Argentina,Argentina,La Plata,"1,88",€25k,SW   RB,Argentina,,SW,RB
40.0,Valentín Peñalva,Centre-Back,"Jun 4, 2003 ",20,Argentina,Argentina,La Plata,"1,85",€25k,,Argentina,,,
31.0,Leandro Figueredo,Centre-Back,"Jul 12, 2003 ",20,Argentina,Argentina,Merlo,"1,94",€25k,DM,Argentina,,DM,
32.0,Elías Machuca,Centre-Back,"Mar 28, 2003 ",20,Argentina,Argentina,Lanus,"1,80",€25k,,Argentina,,,
,Federico Bacigaluppi,Centre-Back,"Dec 4, 2003 ",20,Argentina,Argentina,,"1,91",€10k,CM,Argentina,,CM,
,Axel Poza,Centre-Back,"Apr 20, 2003 ",20,Argentina,Argentina,,"1,91",-,,Argentina,,,
,Rodrigo Torres,Centre-Back,"Feb 14, 2003 ",21,Argentina,Argentina,Pichanal,"1,78",-,LB,Argentina,,LB,
42.0,Lautaro Carrera,Centre-Back,"May 30, 2003 ",20,Argentina,Argentina,Cordoba,"1,88",-,,Argentina,,,
,Santiago Postel,Centre-Back,"Mar 26, 2003 ",20,Argentina,Argentina,Buenos Aires,"1,86",-,,Argentina,,,
,Luciano Domínguez,Centre-Back,"Oct 27, 2003 ",20,Argentina,Argentina,,"1,84",-,,Argentina,,,
26.0,Federico Postel,Centre-Back,"Mar 26, 2003 ",20,Argentina,Argentina,,,-,,Argentina,,,
,Nahuel Bernabé,Centre-Back,"Jul 18, 2003 ",20,Argentina,Argentina,,"1,80",-,,Argentina,,,
,Emanuel Querini,Centre-Back,"Nov 4, 2003 ",20,Argentina,Argentina,,,-,,Argentina,,,
,Santiago Piccioni,Centre-Back,"Feb 12, 2003 ",21,Argentina,Argentina,Manfredi,"1,93",-,,Argentina,,,
,Dino Andreozzi,Centre-Back,"Apr 25, 2003 ",20,Argentina,Argentina,,"1,79",-,,Argentina,,,
,Samiel Diarte,Centre-Back,"Sep 17, 2003 ",20,Argentina,Argentina,,"1,92",-,,Argentina,,,
6.0,Juan Pablo Rodríguez,Centre-Back,"Jan 18, 2003 ",21,Argentina,Argentina,San Juan,"1,78",-,,Argentina,,,
,Lucas Monzón,Centre-Back,"Jan 9, 2003 ",21,Argentina,Argentina,Bernal,"1,82",€10k,,Argentina,,,
,Dylan Pedraza,Centre-Back,"Feb 26, 2003 ",21,Argentina,Argentina,Claypole,"1,91",-,,Argentina,,,
,Lucas Picech,Centre-Back,"May 15, 2003 ",20,Argentina,Argentina,La Sarita,"1,86",-,,Argentina,,,
,Roman Ivanoff,Centre-Back,"Mar 21, 2003 ",21,"Argentina, Bulgaria",Argentina,,,-,,Argentina, Bulgaria,,
22.0,Daniel Zabala,Centre-Back,"Jan 17, 2003 ",21,Argentina,Argentina,William Morris,"1,82",-,,Argentina,,,
,Thomás Bentancor,Centre-Back,"Feb 7, 2003 ",21,Argentina,Argentina,Lujan,"1,81",-,,Argentina,,,
,Iván Fernández,Centre-Back,"Jun 7, 2003 ",20,Argentina,Argentina,,,-,RB,Argentina,,RB,
,Fabricio Villar,Centre-Back,"Jun 1, 2003 ",20,Argentina,Argentina,,,-,,Argentina,,,
,Mateo Prevedini,Centre-Back,"Mar 26, 2003 ",20,"Argentina, Italy",Argentina,Buenos Aires,"1,87",-,,Argentina, Italy,,
,Martín Vázquez,Centre-Back,"Jan 30, 2003 ",21,Argentina,Argentina,,,-,,Argentina,,,
,Lautaro Diuono,Centre-Back,"Feb 6, 2003 ",21,Argentina,Argentina,,,-,RB,Argentina,,RB,
,Nicolás Vaquer,Centre-Back,"Apr 4, 2003 ",20,Argentina,Argentina,,,-,LB,Argentina,,LB,
,Leandro Peña Biafore,Centre-Back,"May 7, 2003 ",20,Argentina,Argentina,Pehuajo,"1,75",-,DM,Argentina,,DM,
6.0,Tomás Avilés,Centre-Back,"Feb 3, 2004 ",20,"Argentina, Chile",Argentina,Rio Gallegos,"1,86",€5.00m,SW   DM,Argentina, Chile,SW,DM
40.0,Lautaro Di Lollo,Centre-Back,"Mar 10, 2004 ",20,"Argentina, Italy",Argentina,Buenos Aires,"1,87",€250k,,Argentina, Italy,,
44.0,Lucas Bernabéu,Centre-Back,"Jan 7, 2004 ",20,Argentina,Argentina,Santiago del Estero,"1,90",€25k,,Argentina,,,
,Ramiro Enríquez,Centre-Back,"Mar 18, 2004 ",20,Argentina,Argentina,,,€25k,,Argentina,,,
,Agustín Álvarez,Centre-Back,"Jan 3, 2004 ",20,Argentina,Argentina,Avellaneda,"1,84",€25k,,Argentina,,,
32.0,Tomás Kummer,Centre-Back,"Nov 10, 2004 ",19,Argentina,Argentina,Rafaela,"1,86",€25k,,Argentina,,,
,Lautaro Pignata,Centre-Back,"Dec 14, 2004 ",19,Argentina,Argentina,San Jorge,"1,85",-,DM,Argentina,,DM,
2.0,Andrés Berizovsky,Centre-Back,"Oct 26, 2004 ",19,Argentina,Argentina,La Plata,"1,88",-,,Argentina,,,
,Lucas Bossio,Centre-Back,"Sep 26, 2004 ",19,"Argentina, Italy",Argentina,Buenos Aires,"1,84",-,,Argentina, Italy,,
,Ignacio Canteros,Centre-Back,"Mar 11, 2004 ",20,Argentina,Argentina,Rosario,"1,93",-,LB,Argentina,,LB,
,Axel Carrión,Centre-Back,"May 17, 2004 ",19,Argentina,Argentina,Presidencia Roque Saenz Pena,"1,92",-,,Argentina,,,
,Demián Núñez,Centre-Back,"Feb 1, 2004 ",20,Argentina,Argentina,Lanus,"1,81",-,,Argentina,,,
37.0,Felipe Sánchez,Centre-Back,"Apr 7, 2004 ",19,"Argentina, Italy",Argentina,Rafaela,"1,84",€800k,,Argentina, Italy,,
26.0,Mateo Mendoza,Centre-Back,"Nov 21, 2004 ",19,Argentina,Argentina,San Juan,"1,81",€50k,RB,Argentina,,RB,
38.0,Nicolás Canela,Centre-Back,"Mar 16, 2004 ",20,Argentina,Argentina,Mendoza,"1,86",€25k,,Argentina,,,
,Gonzalo Rodríguez,Centre-Back,"Feb 20, 2004 ",20,Argentina,Argentina,Cordoba,"1,84",€25k,,Argentina,,,
,Leandro Quiroz,Centre-Back,"Jan 16, 2004 ",20,Argentina,Argentina,San Jose del Rincon,"1,83",€25k,,Argentina,,,
31.0,Román Gómez,Centre-Back,"Jul 14, 2004 ",19,Argentina,Argentina,Quilmes,"1,81",-,,Argentina,,,
6.0,Mateo Mendía,Centre-Back,"Feb 3, 2004 ",20,Argentina,Argentina,Olavarria,"1,91",-,DM,Argentina,,DM,
38.0,Tomás Fernández,Centre-Back,"Jan 7, 2004 ",20,Argentina,Argentina,Jose C. Paz,"1,81",-,,Argentina,,,
,Tiago Peñalba,Centre-Back,"Apr 23, 2004 ",19,Argentina,Argentina,Salta,"1,87",-,,Argentina,,,
,Kevin Jappert,Centre-Back,"Feb 25, 2004 ",20,Argentina,Argentina,Ramona,"1,89",-,,Argentina,,,
,Santiago López,Centre-Back,"Feb 5, 2004 ",20,Argentina,Argentina,,"1,77",-,,Argentina,,,
,Federico Sosa,Centre-Back,"Jul 27, 2004 ",19,Argentina,Argentina,Rosario,"1,80",-,LB,Argentina,,LB,
38.0,Aaron Anselmino,Centre-Back,"Apr 29, 2005 ",18,Argentina,Argentina,Bernardo Larroude,"1,86",€300k,,Argentina,,,
12.0,Gerónimo Spina,Centre-Back,"Feb 9, 2005 ",19,"Argentina, Italy",Argentina,La Plata,"1,87",€50k,,Argentina, Italy,,
,Thiago Herrera,Centre-Back,"Feb 1, 2005 ",19,Argentina,Argentina,Gonzalez Catan,"1,77",€10k,,Argentina,,,
,Facundo Sánchez,Centre-Back,"Aug 7, 2005 ",18,Argentina,Argentina,Buenos Aires,"1,81",-,,Argentina,,,
,Máximo Palazzo,Centre-Back,"Jun 6, 2005 ",18,Argentina,Argentina,Buenos Aires,"1,83",-,,Argentina,,,
14.0,Dylan Gamarra,Centre-Back,"Feb 18, 2005 ",19,Argentina,Argentina,,"1,84",-,,Argentina,,,
13.0,Samuel Lucero,Centre-Back,"Jul 29, 2005 ",18,Argentina,Argentina,Capital Federal,"1,79",€75k,,Argentina,,,
,Ariel González,Centre-Back,"Aug 16, 2005 ",18,Argentina,Argentina,Ordonez,"1,76",€25k,RB,Argentina,,RB,
,Franco Vázquez,Centre-Back,"Jan 2, 2005 ",19,Argentina,Argentina,Buenos Aires,"1,83",-,,Argentina,,,
3.0,Lucas Baños,Centre-Back,"May 9, 2005 ",18,Argentina,Argentina,Rosario,"1,92",-,,Argentina,,,
35.0,Juan Cortazzo,Centre-Back,"Oct 18, 2005 ",18,Argentina,Argentina,La Plata,"1,86",-,,Argentina,,,
,Facundo Fernández,Left-Back,"Jun 4, 1985 ",38,Argentina,Argentina,La Plata,"1,80",-,,Argentina,,,
,Lucho,Left-Back,"Mar 4, 1985 ",39,Argentina,Argentina,Necochea,"1,82",-,,Argentina,,,
,Emiliano Capella,Left-Back,"Jan 23, 1985 ",39,Argentina,Argentina,Alcorta,,-,CB,Argentina,,CB,
,Leandro Grimi,Left-Back,"Feb 9, 1985 ",39,"Argentina, Italy",Argentina,San Lorenzo,"1,83",-,,Argentina, Italy,,
,Franco Miranda,Left-Back,"May 13, 1985 ",38,"Argentina, Italy",Argentina,Comodoro Rivadavia,"1,83",-,,Argentina, Italy,,
,Armando Panceri,Left-Back,"Mar 11, 1985 ",39,Argentina,Argentina,San Vicente,"1,72",-,,Argentina,,,
,José Shaffer,Left-Back,"Feb 16, 1985 ",39,Argentina,Argentina,Cordoba,"1,74",-,,Argentina,,,
,Carlos Arce,Left-Back,"Feb 4, 1985 ",39,Argentina,Argentina,Lanus,"1,70",-,,Argentina,,,
,Cristian Villagra,Left-Back,"Dec 27, 1985 ",38,"Argentina, Italy",Argentina,Morteros,"1,75",-,RB,Argentina, Italy,RB,
14.0,Cristian Ansaldi,Left-Back,"Sep 20, 1986 ",37,"Argentina, Italy",Argentina,Rosario,"1,81",€300k,LM   RB,Argentina, Italy,LM,RB
,Ramón Franco,Left-Back,"Dec 8, 1986 ",37,Argentina,Argentina,,,-,,Argentina,,,
,Emiliano Fusco,Left-Back,"Mar 2, 1986 ",38,"Argentina, Italy",Argentina,Caseros,"1,74",-,,Argentina, Italy,,
,Marcos Torres,Left-Back,"Sep 28, 1986 ",37,Argentina,Argentina,Rio Cuarto,"1,81",-,LM,Argentina,,LM,
,Germán Rivera,Left-Back,"Aug 1, 1986 ",37,"Argentina, Italy",Argentina,Villa Maria,"1,77",-,,Argentina, Italy,,
,Sebastián Dubarbier,Left-Back,"Feb 19, 1986 ",38,"Argentina, France",Argentina,La Plata,"1,77",-,LM   LW,Argentina, France,LM,LW
,Bruno Urribarri,Left-Back,"Nov 6, 1986 ",37,"Argentina, Italy",Argentina,General Campos,"1,76",-,LM   DM,Argentina, Italy,LM,DM
,Pablo Ostapkiewicz,Left-Back,"Jul 30, 1986 ",37,Argentina,Argentina,Lanus,"1,85",-,CB,Argentina,,CB,
,Fabricio Elgorriaga,Left-Back,"Apr 22, 1986 ",37,Argentina,Argentina,Puerto Madryn,,-,,Argentina,,,
,Esteban Giglio,Left-Back,"Apr 4, 1986 ",37,"Argentina, Italy",Argentina,Buenos Aires,"1,74",-,,Argentina, Italy,,
,Matías di Gregorio,Left-Back,"Jun 4, 1986 ",37,Argentina,Argentina,Avellaneda,"1,70",-,CB,Argentina,,CB,
,Lautaro Formica,Left-Back,"Jan 27, 1986 ",38,"Argentina, Italy",Argentina,Rosario,"1,74",-,LM   CM,Argentina, Italy,LM,CM
,Gastón Montero,Left-Back,"Mar 23, 1986 ",37,Argentina,Argentina,Buenos Aires,"1,76",-,,Argentina,,,
