Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions
,Facundo Rojas,Centre-Back,"Feb 2, 2000 ",24,['Argentina'],Argentina,Río Cuarto (CBA),"1,80",€25k,
,Camilo Albornoz,Centre-Back,"Oct 24, 2000 ",23,['Argentina'],Argentina,San Miguel de Tucumán,"1,86",€25k,
,Martin Albarracin,Centre-Back,"Jul 5, 2000 ",23,['Argentina'],Argentina,Colonia Rosa,"1,85",€10k,
,Gustavo Areco,Centre-Back,"May 31, 2000 ",23,['Argentina'],Argentina,"San Miguel, Corrientes","1,85",€10k,
3.0,Maximiliano De La Esperanza,Centre-Back,"Jan 24, 2000 ",24,['Argentina'],Argentina,,"1,85",-,
,Agustín Villasanti,Centre-Back,"Feb 22, 2000 ",24,['Argentina'],Argentina,,"1,80",-,
,Nicolás Caprile,Centre-Back,"Mar 15, 2000 ",24,['Argentina'],Argentina,,"1,87",-,
,Juan Rosales,Centre-Back,"May 4, 2000 ",23,['Argentina'],Argentina,San Luis,,-,
,Alex Giovannoni,Centre-Back,"Mar 13, 2000 ",24,['Argentina'],Argentina,,"1,85",-,
,Santiago Palacios,Centre-Back,"Jul 22, 2000 ",23,['Argentina'],Argentina,,,-,
,Braian Devigo,Centre-Back,"Dec 2, 2000 ",23,['Argentina'],Argentina,,"1,85",-,LB
,Manuel Cutrin,Centre-Back,"Mar 4, 2000 ",24,['Argentina'],Argentina,,"1,80",-,LB
,Maximiliano Pedrozo,Centre-Back,"Sep 12, 2000 ",23,['Argentina'],Argentina,Las Garzas,"1,83",-,
,Federico Marchesini,Centre-Back,"Jan 1, 2000 ",24,['Argentina'],Argentina,,"1,89",-,
,Joaquín Obdrzalek,Centre-Back,"Oct 21, 2000 ",23,['Argentina'],Argentina,Puerto Madryn,"1,80",€10k,
,Marcos Fredes,Centre-Back,"Dec 9, 2000 ",23,['Argentina'],Argentina,,"1,83",€10k,
,Lucas Irusta,Centre-Back,"Feb 18, 2000 ",24,['Argentina'],Argentina,,"1,90",-,SW
,Alejo Morales,Centre-Back,"Oct 22, 2000 ",23,['Argentina'],Argentina,,"1,85",-,
,Santiago Strasorier,Centre-Back,"Jun 7, 2000 ",23,['Argentina'],Argentina,,"1,85",-,
,Juan Pablo Vera,Centre-Back,"Jun 23, 2000 ",23,['Argentina'],Argentina,Buenos Aires,"1,83",-,
,Luciano Salomón,Centre-Back,"Dec 6, 2000 ",23,['Argentina'],Argentina,,"1,92",-,
,Néstor García Martinoli,Centre-Back,"May 16, 2000 ",23,"['Argentina', 'Italy']",Argentina,,"1,83",-,
,Matías Martínez,Centre-Back,"Oct 29, 2000 ",23,['Argentina'],Argentina,,,-,
,Juan Ongaro,Centre-Back,"Jul 24, 2000 ",23,['Argentina'],Argentina,,"1,86",-,
,Agustín Fazzio,Centre-Back,"Sep 25, 2000 ",23,['Argentina'],Argentina,,"1,90",-,
,Agustín López,Centre-Back,"Mar 23, 2000 ",23,['Argentina'],Argentina,,"1,87",-,
,Genaro Cepeda,Centre-Back,"Aug 10, 2000 ",23,['Argentina'],Argentina,Villa Ramallo,"1,90",-,
20.0,Matías Sosa,Centre-Back,"Dec 15, 2000 ",23,"['Argentina', 'Italy']",Argentina,"Rosario, Santa Fé","1,85",-,DM
,Fernando Godoy,Centre-Back,"May 18, 2000 ",23,['Argentina'],Argentina,,"1,78",-,RB
,Gonzalo Errecalde,Centre-Back,"Mar 30, 2000 ",23,['Argentina'],Argentina,General Pinto,"1,86",-,
,Matías Varela,Centre-Back,"Dec 5, 2000 ",23,['Argentina'],Argentina,Mar del Plata,"1,88",-,
,Leonardo Escalante,Centre-Back,"May 26, 2000 ",23,['Argentina'],Argentina,Quilmes,"1,84",-,
,Agustín Minnicelli,Centre-Back,"Feb 17, 2000 ",24,"['Argentina', 'Italy']",Argentina,,"1,85",-,
,Horacio Igarzábal,Centre-Back,"May 31, 2000 ",23,['Argentina'],Argentina,,"1,90",-,
,Mariano Pieres,Centre-Back,"Jan 8, 2000 ",24,['Argentina'],Argentina,Buenos Aires,"1,80",-,
,Tobías Coppo,Centre-Back,"Dec 16, 2000 ",23,['Argentina'],Argentina,General Pico,"1,78",-,RB   DM
,Matías Vesprini,Centre-Back,"Feb 27, 2000 ",24,"['Argentina', 'Spain']",Argentina,Quilmes,"1,86",-,LB
,Rodrigo Scagliarini,Centre-Back,"May 24, 2000 ",23,['Argentina'],Argentina,Las Perdices,"1,83",-,
6.0,Joaquin Rantucho,Centre-Back,"Oct 5, 2000 ",23,"['Argentina', 'Italy']",Argentina,Bonifacio,"1,79",-,
,Gian Casaccio,Centre-Back,"Jul 1, 2000 ",23,"['Argentina', 'Italy']",Argentina,,"1,82",-,
,Mateo Palmieri,Centre-Back,"Mar 22, 2000 ",23,['Argentina'],Argentina,Tandil,"1,83",-,DM
,Emiliano Rodríguez,Centre-Back,"Sep 22, 2000 ",23,['Argentina'],Argentina,,"1,82",-,
,Tobías Graña,Centre-Back,"Aug 21, 2000 ",23,"['Argentina', 'Spain']",Argentina,,,-,
,Alejandro Vallejos,Centre-Back,"Nov 25, 2000 ",23,['Argentina'],Argentina,,,-,
,Facundo Fernández,Centre-Back,"Feb 28, 2000 ",24,['Argentina'],Argentina,Balcarce,"1,85",-,RB   LB
,Lucas Samaniego,Centre-Back,"Apr 4, 2000 ",23,['Argentina'],Argentina,Barrancas (Santa Fe),"1,88",-,SW   RB
,Martín López,Centre-Back,"Jan 5, 2000 ",24,['Argentina'],Argentina,San Miguel,"1,80",-,
,Julian Bruno,Centre-Back,"Feb 3, 2000 ",24,"['Argentina', 'Italy']",Argentina,,"1,93",-,
3.0,Rodrigo Sequeira,Centre-Back,"Feb 13, 2000 ",24,['Argentina'],Argentina,Tortuguitas,"1,82",-,CM   RB
,Rodrigo Cavallera,Centre-Back,"Jan 23, 2000 ",24,"['Argentina', 'Italy']",Argentina,San Luis,"1,85",-,RB   SW
15.0,Nicolás Valentini,Centre-Back,"Apr 6, 2001 ",22,"['Argentina', 'Italy']",Argentina,Junín,"1,87",€6.00m,
6.0,Aarón Quirós,Centre-Back,"Oct 31, 2001 ",22,['Argentina'],Argentina,Monte Grande,"1,78",€2.50m,
22.0,Julián Malatini,Centre-Back,"May 31, 2001 ",22,['Argentina'],Argentina,Córdoba,"1,91",€1.70m,RB
21.0,Santiago Ramos Mingo,Centre-Back,"Nov 21, 2001 ",22,"['Argentina', 'Italy']",Argentina,Córdoba,"1,86",€1.00m,
30.0,Pablo Minissale,Centre-Back,"Jan 14, 2001 ",23,['Argentina'],Argentina,Buenos Aires,"1,82",€400k,
,Franco Ortellado,Centre-Back,"May 30, 2001 ",22,['Argentina'],Argentina,Adrogué,"1,88",€350k,
2.0,Juan Pablo Pignani,Centre-Back,"Jul 2, 2001 ",22,"['Argentina', 'Italy']",Argentina,Leones,"1,90",€250k,
4.0,Santiago Flores,Centre-Back,"Mar 25, 2001 ",22,['Argentina'],Argentina,"Colón, Buenos Aires","1,83",€175k,
19.0,Agustín Bravo,Centre-Back,"May 11, 2001 ",22,['Argentina'],Argentina,Rafaela,"1,85",€150k,LB   RB
47.0,Santiago Miranda,Centre-Back,"Jun 1, 2001 ",22,"['Switzerland', 'Argentina']",Argentina,Eldorado,"1,84",€150k,
,Santiago Velásquez,Centre-Back,"Apr 10, 2001 ",22,['Argentina'],Argentina,Puerto Madryn,"1,85",€125k,LB
,Agustín Lamosa,Centre-Back,"Oct 17, 2001 ",22,"['Argentina', 'Spain']",Argentina,Vicente López,"1,82",€100k,
2.0,Tamir Berman,Centre-Back,"Feb 20, 2001 ",23,"['Argentina', 'Italy']",Argentina,Rafaela,"1,95",€100k,
30.0,Gastón Ávila,Centre-Back,"Sep 30, 2001 ",22,['Argentina'],Argentina,Rosario,"1,82",€5.00m,LB
37.0,Ian Glavinovich,Centre-Back,"Oct 27, 2001 ",22,"['Argentina', 'Croatia']",Argentina,Elortondo,"1,83",€1.70m,
,Joaquín Pombo,Centre-Back,"Mar 18, 2001 ",23,"['Argentina', 'Italy']",Argentina,Lanus,"1,91",€1.50m,
15.0,Diego Calcaterra,Centre-Back,"Jul 26, 2001 ",22,['Argentina'],Argentina,Monte Buey,"1,89",€500k,DM   CM
13.0,Alexis Alvariño,Centre-Back,"Feb 1, 2001 ",23,['Argentina'],Argentina,Laferrere,"1,84",€350k,DM   RB
16.0,Juan Cruz Guasone,Centre-Back,"Mar 27, 2001 ",22,"['Argentina', 'Italy']",Argentina,San Nicolás de los Arroyos,"1,97",€325k,
47.0,Gabriel Aranda,Centre-Back,"Apr 16, 2001 ",22,['Argentina'],Argentina,Ezeiza,"1,90",€200k,
34.0,Damián Fernández,Centre-Back,"Jan 2, 2001 ",23,['Argentina'],Argentina,San Antonio de Padua,"1,79",€175k,
24.0,Santiago Laquidain,Centre-Back,"Jul 28, 2001 ",22,['Argentina'],Argentina,Mar del Plata,"1,84",€150k,
3.0,Lautaro Spatz,Centre-Back,"Oct 19, 2001 ",22,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,84",€150k,RB
20.0,Elías Calderón,Centre-Back,"Feb 4, 2001 ",23,['Argentina'],Argentina,Córdoba,"1,88",€100k,
37.0,Mateo Pérez,Centre-Back,"Sep 11, 2001 ",22,['Argentina'],Argentina,Córdoba,"1,89",€100k,
14.0,Facundo Giacopuzzi,Centre-Back,"Apr 26, 2001 ",22,['Argentina'],Argentina,Tigre,"1,85",€100k,
24.0,Jeremías James,Centre-Back,"Jan 29, 2001 ",23,"['Argentina', 'Wales']",Argentina,Trelew,"1,91",€75k,
,Rodrigo Morínigo,Centre-Back,"Mar 4, 2001 ",23,['Argentina'],Argentina,Salta,,€50k,
,Alejo Rodríguez,Centre-Back,"Jan 9, 2001 ",23,['Argentina'],Argentina,General Rodríguez,"1,90",€25k,
,Leonardo Felissia,Centre-Back,"Jul 27, 2001 ",22,['Argentina'],Argentina,,"1,90",€25k,
,Agustín Arcando,Centre-Back,"Jul 13, 2001 ",22,['Argentina'],Argentina,Las Isletillas,"1,84",€25k,
23.0,Patricio Pernicone,Centre-Back,"Jul 4, 2001 ",22,['Argentina'],Argentina,San Antonio de Padua,"1,83",€25k,
,Imanol Segovia,Centre-Back,"Feb 6, 2001 ",23,['Argentina'],Argentina,Posadas,"1,91",€25k,
,Pablo Casarico,Centre-Back,"Apr 25, 2001 ",22,"['Argentina', 'Italy']",Argentina,Lomas de Zamora,"1,83",€10k,CM
,Tomas Di Leo,Centre-Back,"Apr 14, 2001 ",22,['Argentina'],Argentina,Buenos Aires,"1,80",-,RB
,Franco Troyes,Centre-Back,"May 3, 2001 ",22,"['Argentina', 'Italy']",Argentina,,"1,88",-,DM   CM
34.0,Juan Pablo Serrizuela,Centre-Back,"May 10, 2001 ",22,['Argentina'],Argentina,Quilmes,"1,82",-,
25.0,Carlos Rodríguez,Centre-Back,"May 21, 2001 ",22,['Argentina'],Argentina,Trelew,"1,86",-,
,Felipe Coronel,Centre-Back,"Sep 3, 2001 ",22,['Argentina'],Argentina,Rosario,"1,79",€75k,RB
,Balthazar Bernardi,Centre-Back,"Aug 10, 2001 ",22,"['Argentina', 'Spain']",Argentina,Buenos Aires,"1,87",€75k,
,Mauro Villar,Centre-Back,"Jan 11, 2001 ",23,"['Argentina', 'Italy']",Argentina,Lomas de Zamora,"1,92",€25k,
31.0,Fernando Da Rosa,Centre-Back,"Apr 2, 2001 ",22,['Argentina'],Argentina,Gonnet,"1,81",€25k,DM
,Franco Lorenzon,Centre-Back,"Mar 19, 2001 ",23,['Argentina'],Argentina,Buenos Aires,"1,90",€25k,
13.0,Santiago Morales,Centre-Back,"Aug 27, 2001 ",22,['Argentina'],Argentina,Salta,"1,89",€25k,
,Ezequiel Neira,Centre-Back,"Mar 2, 2001 ",23,['Argentina'],Argentina,Laborde,"1,88",€25k,
,Yago De Vito,Centre-Back,"May 7, 2001 ",22,['Argentina'],Argentina,Ramos Mejía,"1,83",€25k,
,Ivan Cardozo,Centre-Back,"Apr 22, 2001 ",22,['Argentina'],Argentina,Garín,"1,88",€10k,
,Federico Peralta,Centre-Back,"Dec 3, 2001 ",22,['Argentina'],Argentina,Monte Grande,"1,85",-,
,Enzo Torres,Centre-Back,"Sep 20, 2001 ",22,['Argentina'],Argentina,San Juan,"1,78",-,DM
,Federico Moreno,Centre-Back,"Feb 23, 2001 ",23,['Argentina'],Argentina,Córdoba,"1,90",-,DM
,Ulises Yegros,Centre-Back,"Apr 21, 2001 ",22,['Argentina'],Argentina,Morón,"1,83",-,
5.0,Ismael Gassman,Centre-Back,"May 14, 2001 ",22,['Argentina'],Argentina,Santa Fe,,-,
,Agustín Solveyra,Centre-Back,"Jan 4, 2001 ",23,"['Argentina', 'Italy']",Argentina,Buena Italia,"1,86",-,DM
,Lucas Soraire,Centre-Back,"Feb 15, 2001 ",23,['Argentina'],Argentina,,"1,82",-,
,Valentín Rodríguez,Centre-Back,"Mar 5, 2001 ",23,['Argentina'],Argentina,,"1,84",-,
,Román Suárez,Centre-Back,"Feb 21, 2001 ",23,['Argentina'],Argentina,,"1,80",-,
,Elías Fugas,Centre-Back,"Jan 8, 2001 ",23,['Argentina'],Argentina,,"1,90",-,
,Matías Ayala,Centre-Back,"Dec 21, 2001 ",22,['Argentina'],Argentina,Buenos Aires,"1,88",-,
,Mauro Gomez,Centre-Back,"Jul 25, 2001 ",22,"['Argentina', 'Spain']",Argentina,,,-,SW
,Octavio Moscarelli,Centre-Back,"Jan 8, 2001 ",23,['Argentina'],Argentina,Resistencia,"1,84",-,
,Bruno Abaca,Centre-Back,"May 4, 2001 ",22,['Argentina'],Argentina,,"1,82",-,
,Jano Martínez,Centre-Back,"Feb 13, 2001 ",23,"['Argentina', 'Italy']",Argentina,,"1,87",-,
,Rober Colucci,Centre-Back,"Feb 9, 2001 ",23,"['Argentina', 'Italy']",Argentina,Mendoza,"1,83",-,RB
,Joaquín Barro,Centre-Back,"Mar 9, 2001 ",23,"['Argentina', 'Bolivia']",Argentina,San Salvador,"1,91",-,
3.0,Marco Di Cesare,Centre-Back,"Jan 30, 2002 ",22,"['Argentina', 'Italy']",Argentina,Mendoza,"1,86",€3.50m,DM
5.0,Bruno Amione,Centre-Back,"Jan 3, 2002 ",22,"['Argentina', 'Italy']",Argentina,Calchaquí,"1,86",€2.70m,LB   RB
23.0,Francisco Petrasso,Centre-Back,"Feb 28, 2002 ",22,['Argentina'],Argentina,Beccar,"1,91",€700k,
5.0,Bruno Valdez,Centre-Back,"Jan 4, 2002 ",22,['Argentina'],Argentina,San Rafael,"1,79",€350k,RB   DM
,Diego Mastrángelo,Centre-Back,"Nov 7, 2002 ",21,"['Argentina', 'United States']",Argentina,Mar del Plata,"1,76",€100k,
6.0,Nicolas D'Agata,Centre-Back,"Feb 25, 2002 ",22,"['Argentina', 'Italy']",Argentina,Cordoba,"1,89",€50k,LB
27.0,Agustín Quiroga,Centre-Back,"Apr 6, 2002 ",21,['Argentina'],Argentina,Adolfo Gonzales Chaves,"1,79",€25k,
2.0,Joaquín Moisello,Centre-Back,"Feb 9, 2002 ",22,['Argentina'],Argentina,Arrecifes,,€25k,
,Franco Martínez,Centre-Back,"Oct 5, 2002 ",21,['Argentina'],Argentina,,"1,83",€25k,
,Agustín Massaccesi,Centre-Back,"Sep 17, 2002 ",21,['Argentina'],Argentina,Córdoba,"1,90",€10k,DM
,Tomás Rojas,Centre-Back,"May 21, 2002 ",21,['Argentina'],Argentina,Ramos Mejía,"1,80",€10k,
,Santiago Pérez,Centre-Back,"Aug 25, 2002 ",21,['Argentina'],Argentina,Rafael Castillo,"1,85",€10k,
,Iván Peralta,Centre-Back,"Apr 25, 2002 ",21,['Argentina'],Argentina,Ramos Mejía,"1,84",-,
24.0,Marco Pellegrino,Centre-Back,"Jul 18, 2002 ",21,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,84",€3.50m,DM
2.0,Francisco Flores,Centre-Back,"Jan 11, 2002 ",22,['Argentina'],Argentina,Munro,"1,81",€800k,RB
17.0,Kevin Lomónaco,Centre-Back,"Jan 8, 2002 ",22,['Argentina'],Argentina,Lanús,"1,92",€700k,
3.0,Tomás Lecanda,Centre-Back,"Jan 29, 2002 ",22,"['Argentina', 'Spain']",Argentina,Martínez,"1,81",€300k,
,Yuri Casermeiro,Centre-Back,"Mar 12, 2002 ",22,['Argentina'],Argentina,Córdoba,"1,90",€50k,
64.0,Manuel Cocca,Centre-Back,"Nov 8, 2002 ",21,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,82",€50k,LB   CM
,Mateo Burdisso,Centre-Back,"Jan 22, 2002 ",22,['Argentina'],Argentina,Altos de Chipión,"1,88",€25k,
,Román Riquelme,Centre-Back,"May 18, 2002 ",21,['Argentina'],Argentina,San Lorenzo,"1,86",€25k,SW   CM
,Máximo Masino,Centre-Back,"Jan 27, 2002 ",22,['Argentina'],Argentina,Chivilcoy,"1,82",€10k,
,Santiago Bellatti,Centre-Back,"Jun 9, 2002 ",21,['Argentina'],Argentina,Paraná,"1,91",€10k,
,Santiago Monzón,Centre-Back,"Nov 20, 2002 ",21,['Argentina'],Argentina,Ituzaingó,"1,91",€10k,
,Santiago Borges,Centre-Back,"Oct 24, 2002 ",21,['Argentina'],Argentina,,"1,83",-,
20.0,Máximo Levrand,Centre-Back,"Dec 10, 2002 ",21,"['Argentina', 'Italy']",Argentina,Rosario,"1,92",-,
,Sheyko Studer,Centre-Back,"Nov 12, 2002 ",21,['Argentina'],Argentina,Alcorta,"1,92",-,
,Ignacio Maizarez,Centre-Back,"Mar 19, 2002 ",22,['Argentina'],Argentina,,"1,90",-,
,Diego Leglises Sánchez,Centre-Back,N/A ,21,['Argentina'],Argentina,,,-,
,Jano Cobas,Centre-Back,"Apr 10, 2002 ",21,['Argentina'],Argentina,Mar del Tuyú,"1,90",-,
,Facundo Wiechniak,Centre-Back,"Aug 27, 2002 ",21,['Argentina'],Argentina,Olavarría,"1,84",-,
,Alexander Strupsceki,Centre-Back,"Sep 12, 2002 ",21,"['Argentina', 'Croatia']",Argentina,,,-,
,Alejo Politano,Centre-Back,"Jan 8, 2002 ",22,['Argentina'],Argentina,,,-,LB
,Dante Pérez,Centre-Back,"Mar 16, 2002 ",22,['Argentina'],Argentina,,,-,
,Tomás Sarmiento,Centre-Back,"Jan 4, 2002 ",22,['Argentina'],Argentina,,,-,
,Tiago Ferreyra,Centre-Back,"Apr 17, 2002 ",21,['Argentina'],Argentina,San Luis,"1,89",-,
,Lautaro Quialvo,Centre-Back,"May 14, 2002 ",21,['Argentina'],Argentina,,"1,86",-,
,Julian Henderleich,Centre-Back,"Jan 1, 2002 ",22,['Argentina'],Argentina,,"1,87",-,
42.0,Lautaro Cardozo,Centre-Back,"Jan 29, 2002 ",22,['Argentina'],Argentina,Rafael Castillo,"1,77",-,
4.0,Leonel Ortíz,Centre-Back,"Feb 23, 2002 ",22,['Argentina'],Argentina,Córdoba,"1,95",-,
,Gonzalo Gill,Centre-Back,"Jan 29, 2002 ",22,"['Argentina', 'Paraguay']",Argentina,Rosario,"1,80",-,LB
,Abel Garrido,Centre-Back,"Aug 2, 2002 ",21,"['Argentina', 'Spain']",Argentina,Córdoba,,-,RB   LB
,Bautista Aldunate,Centre-Back,"Mar 7, 2002 ",22,['Argentina'],Argentina,,"1,88",-,
,Emanuel Diaz,Centre-Back,"May 4, 2002 ",21,['Argentina'],Argentina,,"1,82",-,
,Franco Falk,Centre-Back,"Jul 16, 2002 ",21,['Argentina'],Argentina,,"1,85",-,
27.0,Federico Sarra,Centre-Back,"Nov 16, 2002 ",21,"['Argentina', 'Italy']",Argentina,"San Martín, Buenos Aires","1,75",-,RB
,Enzo Barrios,Centre-Back,"Sep 1, 2002 ",21,['Argentina'],Argentina,,,-,
,Ronaldo Welchen,Centre-Back,"Sep 5, 2002 ",21,['Argentina'],Argentina,Humberto Primo,,-,
,Franco Flores,Centre-Back,"Mar 3, 2002 ",22,['Argentina'],Argentina,Posadas,"1,88",-,
,Gonzalo Chale,Centre-Back,"Apr 22, 2002 ",21,['Argentina'],Argentina,,"1,82",-,
,Leandro Villar,Centre-Back,"Jul 9, 2002 ",21,['Argentina'],Argentina,,"1,82",-,
20.0,Facundo Cozzi,Centre-Back,"Jun 5, 2002 ",21,['Argentina'],Argentina,Carcaraña,"1,84",-,
,Jero Almada,Centre-Back,"Jun 19, 2002 ",21,['Argentina'],Argentina,Paraná,"1,89",-,
,Joaquin Guzman Rocchetti,Centre-Back,"Jan 20, 2002 ",22,"['Argentina', 'Italy']",Argentina,,"1,80",-,
,Tomás Torres,Centre-Back,"Apr 5, 2002 ",21,['Argentina'],Argentina,,,-,
,Áaron Agüero,Centre-Back,"Dec 28, 2002 ",21,['Argentina'],Argentina,,"1,86",-,
,Joel Morán,Centre-Back,"Jan 1, 2002 ",22,['Argentina'],Argentina,,,-,
,Valentín Benítez,Centre-Back,"Mar 26, 2002 ",21,['Argentina'],Argentina,Rosario,"1,83",-,RB
31.0,Valentín Gómez,Centre-Back,"Jun 26, 2003 ",20,"['Argentina', 'Spain']",Argentina,San Miguel,"1,81",€8.00m,LB
40.0,Matías Moreno,Centre-Back,"Sep 24, 2003 ",20,['Argentina'],Argentina,La Docta,"1,93",€700k,
42.0,Tomás Palacios,Centre-Back,"Apr 28, 2003 ",20,['Argentina'],Argentina,General Pico,"1,96",€225k,
35.0,Santiago Quirós,Centre-Back,"Mar 4, 2003 ",21,['Argentina'],Argentina,"Avellaneda, Buenos Aires","1,79",€150k,
,Joaquín Postigo,Centre-Back,"Nov 27, 2003 ",20,['Argentina'],Argentina,La Plata,"1,88",€75k,CM
37.0,Kevin Silva,Centre-Back,"Apr 16, 2003 ",20,['Argentina'],Argentina,"Rojas, Buenos Aires","1,85",€50k,
,Hernán Zuliani,Centre-Back,"Dec 1, 2003 ",20,['Argentina'],Argentina,San Juan,"1,80",€50k,
,Nicolás Kozlovsky,Centre-Back,"May 5, 2003 ",20,['Argentina'],Argentina,Buenos Aires,"1,83",€50k,DM
13.0,Valentín Fascendini,Centre-Back,"Mar 13, 2003 ",21,"['Argentina', 'Italy']",Argentina,Ibarlucea,"1,84",€25k,
31.0,Gonzalo Requena,Centre-Back,"Mar 4, 2003 ",21,['Argentina'],Argentina,San Francisco,"1,88",€25k,
,Maximiliano Gay,Centre-Back,"Dec 18, 2003 ",20,['Argentina'],Argentina,"San Francisco, Córdoba","1,78",€25k,
28.0,Luciano Arnijas,Centre-Back,"Mar 20, 2003 ",21,['Argentina'],Argentina,Coronel Moldes,"1,91",€25k,
,Julián Ramírez Kloster,Centre-Back,"Feb 28, 2003 ",21,['Argentina'],Argentina,,,€10k,
20.0,Nicolás Romero,Centre-Back,"Nov 28, 2003 ",20,['Argentina'],Argentina,Chumbicha,"1,86",€3.50m,LB
13.0,Renzo Malanca,Centre-Back,"May 6, 2003 ",20,"['Argentina', 'Italy']",Argentina,Guaymallén,"1,88",€300k,RB
,Santiago Moya,Centre-Back,"Jun 13, 2003 ",20,['Argentina'],Argentina,González Catán,"1,87",€200k,
24.0,Francisco Marco,Centre-Back,"Jun 27, 2003 ",20,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,91",€125k,
26.0,Juan Pablo Ludueña,Centre-Back,"Feb 11, 2003 ",21,['Argentina'],Argentina,Río Primero,"1,85",€50k,
28.0,Thiago Schiavulli,Centre-Back,"Sep 19, 2003 ",20,"['Argentina', 'Italy']",Argentina,"Rosario, Santa Fe","1,79",€50k,
,Iván Cabrera,Centre-Back,"Feb 17, 2003 ",21,['Argentina'],Argentina,Quilmes,"1,79",€50k,LB
24.0,Rafael Profini,Centre-Back,"Sep 9, 2003 ",20,['Argentina'],Argentina,San José de la Esquina,,€25k,
,Leonel Pollacchi,Centre-Back,"May 9, 2003 ",20,['Argentina'],Argentina,"La Plata, Buenos Aires","1,88",€25k,SW   RB
40.0,Valentín Peñalva,Centre-Back,"Jun 4, 2003 ",20,['Argentina'],Argentina,La Plata,"1,85",€25k,
31.0,Leandro Figueredo,Centre-Back,"Jul 12, 2003 ",20,['Argentina'],Argentina,Merlo,"1,94",€25k,DM
32.0,Elías Machuca,Centre-Back,"Mar 28, 2003 ",20,['Argentina'],Argentina,Lanús,"1,80",€25k,
,Federico Bacigaluppi,Centre-Back,"Dec 4, 2003 ",20,['Argentina'],Argentina,,"1,91",€10k,CM
,Axel Poza,Centre-Back,"Apr 20, 2003 ",20,['Argentina'],Argentina,,"1,91",-,
,Rodrigo Torres,Centre-Back,"Feb 14, 2003 ",21,['Argentina'],Argentina,Pichanal,"1,78",-,LB
42.0,Lautaro Carrera,Centre-Back,"May 30, 2003 ",20,['Argentina'],Argentina,Córdoba,"1,88",-,
,Santiago Postel,Centre-Back,"Mar 26, 2003 ",20,['Argentina'],Argentina,Buenos Aires,"1,86",-,
,Luciano Domínguez,Centre-Back,"Oct 27, 2003 ",20,['Argentina'],Argentina,,"1,84",-,
26.0,Federico Postel,Centre-Back,"Mar 26, 2003 ",20,['Argentina'],Argentina,,,-,
,Nahuel Bernabé,Centre-Back,"Jul 18, 2003 ",20,['Argentina'],Argentina,,"1,80",-,
,Emanuel Querini,Centre-Back,"Nov 4, 2003 ",20,['Argentina'],Argentina,,,-,
,Santiago Piccioni,Centre-Back,"Feb 12, 2003 ",21,['Argentina'],Argentina,Manfredi,"1,93",-,
,Dino Andreozzi,Centre-Back,"Apr 25, 2003 ",20,['Argentina'],Argentina,,"1,79",-,
,Samiel Diarte,Centre-Back,"Sep 17, 2003 ",20,['Argentina'],Argentina,,"1,92",-,
6.0,Juan Pablo Rodríguez,Centre-Back,"Jan 18, 2003 ",21,['Argentina'],Argentina,San Juan,"1,78",-,
,Lucas Monzón,Centre-Back,"Jan 9, 2003 ",21,['Argentina'],Argentina,Bernal,"1,82",€10k,
,Dylan Pedraza,Centre-Back,"Feb 26, 2003 ",21,['Argentina'],Argentina,Claypole,"1,91",-,
,Lucas Picech,Centre-Back,"May 15, 2003 ",20,['Argentina'],Argentina,La Sarita,"1,86",-,
,Roman Ivanoff,Centre-Back,"Mar 21, 2003 ",21,"['Argentina', 'Bulgaria']",Argentina,,,-,
22.0,Daniel Zabala,Centre-Back,"Jan 17, 2003 ",21,['Argentina'],Argentina,William Morris,"1,82",-,
,Thomás Bentancor,Centre-Back,"Feb 7, 2003 ",21,['Argentina'],Argentina,Luján,"1,81",-,
,Iván Fernández,Centre-Back,"Jun 7, 2003 ",20,['Argentina'],Argentina,,,-,RB
,Fabricio Villar,Centre-Back,"Jun 1, 2003 ",20,['Argentina'],Argentina,,,-,
,Mateo Prevedini,Centre-Back,"Mar 26, 2003 ",20,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,87",-,
,Martín Vázquez,Centre-Back,"Jan 30, 2003 ",21,['Argentina'],Argentina,,,-,
,Lautaro Diuono,Centre-Back,"Feb 6, 2003 ",21,['Argentina'],Argentina,,,-,RB
,Nicolás Vaquer,Centre-Back,"Apr 4, 2003 ",20,['Argentina'],Argentina,,,-,LB
,Leandro Peña Biafore,Centre-Back,"May 7, 2003 ",20,['Argentina'],Argentina,Pehuajó,"1,75",-,DM
6.0,Tomás Avilés,Centre-Back,"Feb 3, 2004 ",20,"['Argentina', 'Chile']",Argentina,Río Gallegos,"1,86",€5.00m,SW   DM
40.0,Lautaro Di Lollo,Centre-Back,"Mar 10, 2004 ",20,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,87",€250k,
44.0,Lucas Bernabéu,Centre-Back,"Jan 7, 2004 ",20,['Argentina'],Argentina,Santiago del Estero,"1,90",€25k,
,Ramiro Enríquez,Centre-Back,"Mar 18, 2004 ",20,['Argentina'],Argentina,,,€25k,
