Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value
,Carlos Franco,Goalkeeper,"Jan 3, 1992 ",32,['Argentina'],Argentina,Misiones,"1,85",€75k
,Juan Manuel Lungarzo,Goalkeeper,"Dec 12, 1992 ",31,"['Argentina', 'Germany']",Argentina,Chivilcoy,"1,82",€25k
,Jonathan Lemos,Goalkeeper,"Sep 30, 1992 ",31,['Argentina'],Argentina,Buenos Aires,"1,84",-
,Javier Balbuena,Goalkeeper,"Jan 19, 1992 ",32,['Argentina'],Argentina,Moron,"1,87",-
,Leonardo Gomez,Goalkeeper,"Apr 18, 1992 ",31,['Argentina'],Argentina,,"1,90",-
,Juan Pablo Domínguez,Goalkeeper,"Feb 17, 1992 ",32,['Argentina'],Argentina,Buenos Aires,"1,92",-
,Emanuel Alarcón,Goalkeeper,"Nov 11, 1992 ",31,['Argentina'],Argentina,,"1,83",-
,Gonzalo Carniel,Goalkeeper,"Feb 1, 1992 ",32,['Argentina'],Argentina,Buenos Aires,,-
,Alan Minaglia,Goalkeeper,"Jul 16, 1992 ",31,"['Argentina', 'Italy']",Argentina,,"1,80",-
,Abraham Reartes,Goalkeeper,"Apr 26, 1992 ",31,['Argentina'],Argentina,Santa Fe,,-
,Gonzalo Acevedo,Goalkeeper,"Feb 17, 1992 ",32,['Argentina'],Argentina,Salto,,-
,Juan Figueroa,Goalkeeper,"Jul 14, 1992 ",31,['Argentina'],Argentina,,"1,76",-
1,Walter Benítez,Goalkeeper,"Jan 19, 1993 ",31,"['Argentina', 'France']",Argentina,General San Martín,"1,91",€13.00m
25,Nahuel Losada,Goalkeeper,"Apr 17, 1993 ",30,['Argentina'],Argentina,Berisso,"1,88",€3.00m
22,Nicolás Avellaneda,Goalkeeper,"Feb 24, 1993 ",31,['Argentina'],Argentina,Río Tercero,"1,91",€300k
13,Juan Dobboletta,Goalkeeper,"Jan 6, 1993 ",31,['Argentina'],Argentina,Carcarañá,"1,85",€75k
,Franco Agüero,Goalkeeper,"Mar 24, 1993 ",30,['Argentina'],Argentina,Pergamino (BUE),"1,91",€50k
,Mauricio Aquino,Goalkeeper,"Oct 27, 1993 ",30,['Argentina'],Argentina,Jacinto Arauz,"1,85",€10k
,Franco Kratina,Goalkeeper,"Jul 13, 1993 ",30,['Argentina'],Argentina,Córdoba,"1,83",-
,Lucas Roa,Goalkeeper,"Jul 21, 1993 ",30,['Argentina'],Argentina,,"1,85",-
,Fernando Vijande,Goalkeeper,"Nov 9, 1993 ",30,"['Argentina', 'Spain']",Argentina,General Viamonte,"1,93",-
1,Mauro Alcaraz,Goalkeeper,N/A ,31,"['Argentina', 'Italy']",Argentina,Viedma,"1,85",-
,Facundo Tavolieri,Goalkeeper,"Apr 28, 1993 ",30,"['Argentina', 'Italy']",Argentina,,"1,88",-
,Mauro Leguiza,Goalkeeper,"Aug 14, 1993 ",30,['Argentina'],Argentina,Resistencia,"1,86",-
,Franco Thomas,Goalkeeper,"Jul 2, 1993 ",30,"['Argentina', 'Italy']",Argentina,Tandil,"1,88",-
1,Conan Ledesma,Goalkeeper,"Feb 13, 1993 ",31,"['Argentina', 'Italy']",Argentina,Pergamino,"1,86",€6.00m
1,Nico Ratti,Goalkeeper,"Sep 18, 1993 ",30,"['Argentina', 'Italy']",Argentina,San Rafael,"1,79",€400k
25,Brian Olivera,Goalkeeper,"Dec 13, 1993 ",30,['Argentina'],Argentina,Córdoba (CBA),"1,83",€300k
,Cristian Arce,Goalkeeper,"Aug 27, 1993 ",30,['Argentina'],Argentina,Buenos Aires,"1,82",€50k
,Luciano Silva,Goalkeeper,"Aug 4, 1993 ",30,['Argentina'],Argentina,Mendoza,"1,85",€10k
,Gabriel Azcona,Goalkeeper,"Jan 3, 1993 ",31,['Argentina'],Argentina,,,-
,Ceferino Arregui,Goalkeeper,"Sep 13, 1993 ",30,['Argentina'],Argentina,Senillosa,,-
,Germán Yacaruso,Goalkeeper,"Jan 6, 1993 ",31,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,90",-
,Matias Vivaldo,Goalkeeper,"Dec 4, 1993 ",30,"['Argentina', 'Spain']",Argentina,Buenos Aires,"1,97",-
,Leonardo Torres,Goalkeeper,"Apr 12, 1993 ",30,['Argentina'],Argentina,,,-
,Francisco Del Riego,Goalkeeper,"Mar 24, 1993 ",30,['Argentina'],Argentina,Rivadavia (BUE),"1,82",-
,Nicolas Arjona,Goalkeeper,"Aug 31, 1993 ",30,"['Argentina', 'Italy']",Argentina,Mendoza,"1,82",-
,Carlos Marques,Goalkeeper,"Feb 23, 1993 ",31,['Argentina'],Argentina,Buenos Aires,"1,88",-
,Pablo Adasme,Goalkeeper,"Oct 25, 1993 ",30,['Argentina'],Argentina,San Rafael,"1,82",-
,Guido Rossetti,Goalkeeper,"May 12, 1993 ",30,['Argentina'],Argentina,Suipacha (BUE),,-
,Ignacio Torres,Goalkeeper,"Mar 23, 1993 ",30,['Argentina'],Argentina,Necochea,"1,86",-
,Nicolás Báez,Goalkeeper,"Aug 27, 1993 ",30,['Argentina'],Argentina,Arata,"1,83",-
,Nehemías Macedo,Goalkeeper,"Feb 17, 1993 ",31,['Argentina'],Argentina,Buenos Aires,,-
,Matías Draghi,Goalkeeper,"Feb 22, 1993 ",31,['Argentina'],Argentina,San Rafael,"1,90",-
,Alan Depotte,Goalkeeper,"May 18, 1993 ",30,['Argentina'],Argentina,Buenos Aires,"1,83",-
,Brian Ferri,Goalkeeper,"Jul 26, 1993 ",30,['Argentina'],Argentina,Venado Tuerto,"1,84",-
1,Juan Musso,Goalkeeper,"May 6, 1994 ",29,"['Argentina', 'Italy']",Argentina,San Nicolás,"1,91",€6.50m
34,Andrés Mehring,Goalkeeper,"Apr 19, 1994 ",29,['Argentina'],Argentina,Franck,"1,91",€350k
,Matías Basterrechea,Goalkeeper,"Jan 2, 1994 ",30,"['Argentina', 'Portugal']",Argentina,La Plata,"1,91",€100k
,Matías Wysocki,Goalkeeper,"Feb 18, 1994 ",30,['Argentina'],Argentina,Buenos Aires,"1,87",€10k
,Álvaro Rezzano,Goalkeeper,"Jul 7, 1994 ",29,"['Argentina', 'United States']",Argentina,Buenos Aires,"1,93",-
,Ignacio Díaz Peyrous,Goalkeeper,"Mar 26, 1994 ",29,['Argentina'],Argentina,Capital Federal,"1,88",-
,Juan Torralba,Goalkeeper,"Jun 19, 1994 ",29,['Argentina'],Argentina,Mar del Plata,"1,90",-
,Fermín Holgado,Goalkeeper,"May 17, 1994 ",29,"['Argentina', 'Spain']",Argentina,Trenque Lauquen (BUE),"1,96",-
,Ariel Bogarín,Goalkeeper,"Nov 1, 1994 ",29,['Argentina'],Argentina,Adrogué,,-
,Fernando Lugo,Goalkeeper,"Jul 7, 1994 ",29,['Argentina'],Argentina,Buenos Aires,"1,88",-
,Alan Aldalla,Goalkeeper,"Jul 5, 1994 ",29,['Argentina'],Argentina,Mendoza,"1,88",-
,Ignacio Acordino,Goalkeeper,"Jan 25, 1994 ",30,"['Argentina', 'Italy']",Argentina,Chacras de Coria,,-
,Nicolás Sequeira,Goalkeeper,"Aug 30, 1994 ",29,['Argentina'],Argentina,Venado Tuerto,"1,82",-
1,Joaquín Papaleo,Goalkeeper,"Mar 23, 1994 ",29,['Argentina'],Argentina,Santo Tomé,"1,88",€350k
,Rodrigo Saracho,Goalkeeper,"Jan 6, 1994 ",30,['Argentina'],Argentina,General Pacheco,"1,93",€175k
,Bruno Galván,Goalkeeper,"May 8, 1994 ",29,['Argentina'],Argentina,Buenos Aires,"1,86",€100k
,Gonzalo Rehak,Goalkeeper,"Jan 11, 1994 ",30,"['Argentina', 'Italy']",Argentina,Bernal,"1,86",€10k
1,Santiago Sendín,Goalkeeper,"Dec 8, 1994 ",29,"['Argentina', 'Spain']",Argentina,,"1,82",-
,Franco Moscaritolo,Goalkeeper,"Aug 5, 1994 ",29,"['Argentina', 'Italy']",Argentina,Neuquén (NEU),"1,84",-
,Sergio Meli,Goalkeeper,"Aug 27, 1994 ",29,['Argentina'],Argentina,,,-
,Lucio Cid Hernando,Goalkeeper,"Oct 5, 1994 ",29,"['Argentina', 'Spain']",Argentina,Buenos Aires,"1,80",-
,Lucio Chiappero,Goalkeeper,"May 26, 1994 ",29,['Argentina'],Argentina,Hersilia,"1,87",-
35,Oscar Acosta,Goalkeeper,"Sep 9, 1994 ",29,['Argentina'],Argentina,Rawson,"1,90",-
,Gonzalo Yordan,Goalkeeper,"Mar 20, 1994 ",30,['Argentina'],Argentina,,"1,85",-
,Ariel Bulasio,Goalkeeper,"Jun 4, 1994 ",29,['Argentina'],Argentina,Mar del Plata,"1,91",-
1,Agustín Rossi,Goalkeeper,"Aug 21, 1995 ",28,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,93",€6.00m
1,Tomás Marchiori,Goalkeeper,"Jun 20, 1995 ",28,"['Argentina', 'Italy']",Argentina,Godoy Cruz,"1,86",€2.80m
1,José Devecchi,Goalkeeper,"Jul 9, 1995 ",28,"['Argentina', 'Italy']",Argentina,Corrientes,"1,89",€1.70m
42,Lucas Acosta,Goalkeeper,"Mar 12, 1995 ",29,['Argentina'],Argentina,Córdoba,"1,87",€750k
1,Maximiliano Velazco,Goalkeeper,"Mar 8, 1995 ",29,['Argentina'],Argentina,Villa Constitución,"1,86",€350k
,Facundo Ferrero,Goalkeeper,"Apr 5, 1995 ",28,['Argentina'],Argentina,La Reja,"1,84",€125k
,Matías Budiño,Goalkeeper,"Jul 3, 1995 ",28,['Argentina'],Argentina,San Pedro,"1,87",€75k
,Damián Tello,Goalkeeper,"Sep 23, 1995 ",28,['Argentina'],Argentina,Mendoza,"1,90",€25k
,Mariano Ramos,Goalkeeper,"Jan 20, 1995 ",29,['Argentina'],Argentina,,,-
,Octavio Blanchet,Goalkeeper,"May 15, 1995 ",28,['Argentina'],Argentina,,"1,78",-
,Jairo Diaz,Goalkeeper,"Apr 12, 1995 ",28,['Argentina'],Argentina,,"1,83",-
23,Nicolás Felker,Goalkeeper,"Jul 27, 1995 ",28,['Argentina'],Argentina,,"1,90",-
1,Esteban Ruíz Díaz,Goalkeeper,"Jul 20, 1995 ",28,['Argentina'],Argentina,,"1,85",-
22,Ezequiel Unsain,Goalkeeper,"Mar 9, 1995 ",29,['Argentina'],Argentina,Villa Alcaraz,"1,88",€3.00m
13,Lucas Chaves,Goalkeeper,"Aug 9, 1995 ",28,['Argentina'],Argentina,Martín Coronado,"1,82",€1.80m
23,Nelson Insfrán,Goalkeeper,"May 24, 1995 ",28,['Argentina'],Argentina,Clorinda,"1,79",€800k
13,Daniel Sappa,Goalkeeper,"Feb 9, 1995 ",29,['Argentina'],Argentina,Villa Elisa,"1,93",€400k
1,Nicolás Temperini,Goalkeeper,"Feb 9, 1995 ",29,['Argentina'],Argentina,Villa Eloisa,"1,86",€200k
,Lisandro Mitre,Goalkeeper,"Dec 18, 1995 ",28,['Argentina'],Argentina,,"1,85",€100k
1,Marcos Zappacosta,Goalkeeper,"Apr 17, 1995 ",28,"['Argentina', 'Italy']",Argentina,Mar del Plata,"1,88",€50k
1,Mateo Grasso,Goalkeeper,"Dec 6, 1995 ",28,"['Argentina', 'Italy']",Argentina,Córdoba,"1,87",€25k
,Rafael Lapi,Goalkeeper,"Nov 16, 1995 ",28,['Argentina'],Argentina,,"1,85",-
,Juan Cruz Cavagna,Goalkeeper,"Feb 21, 1995 ",29,['Argentina'],Argentina,,"1,78",-
,Alexis Bonet,Goalkeeper,"Mar 15, 1995 ",29,['Argentina'],Argentina,Corral De Bustos (Córdoba),"1,86",-
,David Correa,Goalkeeper,"Jul 8, 1995 ",28,['Argentina'],Argentina,,"1,81",-
,Germán Cheppi,Goalkeeper,"Sep 8, 1995 ",28,['Argentina'],Argentina,,,-
,Lautaro Menéndez,Goalkeeper,"May 8, 1995 ",28,"['Argentina', 'Italy']",Argentina,Laborde,"1,85",-
,Matías Soler,Goalkeeper,"Apr 18, 1995 ",28,['Argentina'],Argentina,San Pedro,"1,76",-
,Emilio Di Fulvio,Goalkeeper,"May 17, 1995 ",28,['Argentina'],Argentina,Carreras,"1,80",-
,Tomás Figueroa,Goalkeeper,"Apr 20, 1995 ",28,['Argentina'],Argentina,Buenos Aires,"1,83",-
,Alan Martínez,Goalkeeper,"Jan 19, 1995 ",29,"['Argentina', 'Italy']",Argentina,San Rafael Mendoza,"1,95",-
,Martín García,Goalkeeper,"Mar 9, 1995 ",29,['Argentina'],Argentina,Bahía Blanca,"1,81",-
,Gonzalo Laborda,Goalkeeper,"Jan 13, 1995 ",29,"['Argentina', 'Italy']",Argentina,Saladillo,"1,94",-
,Juan Boiero,Goalkeeper,"Sep 30, 1995 ",28,"['Argentina', 'Italy']",Argentina,Córdoba,"1,90",-
,Matías Vaccaneo,Goalkeeper,"Jun 12, 1995 ",28,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,92",-
,René Moyano,Goalkeeper,"Mar 16, 1995 ",29,['Argentina'],Argentina,San Miguel,"1,78",-
,Yannick Millenaar,Goalkeeper,"Feb 9, 1995 ",29,"['Netherlands', 'Argentina']",Argentina,Buenos Aires,"1,87",-
25,Augusto Batalla,Goalkeeper,"Apr 30, 1996 ",27,"['Argentina', 'Italy']",Argentina,Hurlingham,"1,86",€6.00m
1,Ignacio Chicco,Goalkeeper,"Jun 30, 1996 ",27,['Argentina'],Argentina,Brinkmann,"1,84",€1.30m
25,Gastón Gómez,Goalkeeper,"Mar 4, 1996 ",28,['Argentina'],Argentina,Mar del Plata,"1,90",€1.00m
13,Marcos Ledesma,Goalkeeper,"Sep 15, 1996 ",27,['Argentina'],Argentina,Río Cuarto,"1,91",€800k
12,Roberto Ramírez,Goalkeeper,"Jul 7, 1996 ",27,['Argentina'],Argentina,Mendoza,"1,88",€275k
,Alan Sosa,Goalkeeper,"Apr 27, 1996 ",27,['Argentina'],Argentina,Reconquista,"1,83",€175k
,Gabriel Atamañuk,Goalkeeper,"Apr 9, 1996 ",27,"['Argentina', 'Ukraine']",Argentina,Moreno (BUE),"1,92",€50k
,Joaquín Mendive,Goalkeeper,"Aug 8, 1996 ",27,"['Argentina', 'Italy']",Argentina,Ezeiza,"1,83",€50k
,Facundo Abraham,Goalkeeper,"Jan 8, 1996 ",28,['Argentina'],Argentina,,"1,84",€25k
,Alan González,Goalkeeper,"Jul 22, 1996 ",27,['Argentina'],Argentina,Lomas de Zamora (BUE),"1,87",€10k
,Facundo Désima,Goalkeeper,"Apr 11, 1996 ",27,['Argentina'],Argentina,,,-
,Nicolás Grande,Goalkeeper,"Jul 7, 1996 ",27,['Argentina'],Argentina,,"1,86",-
,Juan Cruz Cuesta,Goalkeeper,"Jul 9, 1996 ",27,['Argentina'],Argentina,Pergamino (BUE),"1,90",-
12,Matías Mansilla,Goalkeeper,"Feb 15, 1996 ",28,['Argentina'],Argentina,Los Juríes,"1,91",€2.00m
13,Facundo Altamirano,Goalkeeper,"Mar 21, 1996 ",28,['Argentina'],Argentina,Rojas,"1,86",€1.30m
1,Nicolás Campisi,Goalkeeper,"Oct 29, 1996 ",27,['Argentina'],Argentina,Viedma,"1,88",€800k
20,Axel Werner,Goalkeeper,"Feb 28, 1996 ",28,"['Argentina', 'Italy']",Argentina,Rafaela,"1,91",€600k
,Leonardo Silva,Goalkeeper,"Jul 15, 1996 ",27,['Argentina'],Argentina,Santa Fe,"1,85",€225k
34,Marco Wolff,Goalkeeper,"Dec 14, 1996 ",27,"['Argentina', 'Israel']",Argentina,Buenos Aires,"1,90",€150k
,Brian Bustos,Goalkeeper,"Aug 22, 1996 ",27,['Argentina'],Argentina,Larroque,"1,85",€50k
30,Gonzalo Paz,Goalkeeper,"May 29, 1996 ",27,['Argentina'],Argentina,Lomas de Zamora,"1,85",€25k
,Nahuel Pezzini,Goalkeeper,"Nov 13, 1996 ",27,['Argentina'],Argentina,Chajarí,"1,86",€25k
,Matías Bravo,Goalkeeper,"Jun 5, 1996 ",27,['Argentina'],Argentina,,,-
,Sebastián Nieto,Goalkeeper,"Sep 1, 1996 ",27,['Argentina'],Argentina,Capital Federal,"1,86",-
,David Rodriguez,Goalkeeper,"Feb 28, 1996 ",28,['Argentina'],Argentina,,"1,83",-
1,Jorge Serra,Goalkeeper,"Aug 26, 1996 ",27,['Argentina'],Argentina,,"1,82",-
,Tiago Libares,Goalkeeper,"Dec 15, 1996 ",27,['Argentina'],Argentina,Buenos Aires,"1,85",-
,Pedro Formosa,Goalkeeper,"Feb 1, 1996 ",28,['Argentina'],Argentina,,,-
,Nahuel Clavero,Goalkeeper,"Jun 4, 1996 ",27,['Argentina'],Argentina,,"1,84",-
,Gianfranco Cao,Goalkeeper,"Sep 14, 1996 ",27,"['Argentina', 'Italy']",Argentina,Capitán Bermúdez,"1,88",-
,Alan Ferreyra,Goalkeeper,"Apr 18, 1996 ",27,['Argentina'],Argentina,"Berazategui, Buenos Aires","1,85",-
,Pablo Fernández,Goalkeeper,"Aug 14, 1996 ",27,['Argentina'],Argentina,,,-
,Joaquín Aylagas,Goalkeeper,"Mar 15, 1996 ",28,['Argentina'],Argentina,Santa Fe,"1,84",-
,Tómas Casas,Goalkeeper,"Sep 27, 1996 ",27,['Argentina'],Argentina,Mina Clavero,"1,83",-
,Jonathan Sánchez,Goalkeeper,"Aug 3, 1996 ",27,['Argentina'],Argentina,Córdoba,,-
,Ezequiel Bacher,Goalkeeper,"Apr 26, 1996 ",27,['Argentina'],Argentina,Buenos Aires,"1,90",-
,Joaquín Marchionno,Goalkeeper,"May 13, 1996 ",27,['Argentina'],Argentina,Buenos Aires,"1,87",-
1,Guillermo Pedelacq,Goalkeeper,"Feb 27, 1996 ",28,['Argentina'],Argentina,,"1,83",-
,Enzo López,Goalkeeper,"Nov 19, 1996 ",27,['Argentina'],Argentina,Santiago del Estero,"1,85",-
,Federico Rojas,Goalkeeper,"Oct 21, 1996 ",27,['Argentina'],Argentina,,,-
1,Joaquin Ketlun,Goalkeeper,"Apr 2, 1996 ",27,"['Argentina', 'Croatia']",Argentina,Buenos Aires,"1,86",-
,Agustín Rodríguez,Goalkeeper,"Nov 14, 1996 ",27,['Argentina'],Argentina,,,-
,Iván López,Goalkeeper,"Feb 17, 1996 ",28,['Argentina'],Argentina,Pontevedra,"1,87",-
,Franco Pizzicanella,Goalkeeper,"May 29, 1996 ",27,['Argentina'],Argentina,San Miguel de Tucumán,"1,83",-
25,Facundo Cambeses,Goalkeeper,"Apr 9, 1997 ",26,"['Argentina', 'Italy']",Argentina,Adrogué,"1,86",€3.30m
33,Ezequiel Centurión,Goalkeeper,"May 20, 1997 ",26,['Argentina'],Argentina,Cipolletti,"1,84",€600k
,Lucas Bruera,Goalkeeper,"Oct 19, 1997 ",26,['Argentina'],Argentina,La Plata,"1,84",€300k
25,Franco Ravizzoli,Goalkeeper,"Jul 9, 1997 ",26,['Argentina'],Argentina,Mar del Plata,"1,88",€200k
,Juan Pablo Noce,Goalkeeper,"Aug 5, 1997 ",26,"['Argentina', 'Italy']",Argentina,City Bell,"1,85",€25k
,Santiago Nogales,Goalkeeper,"Dec 27, 1997 ",26,['Argentina'],Argentina,,,-
,Nahuel Cajal,Goalkeeper,"Feb 18, 1997 ",27,['Argentina'],Argentina,Mar del Plata,"1,80",-
,Juan Pablo Lungarzo,Goalkeeper,"Oct 10, 1997 ",26,"['Argentina', 'Germany']",Argentina,Chivilcoy,"1,89",-
,Ignacio Colombo,Goalkeeper,"Aug 20, 1997 ",26,['Argentina'],Argentina,Rosario,"1,92",-
,Daniel Ibáñez,Goalkeeper,"Nov 28, 1997","Nov 28, 1997",['Argentina'],Argentina,Tucumán,,-
,Cristian Martínez,Goalkeeper,"Aug 5, 1997 ",26,['Argentina'],Argentina,General San Martín (COR),"1,89",-
,Juan Pablo Mazza,Goalkeeper,"Feb 28, 1997 ",27,['Argentina'],Argentina,Tandil,"1,83",-
,Nicolás Stella,Goalkeeper,"Mar 26, 1997 ",26,['Argentina'],Argentina,Avellaneda,"1,88",-
12,Ramiro Macagno,Goalkeeper,"Mar 18, 1997 ",27,"['Argentina', 'Italy']",Argentina,Alicia,"1,85",€2.50m
30,Marcelo Miño,Goalkeeper,"Aug 21, 1997 ",26,['Argentina'],Argentina,Guatimozín,"1,86",€350k
1,Juan Bolado,Goalkeeper,"Jul 22, 1997 ",26,"['Argentina', 'Italy']",Argentina,Mendoza,"1,82",€250k
,Leandro Finochietto,Goalkeeper,"Apr 25, 1997 ",26,"['Argentina', 'Italy']",Argentina,Capital Federal,"1,86",€175k
,Eros de Luca,Goalkeeper,"Nov 10, 1997 ",26,"['Argentina', 'Italy']",Argentina,Buenos Aires,"1,91",-
,Alexis Escalzo,Goalkeeper,"Aug 2, 1997 ",26,['Argentina'],Argentina,,,-
,Mauro Priotti,Goalkeeper,"Mar 1, 1997 ",27,['Argentina'],Argentina,,"1,81",-
,Brian Beiró,Goalkeeper,"Sep 2, 1997 ",26,['Argentina'],Argentina,,"1,88",-
30,Nicolas Delpino,Goalkeeper,N/A ,26,"['Argentina', 'Italy']",Argentina,Los Zorros,"1,92",-
,Federico Gesualdi,Goalkeeper,"Sep 9, 1997 ",26,"['Argentina', 'Italy']",Argentina,Lomas de Zamora,"1,91",-
,Lucas Robledo,Goalkeeper,"Apr 26, 1997 ",26,['Argentina'],Argentina,,,-
,Matías Montero,Goalkeeper,"Jan 15, 1997 ",27,['Argentina'],Argentina,San Miguel de Tucumán,"1,81",-
,Emmanuel Cirrincione,Goalkeeper,"Apr 4, 1997 ",26,"['Argentina', 'Italy']",Argentina,Mendoza,"1,86",-
,Franco Vélez,Goalkeeper,"Feb 8, 1997 ",27,['Argentina'],Argentina,,"1,88",-
,Camilo Veloz,Goalkeeper,"May 21, 1997 ",26,['Argentina'],Argentina,,"1,86",-
,Nicolás Maza,Goalkeeper,"May 27, 1997 ",26,['Argentina'],Argentina,Pergamino (BUE),,-
,Guillermo Bachke,Goalkeeper,"Mar 22, 1997 ",26,['Argentina'],Argentina,Andresito,"1,84",-
,Lucas Cabrera,Goalkeeper,"Mar 2, 1997 ",27,['Argentina'],Argentina,,,-
,Javier Bustillos,Goalkeeper,"Mar 5, 1997 ",27,['Argentina'],Argentina,Santos Lugares,"1,86",-
,Kevin Humeler,Goalkeeper,"Apr 2, 1997 ",26,['Argentina'],Argentina,San Jerónimo Norte,"1,84",-
,Juan Berardo,Goalkeeper,"Sep 8, 1997 ",26,"['Argentina', 'Italy']",Argentina,,"1,85",-
1,Franco Petroli,Goalkeeper,"Jun 11, 1998 ",25,['Argentina'],Argentina,Avellaneda,"1,88",€2.00m
,Emiliano González,Goalkeeper,"May 29, 1998 ",25,['Argentina'],Argentina,Villa Mercedes,"1,93",€600k
,Tomás Giménez,Goalkeeper,"Oct 29, 1998 ",25,['Argentina'],Argentina,Mendoza,"1,85",€500k
22,Guido Villar,Goalkeeper,"Feb 15, 1998 ",26,['Argentina'],Argentina,Bahía Blanca,"1,93",€350k
31,Nicolás Forastiero,Goalkeeper,"Jul 15, 1998 ",25,['Argentina'],Argentina,Buenos Aires,"1,81",€150k
13,Juan Flere,Goalkeeper,"May 12, 1998 ",25,"['Argentina', 'Italy']",Argentina,Bariloche,"1,83",€100k
,Matías Borgogno,Goalkeeper,"Aug 21, 1998 ",25,"['Argentina', 'Italy']",Argentina,San Francisco,"1,88",€50k
,Federico Abadía,Goalkeeper,"Jun 12, 1998 ",25,['Argentina'],Argentina,Roberts,"1,87",€25k
22,Robertino Lanziani,Goalkeeper,"Jan 17, 1998 ",26,"['Argentina', 'Italy']",Argentina,Rosario,"1,92",€25k
,Mauricio Nievas,Goalkeeper,"Apr 14, 1998 ",25,['Argentina'],Argentina,General Cabrera,"1,85",€10k
,Franco Rivasseau,Goalkeeper,"Jul 10, 1998 ",25,['Argentina'],Argentina,Paraná (Entre Ríos),"1,89",€10k
,Fabricio Hass,Goalkeeper,"Mar 27, 1998 ",25,['Argentina'],Argentina,Santiago del Estero,"1,86",€10k
,Lucas Arce,Goalkeeper,"Jun 9, 1998 ",25,['Argentina'],Argentina,,,-
31,Juan Pablo Cozzani,Goalkeeper,"Oct 9, 1998 ",25,['Argentina'],Argentina,Mendoza,"1,84",€1.00m
31,Matías Tagliamonte,Goalkeeper,"Feb 19, 1998 ",26,['Argentina'],Argentina,Rafaela,"1,94",€600k
21,Marcos Peano,Goalkeeper,"Oct 15, 1998 ",25,['Argentina'],Argentina,Freyre,"1,87",€400k
,Williams Barlasina,Goalkeeper,"Jun 29, 1998 ",25,['Argentina'],Argentina,Providencia,"1,95",€175k
,Tomás Sultani,Goalkeeper,"Jun 22, 1998 ",25,"['Argentina', 'Portugal']",Argentina,Garín,"1,85",€100k
,Juan Pablo Romero,Goalkeeper,"Jun 2, 1998 ",25,['Argentina'],Argentina,Elortondo,"1,81",€75k
,Joaquin Bigo,Goalkeeper,"Jul 13, 1998 ",25,['Argentina'],Argentina,Río Cuarto,"1,83",€25k
,Jeremías Young,Goalkeeper,"Feb 3, 1998 ",26,"['Argentina', 'Uruguay']",Argentina,Colonia Caroya,"1,90",€25k
,Federico Bonansea,Goalkeeper,"Mar 13, 1998 ",26,"['Argentina', 'Italy']",Argentina,Dalmacio Vélez Sarsfield,"1,87",€25k
,Agustín Alastra,Goalkeeper,"Dec 19, 1998 ",25,['Argentina'],Argentina,Rosario,"1,91",€10k
,Lautaro Petruchi,Goalkeeper,"Sep 1, 1998 ",25,['Argentina'],Argentina,Córdoba,"1,84",€10k
,Franco Dobler,Goalkeeper,"Jul 26, 1998 ",25,['Argentina'],Argentina,,,-
,Segundo Cejas,Goalkeeper,"Jul 10, 1998 ",25,['Argentina'],Argentina,,"1,90",-
,Marcos Abrahin,Goalkeeper,"Apr 29, 1998 ",25,['Argentina'],Argentina,,"1,86",-
,Nicolas Dormisch,Goalkeeper,"Aug 22, 1998 ",25,['Argentina'],Argentina,Buenos Aires,"1,86",-
22,Gustavo Tesonotte,Goalkeeper,"Jul 8, 1998 ",25,['Argentina'],Argentina,Berazategui,,-
,Juan Cruz Nadal,Goalkeeper,"Jun 6, 1998 ",25,['Argentina'],Argentina,,"1,90",-
,Luciano Guarracino,Goalkeeper,"Sep 21, 1998 ",25,['Argentina'],Argentina,Esquel,"1,85",-
,Matías Blengio,Goalkeeper,"Apr 14, 1998 ",25,['Argentina'],Argentina,San Fernando,,-
34,Marco Espíndola,Goalkeeper,"May 26, 1998 ",25,['Colombia'],Argentina,,,-
,Mauro Rodríguez,Goalkeeper,"Apr 9, 1998 ",25,['Argentina'],Argentina,Mendoza,"1,91",-
,Juan Jaime,Goalkeeper,"Jan 2, 1998 ",26,['Argentina'],Argentina,,"1,78",-
,Javier Gerez,Goalkeeper,"Mar 14, 1998 ",26,['Argentina'],Argentina,,"1,80",-
,Tabaré Benítez,Goalkeeper,"May 11, 1998 ",25,['Argentina'],Argentina,Córdoba (CBA),,-
,Joaquín De Los Reyes,Goalkeeper,"Dec 3, 1998 ",25,['Argentina'],Argentina,Corrientes,"1,86",-
19,Franco Jose Ferrarezi,Goalkeeper,"Mar 19, 1998 ",26,"['Argentina', 'Italy']",Argentina,"Junin, Buenos Aires","1,87",-
,Daniel Acosta,Goalkeeper,"Jul 24, 1998 ",25,['Argentina'],Argentina,,"1,86",-
,Tomás Catelli,Goalkeeper,"Jan 24, 1998 ",26,"['Argentina', 'Italy']",Argentina,Moron,"1,91",-
,Gonzalo Arce,Goalkeeper,"Jul 16, 1998 ",25,['Argentina'],Argentina,Berazategui (BUE),,-
,Estéfano Francesconi,Goalkeeper,"Apr 6, 1998 ",25,['Argentina'],Argentina,Alcorta,"1,85",-
,Alejandro Rivero,Goalkeeper,"Jun 12, 1998 ",25,['Argentina'],Argentina,,"1,89",-
