Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions
,Cédric Camatte,Left-Back,"Mar 23, 1987 ",36,['France'],France,Miramas,"1,75",-,CB
,Thomas Cotty,Left-Back,"May 9, 1987 ",36,['France'],France,Morlaix,"1,81",-,
,Damien Moulin,Left-Back,"Jan 3, 1987 ",37,['France'],France,Nevers,"1,83",-,CB
,Jean-Philippe Sabo,Left-Back,"Feb 26, 1987 ",37,['France'],France,Gouvieux,"1,74",-,LM
,Jordan Chort,Left-Back,"Mar 6, 1987 ",36,['France'],France,Bruges,"1,80",-,CB
,Kévin Bodin,Left-Back,"Mar 30, 1987 ",36,['France'],France,Quimperlé,"1,70",-,
,Marek Amiri,Left-Back,"Feb 24, 1987 ",37,"['France', 'Algeria']",France,Marseille,"1,72",-,
,Flavien Belson,Left-Back,"Feb 22, 1987 ",37,"['Guadeloupe', 'France']",France,Sainte-Adresse,"1,87",-,DM   CM
,Simon Buquet,Left-Back,"Mar 30, 1988 ",35,['France'],France,Saint-Valery-en-Caux,"1,80",-,
,Yannick Konki,Left-Back,"Nov 19, 1988 ",35,['France'],France,Agen,"1,75",-,
,Anthony Salis,Left-Back,"Oct 13, 1988 ",35,['France'],France,Bastia,"1,75",-,
,Maxime Le Borgne,Left-Back,"Jul 17, 1988 ",35,['France'],France,Lorient,"1,79",-,CB
,Yoann Grosperrin,Left-Back,"Aug 20, 1988 ",35,['France'],France,Belfort,"1,80",-,CB
,Sami Marzougui,Left-Back,"Jun 28, 1988 ",35,['France'],France,Paris,"1,80",-,
,Ousmane Diaby,Left-Back,"Oct 26, 1988 ",35,"['Senegal', 'France']",France,Moulins,"1,73",-,
,Jonathan Bertho,Left-Back,"Jan 26, 1988 ",36,['France'],France,Nantes,"1,78",-,RB   LM
,Judicaël Crillon,Left-Back,"Nov 21, 1988 ",35,['France'],France,Nancy,"1,79",-,LM   LW
,Jean-Alain Fanchone,Left-Back,"Sep 2, 1988 ",35,"['France', 'Guadeloupe']",France,Mulhouse,"1,75",-,LM
,Gauthier Pinaud,Left-Back,"Jan 8, 1988 ",36,['France'],France,Châteauroux,"1,77",-,RB   RM
,Rachid Mekheldi,Left-Back,"Jan 25, 1988 ",36,"['France', 'Algeria']",France,Antibes,"1,85",-,LM
,Arnold Bouka Moutou,Left-Back,"Nov 28, 1988 ",35,"['Congo', 'France']",France,Reims,"1,78",-,LW
,Aboubacar Dabo,Left-Back,"Oct 18, 1988 ",35,['France'],France,Saint-Denis,"1,75",-,
,Amar Benmelouka,Left-Back,"May 6, 1988 ",35,"['Algeria', 'France']",France,Villeurbanne,"1,85",-,CB
,Benjamin Garnier,Left-Back,"Aug 2, 1988 ",35,['France'],France,Nevers,"1,88",-,LM   CB
,Richard Pelletier,Left-Back,"Nov 30, 1988 ",35,['France'],France,Niort,"1,83",-,LM
,Jérémy Prieur,Left-Back,"May 5, 1988 ",35,['France'],France,Rouen,"1,81",-,LM   LW
,Fouad El Attaria,Left-Back,"Mar 14, 1988 ",35,"['France', 'Morocco']",France,Gueugnon,"1,78",-,
,Xavier Burdin,Left-Back,"May 3, 1988 ",35,['France'],France,Metz,"1,90",-,
,Benjamin Graton,Left-Back,"May 1, 1988 ",35,['France'],France,Mont-Saint-Aignan,"1,72",-,LM
,Benjamin Remaut,Left-Back,"Feb 28, 1988 ",36,['France'],France,Bordeaux,"1,77",-,
,Emmanuel Imorou,Left-Back,"Sep 16, 1988 ",35,"['Benin', 'France']",France,Bourges,"1,81",-,
,Wilfried Moimbé,Left-Back,"Oct 18, 1988 ",35,"['France', 'Réunion']",France,Vichy,"1,73",-,LM
,Stéphane Kakou,Left-Back,"Feb 5, 1988 ",36,"['France', ""Cote d'Ivoire""]",France,Vélizy-Villacoublay,"1,73",-,LM
,Cheikh M'Bengue,Left-Back,"Jul 23, 1988 ",35,"['Senegal', 'France']",France,Toulouse,"1,83",-,
,Simon Buquet,Left-Back,"Mar 30, 1988 ",35,['France'],France,Saint-Valery-en-Caux,"1,80",-,
,Yannick Konki,Left-Back,"Nov 19, 1988 ",35,['France'],France,Agen,"1,75",-,
,Anthony Salis,Left-Back,"Oct 13, 1988 ",35,['France'],France,Bastia,"1,75",-,
,Maxime Le Borgne,Left-Back,"Jul 17, 1988 ",35,['France'],France,Lorient,"1,79",-,CB
,Yoann Grosperrin,Left-Back,"Aug 20, 1988 ",35,['France'],France,Belfort,"1,80",-,CB
,Sami Marzougui,Left-Back,"Jun 28, 1988 ",35,['France'],France,Paris,"1,80",-,
,Ousmane Diaby,Left-Back,"Oct 26, 1988 ",35,"['Senegal', 'France']",France,Moulins,"1,73",-,
,Jonathan Bertho,Left-Back,"Jan 26, 1988 ",36,['France'],France,Nantes,"1,78",-,RB   LM
,Judicaël Crillon,Left-Back,"Nov 21, 1988 ",35,['France'],France,Nancy,"1,79",-,LM   LW
,Jean-Alain Fanchone,Left-Back,"Sep 2, 1988 ",35,"['France', 'Guadeloupe']",France,Mulhouse,"1,75",-,LM
,Gauthier Pinaud,Left-Back,"Jan 8, 1988 ",36,['France'],France,Châteauroux,"1,77",-,RB   RM
,Rachid Mekheldi,Left-Back,"Jan 25, 1988 ",36,"['France', 'Algeria']",France,Antibes,"1,85",-,LM
,Arnold Bouka Moutou,Left-Back,"Nov 28, 1988 ",35,"['Congo', 'France']",France,Reims,"1,78",-,LW
,Aboubacar Dabo,Left-Back,"Oct 18, 1988 ",35,['France'],France,Saint-Denis,"1,75",-,
,Amar Benmelouka,Left-Back,"May 6, 1988 ",35,"['Algeria', 'France']",France,Villeurbanne,"1,85",-,CB
,Benjamin Garnier,Left-Back,"Aug 2, 1988 ",35,['France'],France,Nevers,"1,88",-,LM   CB
,Richard Pelletier,Left-Back,"Nov 30, 1988 ",35,['France'],France,Niort,"1,83",-,LM
,Jérémy Prieur,Left-Back,"May 5, 1988 ",35,['France'],France,Rouen,"1,81",-,LM   LW
,Fouad El Attaria,Left-Back,"Mar 14, 1988 ",35,"['France', 'Morocco']",France,Gueugnon,"1,78",-,
,Xavier Burdin,Left-Back,"May 3, 1988 ",35,['France'],France,Metz,"1,90",-,
,Benjamin Graton,Left-Back,"May 1, 1988 ",35,['France'],France,Mont-Saint-Aignan,"1,72",-,LM
,Benjamin Remaut,Left-Back,"Feb 28, 1988 ",36,['France'],France,Bordeaux,"1,77",-,
,Emmanuel Imorou,Left-Back,"Sep 16, 1988 ",35,"['Benin', 'France']",France,Bourges,"1,81",-,
,Wilfried Moimbé,Left-Back,"Oct 18, 1988 ",35,"['France', 'Réunion']",France,Vichy,"1,73",-,LM
,Stéphane Kakou,Left-Back,"Feb 5, 1988 ",36,"['France', ""Cote d'Ivoire""]",France,Vélizy-Villacoublay,"1,73",-,LM
2.0,Quentin Bernard,Left-Back,"Jul 7, 1989 ",34,['France'],France,Poitiers,"1,84",€250k,CB
,Léo Schwechlen,Left-Back,"Jun 5, 1989 ",34,['France'],France,Montbéliard,"1,82",€50k,CB   LM
,Sébastien Larteau,Left-Back,"Jul 26, 1989 ",34,['France'],France,Lyon,"1,70",-,
,Adrien Oliveira,Left-Back,"Jan 28, 1989 ",35,['France'],France,Cahors,"1,74",-,
,Rémy Bonne,Left-Back,"Jan 26, 1989 ",35,['France'],France,Nîmes,"1,85",-,CB
,Zakarya Bergdich,Left-Back,"Jan 7, 1989 ",35,"['Morocco', 'France']",France,Compiègne,"1,74",-,LM   RM
,Dorian Lévêque,Left-Back,"Nov 22, 1989 ",34,['France'],France,Hyères,"1,80",-,RB
,Vincent Le Goff,Left-Back,"Oct 15, 1989 ",34,['France'],France,Quimper,"1,77",-,
,Goran Maric,Left-Back,"Apr 25, 1989 ",34,"['France', 'Serbia']",France,Cannes,"1,87",-,DM   LM
,Yoann Andreu,Left-Back,"May 3, 1989 ",34,['France'],France,Bourg-en-Bresse,"1,78",-,RB   CB
99.0,Sabri Boumelaha,Left-Back,"Sep 21, 1989 ",34,"['Algeria', 'France']",France,Mulhouse,"1,81",-,
,Armand Traoré,Left-Back,"Oct 8, 1989 ",34,"['Senegal', 'France']",France,Paris,"1,84",-,LM
21.0,Aniss El Hriti,Left-Back,"Jul 28, 1989 ",34,"['France', 'Morocco']",France,Paris,"1,80",€150k,LM   LW
,Djibril Koné,Left-Back,"Jun 15, 1989 ",34,['France'],France,Gennevilliers,,-,
,Florian Dovergne,Left-Back,"Nov 14, 1989 ",34,['France'],France,Abbeville,"1,73",-,
,Bassiri Keita,Left-Back,"Dec 4, 1989 ",34,"['France', 'Mali']",France,Hyères,"1,84",-,CB
,Sofiane El Achak,Left-Back,"Jun 11, 1989 ",34,"['France', 'Morocco']",France,Montbéliard,"1,60",-,
,Stevie Riga,Left-Back,"Sep 15, 1989 ",34,['France'],France,Sucy-en-Brie,"1,80",-,
,Alexandre Laurienté,Left-Back,"Nov 19, 1989 ",34,['France'],France,Villiers-le-Bel,"1,74",-,LW
,Bryan Mélisse,Left-Back,"Mar 25, 1989 ",34,['France'],France,Paris,"1,79",-,LM   LW
,Romain Soler,Left-Back,"Jun 7, 1989 ",34,['France'],France,Nizza,"1,79",-,
,Franck Tabanou,Left-Back,"Jan 30, 1989 ",35,['France'],France,Thiais,"1,78",-,LM   LW
,Aziz Kano,Left-Back,"Jan 22, 1989 ",35,['Belgium'],France,Gonesse,"1,85",-,CB
26.0,Florent Hanin,Left-Back,"Feb 4, 1990 ",34,"['France', 'Algeria']",France,Le Havre,"1,77",€400k,LM
,Jérôme Cavallié,Left-Back,"Sep 20, 1990 ",33,['France'],France,Drancy,"1,84",-,
,Amine Hebri,Left-Back,"Apr 19, 1990 ",33,"['France', 'Algeria']",France,Athis-Mons,"1,81",-,
,Ibrahim Njikam,Left-Back,"Sep 11, 1990 ",33,['France'],France,Haute-Savoie,,-,
,Francis Liaigre,Left-Back,"Aug 17, 1990 ",33,['France'],France,Nantes,"1,85",-,
,Lucas Rouabah,Left-Back,"May 9, 1990 ",33,"['France', 'Algeria']",France,Draguignan,"1,82",-,CB
,Christian Martin,Left-Back,"Nov 8, 1990 ",33,"['France', 'Guadeloupe']",France,,"1,80",-,RB
,Jordan Millot,Left-Back,"Oct 23, 1990 ",33,['France'],France,Hyères,"1,80",-,DM   LM
,Clément Janin,Left-Back,"Jun 12, 1990 ",33,['France'],France,Saumur,,-,LM   CB
,Pierre Zimmer,Left-Back,"Jan 12, 1990 ",34,['France'],France,Forbach,"1,82",-,
,Tripy Makonda,Left-Back,"Jan 24, 1990 ",34,"['France', 'DR Congo']",France,Paris,"1,80",-,LM   DM
,Jérémy Dazzan,Left-Back,"Mar 27, 1990 ",33,['France'],France,Auch,"1,80",-,CB
20.0,Fabrice N'Sakala,Left-Back,"Jul 21, 1990 ",33,"['DR Congo', 'France']",France,Le Blanc-Mesnil,"1,79",€100k,LM   RB
,Grégory Terrière,Left-Back,"Jan 10, 1990 ",34,['France'],France,Grande-Synthe,"1,77",-,
,Boris Favier,Left-Back,"Mar 30, 1990 ",33,['France'],France,Alès,"1,65",-,
,Stéphan Varsovie,Left-Back,"Oct 28, 1990 ",33,"['Saint-Martin', 'France']",France,Oullins,"1,79",-,LM   LW
,Sofiane Ben Braham,Left-Back,"Feb 1, 1990 ",34,"['Algeria', 'France']",France,Montfermeil,"1,80",-,LM   DM
,Paul Babiloni,Left-Back,"Jan 16, 1990 ",34,['France'],France,Limoges,"1,80",-,RB
6.0,Quentin Bonnet,Left-Back,"Aug 24, 1990 ",33,['France'],France,La Roche-sur-Yon,"1,78",-,
,Nicolas Renard,Left-Back,"Mar 2, 1990 ",34,['France'],France,Seclin,,-,
,Aristote Lusinga,Left-Back,"Feb 20, 1990 ",34,"['France', 'Angola']",France,Nantes,"1,80",-,
,Sébastian Lajara,Left-Back,"Jan 13, 1990 ",34,['France'],France,Lyon,"1,83",-,
,Luc Matutu,Left-Back,"Sep 8, 1990 ",33,"['Congo', 'France']",France,Paris,,-,
31.0,Arnaud Archimbaud,Left-Back,"Apr 19, 1990 ",33,['France'],France,Saint-Chamond,"1,77",-,
23.0,Lionel Carole,Left-Back,"Apr 12, 1991 ",32,"['France', 'Martinique']",France,Montreuil,"1,82",€850k,CB   LM
24.0,Gaëtan Bussmann,Left-Back,"Feb 2, 1991 ",33,['France'],France,Épinal,"1,84",€200k,CB
,Chaker Alhadhur,Left-Back,"Dec 4, 1991 ",32,"['Comoros', 'France']",France,Nantes,"1,72",€150k,RB   LM
,Marvin Joseph,Left-Back,"Jan 24, 1991 ",33,['France'],France,Rennes,,-,LM
,Daniel Adjei,Left-Back,"Sep 9, 1991 ",32,"['France', 'Ghana']",France,Toulouse,"1,78",-,
,Mario De Sousa Ferreira,Left-Back,"Apr 13, 1991 ",32,"['France', 'Portugal']",France,Lesquin,"1,83",-,
23.0,Daniel Titié,Left-Back,"May 31, 1991 ",32,['France'],France,Paris,"1,81",-,RB   RM
,Soualio Bakayoko,Left-Back,"May 18, 1991 ",32,"['France', ""Cote d'Ivoire""]",France,Paris,"1,81",-,CB
,Antoine Jean-Baptiste,Left-Back,"Jan 20, 1991 ",33,"['Martinique', 'France']",France,Longjumeau,"1,75",-,
,Corentin Rocu,Left-Back,"Jun 15, 1991 ",32,['France'],France,Laval,"1,78",-,
,Jean-David Legrand,Left-Back,"Feb 23, 1991 ",33,"['French Guiana', 'France']",France,Saint-Denis,"1,77",-,RB
,Julien Chevalier,Left-Back,"Jun 6, 1991 ",32,['France'],France,Antony,"1,73",-,CB   RB
,Antoine Jouan,Left-Back,"Oct 19, 1991 ",32,['France'],France,Bordeaux,"1,76",-,
13.0,Faouzi Ghoulam,Left-Back,"Feb 1, 1991 ",33,"['Algeria', 'France']",France,Saint-Priest-en-Jarez,"1,84",€700k,LM   LW
25.0,Edson Seidou,Left-Back,"Oct 7, 1991 ",32,"['France', ""Cote d'Ivoire""]",France,Céret,"1,82",€200k,CB   LM
22.0,Yamadou Fofana,Left-Back,"Jul 30, 1991 ",32,"['France', 'Mali']",France,Créteil,"1,80",€50k,CB
,Jérémy Chabrolin,Left-Back,"Sep 29, 1991 ",32,['France'],France,Cannes,"1,83",-,LM   DM
,Henry Solomon,Left-Back,"Oct 29, 1991 ",32,['France'],France,Nogent-sur-Marne,"1,88",-,CB
,Thomas Bellay,Left-Back,"Apr 10, 1991 ",32,['France'],France,Toulon,"1,76",-,
,Samy Slama,Left-Back,"Jan 23, 1991 ",33,"['Algeria', 'France']",France,Colombes,"1,79",-,
,Jason Arrigoni,Left-Back,"Sep 23, 1991 ",32,['France'],France,Créteil,,-,LM
,Kevin Penda,Left-Back,"Jan 5, 1991 ",33,['France'],France,,"1,82",-,LM   CM
,Jean-François Paoletti,Left-Back,"Aug 11, 1991 ",32,['France'],France,Marseille,"1,78",-,
,Benjamin Basse,Left-Back,"Dec 27, 1991 ",32,['France'],France,Mantes-la-Jolie,"1,85",-,
,Nicolas Dreyer,Left-Back,"Jul 28, 1991 ",32,['France'],France,Straßburg,"1,78",-,
,Steven Roux,Left-Back,"Jun 13, 1991 ",32,['France'],France,Sainte-Foy-lès-Lyon,"1,69",-,LM
,Mickaël Paupin,Left-Back,"Jun 14, 1991 ",32,['France'],France,Cormeilles en Parisis,"1,73",-,
21.0,Massadio Haidara,Left-Back,"Dec 2, 1992 ",31,"['Mali', 'France']",France,Trappes,"1,79",€2.50m,LM   CB
3.0,Thomas Delaine,Left-Back,"Mar 24, 1992 ",31,['France'],France,Lens,"1,80",€1.20m,LM   RM
12.0,Adrien Pagerie,Left-Back,"May 8, 1992 ",31,['France'],France,Clermont-Ferrand,"1,80",€150k,
,Nicolas Brafine,Left-Back,"Nov 22, 1992 ",31,['France'],France,Orsay,,-,
,Alexandre Gobert,Left-Back,"Feb 15, 1992 ",32,['France'],France,Montreuil-sur-Mer,,-,
,Hafid Farssane,Left-Back,"Jul 21, 1992 ",31,['France'],France,Vitry-le-François,,-,CB
,Yassir Douich,Left-Back,"Mar 20, 1992 ",31,"['France', 'Morocco']",France,Montady,"1,83",-,CB   DM
,Marc Gnanko,Left-Back,"Jun 20, 1992 ",31,"['France', ""Cote d'Ivoire""]",France,Paris,,-,
18.0,Ezekiel Digbeu,Left-Back,"Jun 29, 1992 ",31,"['France', ""Cote d'Ivoire""]",France,Paris,"1,80",-,RB
,Bilel El Hamzaoui,Left-Back,"Apr 1, 1992 ",31,"['France', 'Morocco']",France,Montpellier,"1,75",-,LW   RW
,Jordan Gobron,Left-Back,"Jun 4, 1992 ",31,['France'],France,Rouen,"1,75",-,LM
,Semih Beyaz,Left-Back,"Aug 16, 1992 ",31,"['Türkiye', 'France']",France,Paris,"1,71",-,LM   RM
,Larry Adeduji,Left-Back,"Jul 14, 1992 ",31,"['France', 'Nigeria']",France,Créteil,"1,82",-,CB
97.0,Layvin Kurzawa,Left-Back,"Sep 4, 1992 ",31,"['France', 'Guadeloupe']",France,Fréjus,"1,82",€2.50m,CB
19.0,Atila Turan,Left-Back,"Apr 10, 1992 ",31,"['Türkiye', 'France']",France,Migennes,"1,76",€175k,LM
3.0,Toufik Zeghdane,Left-Back,"Sep 17, 1992 ",31,"['Algeria', 'France']",France,Revin,,€50k,RB   LM
,Maxime Prin,Left-Back,"Jul 3, 1992 ",31,['France'],France,Nancy,"1,76",-,
,Leny Sayad,Left-Back,"Dec 2, 1992 ",31,['France'],France,Saint-Étienne,"1,80",-,
,Thomas Breton,Left-Back,"May 10, 1992 ",31,['France'],France,Avesnes-sur-Helpe,"1,64",-,
,Maxime Rinaldoni,Left-Back,N/A ,31,"['France', 'Germany']",France,Trappes,,-,
,Quentin Brebion,Left-Back,"Jun 1, 1992 ",31,['France'],France,Bressuire,,-,
,Mathieu Rhoda,Left-Back,"May 23, 1992 ",31,"['Guadeloupe', 'France']",France,Créteil,"1,80",-,
29.0,Makan Traoré,Left-Back,"May 26, 1992 ",31,"['France', 'Mali']",France,Ivry-sur-Seine,"1,78",-,LM
,Florian Nellec,Left-Back,"Jul 25, 1992 ",31,['France'],France,Strasbourg,"1,82",-,
,Florian Pinteaux,Left-Back,"Feb 4, 1992 ",32,['France'],France,Creil,"1,81",-,RB   CB
,Hugo Konongo,Left-Back,"Feb 14, 1992 ",32,"['Congo', 'France']",France,Toulouse,"1,86",-,LM   CB
,Jeffrey Damour,Left-Back,"Nov 6, 1992 ",31,"['Réunion', 'France']",France,Soisy-sous-Montmorency,"1,81",-,
,Maxime Poundjé,Left-Back,"Aug 16, 1992 ",31,"['France', 'Cameroon']",France,Bordeaux,"1,79",-,LM
22.0,Raphaël Guerreiro,Left-Back,"Dec 22, 1993 ",30,"['Portugal', 'France']",France,Le Blanc-Mesnil,"1,70",€15.00m,LM   CM
26.0,Arthur Masuaku,Left-Back,"Nov 7, 1993 ",30,"['DR Congo', 'France']",France,Lille,"1,79",€5.00m,LM
3.0,Stephen Quemper,Left-Back,"May 12, 1993 ",30,['France'],France,Morlaix,"1,78",€500k,LM
42.0,Nassim Ouammou,Left-Back,"Apr 27, 1993 ",30,"['France', 'Morocco']",France,Saint-Etienne,"1,81",€300k,LM   LW
13.0,Amadou Dia,Left-Back,"Jun 8, 1993 ",30,"['United States', 'France']",France,Nantes,"1,77",€250k,RB
18.0,Emmanuel Lapierre,Left-Back,"Aug 5, 1993 ",30,['France'],France,Rouen,,€75k,RB
,Elyas El Atalati,Left-Back,"Jul 26, 1993 ",30,"['France', 'Morocco']",France,Bourges,"1,82",-,DM   CB
,Antoine Groun,Left-Back,"Sep 3, 1993 ",30,"['France', 'Tunisia']",France,Créteil,"1,79",-,LM
19.0,Diakari Diarra,Left-Back,"Mar 24, 1993 ",30,"['France', 'Mali']",France,Paris,"1,78",-,CB   LM
,Jérémie Courtet,Left-Back,"May 19, 1993 ",30,['France'],France,Bourges,,-,LM
,Thibault Bouedec,Left-Back,"May 7, 1993 ",30,['France'],France,Suresnes,"1,79",-,CB
,Sekou Diane,Left-Back,"Aug 1, 1993 ",30,['France'],France,Marseille,"1,74",-,LM
3.0,Aurelien Trarbach,Left-Back,"Jan 14, 1993 ",31,['France'],France,Besançon,,-,CB
12.0,Lucas Digne,Left-Back,"Jul 20, 1993 ",30,['France'],France,Meaux,"1,78",€15.00m,
26.0,Jérôme Roussillon,Left-Back,"Jan 6, 1993 ",31,"['Guadeloupe', 'France']",France,Sarcelles,"1,72",€2.50m,LM   LW
23.0,Johann Obiang,Left-Back,"Jul 5, 1993 ",30,"['Gabon', 'France']",France,Le Blanc,"1,70",€400k,LM
6.0,William Le Pogam,Left-Back,"Mar 3, 1993 ",31,['France'],France,Hyères,"1,83",€300k,LW
23.0,Florian Lapis,Left-Back,"Aug 8, 1993 ",30,"['Martinique', 'France']",France,Saint-Denis,"1,83",€150k,
,Samuel Toutou Mpondo,Left-Back,"Nov 20, 1993 ",30,"['France', 'Cameroon']",France,Saint-Denis,"1,87",-,CB
,Corentin Leymonie,Left-Back,"Feb 8, 1993 ",31,['France'],France,Mauriac,"1,80",-,CB
,Erwan Zelmat,Left-Back,"Jun 9, 1993 ",30,"['France', 'Algeria']",France,Toulouse,"1,88",-,CB   LM
,Alexandre Vereecque,Left-Back,"Aug 31, 1993 ",30,['France'],France,Saint-Pol-sur-Mer,"1,77",-,LM
,Abdallah Imamo,Left-Back,"Apr 19, 1993 ",30,"['Comoros', 'France']",France,Savigny-le-Temple,"1,80",-,LM
3.0,Thierry N'Joh-Eboa,Left-Back,"Sep 26, 1993 ",30,"['France', 'Cameroon']",France,Châtenay-Malabry,"1,77",-,LM
,Steven Fula Pitu,Left-Back,"Nov 2, 1993 ",30,['France'],France,,"1,82",-,CB
,Chérif Quenum,Left-Back,"Jun 5, 1993 ",30,"['France', ""Cote d'Ivoire""]",France,Orléans,"1,82",-,CB
3.0,Di Ahmedou,Left-Back,"Aug 27, 1993 ",30,"['Mauritania', 'France']",France,Rueil-Malmaison,,-,LM   RW
,Romain Achilli,Left-Back,"Feb 15, 1993 ",31,"['France', 'Italy']",France,Bastia,"1,75",-,LM   RM
,Allan Zebie,Left-Back,"May 29, 1993 ",30,"['Canada', ""Cote d'Ivoire""]",France,Paris,"1,75",-,DM   RB
,Christ N'Tangu,Left-Back,"Jan 11, 1993 ",31,"['France', 'DR Congo']",France,L’Île-Saint-Denis,"1,80",-,
,Anthony Chauvet,Left-Back,"Feb 18, 1993 ",31,['France'],France,Issy-les-Moulineaux,"1,82",-,CB
,Mikael Ngango Dikobo,Left-Back,"Mar 30, 1993 ",30,"['France', 'Cameroon']",France,Paris,"1,79",-,CB   LM
,Jason Bli,Left-Back,"Nov 2, 1993 ",30,"['France', ""Cote d'Ivoire""]",France,Clichy-la-Garenne,"1,71",-,
,Olivier Vasseur,Left-Back,"Jul 7, 1993 ",30,['France'],France,Le Mans,"1,71",-,
,Nicolas Galpin,Left-Back,"Feb 27, 1993 ",31,"['France', 'Guadeloupe']",France,Champigny-sur-Marne,"1,78",-,RB   LM
,Mickaël Lamamy,Left-Back,"Nov 1, 1993 ",30,"['France', 'Morocco']",France,Paris,"1,76",-,LM
,Jordan Pierre-Charles,Left-Back,"Nov 26, 1993 ",30,"['Martinique', 'France']",France,Levallois-Perret,"1,83",-,CB   DM
23.0,Baba Traoré,Left-Back,"Jun 23, 1993 ",30,"['France', 'Mali']",France,Paris,"1,77",-,CB   LM
,Tobias Badila,Left-Back,"May 12, 1993 ",30,"['Congo', 'France']",France,Dijon,"1,81",-,CB
,Lucas Pedemas,Left-Back,"Apr 9, 1993 ",30,['France'],France,Le Mans,"1,68",-,
13.0,Kévin Beauverger,Left-Back,"Dec 16, 1993 ",30,['France'],France,Lannion,"1,71",-,
,Wesley Yamnaine,Left-Back,"Jul 7, 1993 ",30,['France'],France,Castres,"1,74",-,CB
,Alexander Libhöfer,Left-Back,N/A ,30,['Germany'],France,Angers,,-,LM   LW
12.0,Hassane Kamara,Left-Back,"Mar 5, 1994 ",29,"[""Cote d'Ivoire"", 'France']",France,Saint-Denis,"1,70",€5.00m,LM
5.0,Benjamin Mendy,Left-Back,"Jul 17, 1994 ",29,"['France', 'Senegal']",France,Longjumeau,"1,85",€2.00m,LM
22.0,Quentin Lecoeuche,Left-Back,"Feb 4, 1994 ",30,['France'],France,Beuvry,"1,72",€600k,LM   LW
20.0,Hugo Vargas-Ríos,Left-Back,"Nov 2, 1994 ",29,"['France', 'Argentina']",France,Chambray-lès-Tours,"1,75",€300k,LM   RB
11.0,Rémy Duterte,Left-Back,"Aug 19, 1994 ",29,['France'],France,Saint-Martin-Boulogne,"1,78",€250k,
5.0,Bradley Kamdem,Left-Back,"Aug 18, 1994 ",29,"['France', 'Canada']",France,Paris,"1,84",€175k,CB
3.0,Salimo Sylla,Left-Back,"Jan 25, 1994 ",30,"['France', 'Senegal']",France,Châlons-en-Champagne,"1,70",€150k,
,Lucas Crabey,Left-Back,"Mar 8, 1994 ",29,['France'],France,,"1,75",-,
,Killian Uguen,Left-Back,"Apr 30, 1994 ",29,['France'],France,Brest,,-,
12.0,Pablo Lajeunesse,Left-Back,"May 28, 1994 ",29,"['Spain', 'France']",France,Paris,"1,74",-,
,Robin Rezkallah,Left-Back,"Apr 27, 1994 ",29,"['France', 'Algeria']",France,Montpellier,,-,
27.0,Florian Dexet,Left-Back,"Oct 16, 1994 ",29,['France'],France,Orly,"1,68",-,LM
,David Milinkovic,Left-Back,"May 20, 1994 ",29,"['France', 'Serbia']",France,Antibes,"1,80",-,RB
94.0,Kévin Rodrigues,Left-Back,"Mar 5, 1994 ",29,"['Portugal', 'France']",France,Bayonne,"1,70",€2.00m,LM   LW
19.0,Jordan Amavi,Left-Back,"Mar 9, 1994 ",29,"['France', 'Senegal']",France,Toulon,"1,76",€1.50m,
,Ludovic Soares,Left-Back,"May 8, 1994 ",29,"['Cape Verde', 'France']",France,Evian-les-bains,"1,73",€300k,LM   LW
8.0,Gérald Kilota,Left-Back,"Jan 2, 1994 ",30,"['France', 'DR Congo']",France,Saint-Denis,"1,71",€300k,DM   LM
3.0,Maxime Giron,Left-Back,"Sep 15, 1994 ",29,['France'],France,Gonesse,"1,80",€225k,LM
5.0,Ousmane Badji,Left-Back,"Dec 14, 1994 ",29,"['France', 'Senegal']",France,Paris,"1,94",€150k,CB
23.0,Nicolas Borodine,Left-Back,"Apr 5, 1994 ",29,['France'],France,Lyon,"1,78",€50k,LM   RB
,Nathan Nyamsi Hendji,Left-Back,"Nov 10, 1994 ",29,"['France', 'Cameroon']",France,Lyon,,-,LM
,Stéphan Welsh,Left-Back,"Jun 16, 1994 ",29,['France'],France,Vannes,"1,80",-,LM
19.0,Sahim Herzallah,Left-Back,"Jan 5, 1994 ",30,['France'],France,Maubeuge,,-,DM
,Thomas de Villardi,Left-Back,"Mar 27, 1994 ",29,['France'],France,Vincennes,"1,85",-,CB   DM
3.0,Madigoundo Diakité,Left-Back,"Apr 17, 1994 ",29,"['Mali', 'France']",France,Saint-Brieuc,"1,80",-,LM
8.0,Victor Lefebvre,Left-Back,"Aug 4, 1994 ",29,['France'],France,,"1,77",-,
,Mickaël Leca,Left-Back,"Jul 4, 1994 ",29,['France'],France,Ajaccio,"1,85",-,CB
,Tarek Bensaïd,Left-Back,"Sep 22, 1994 ",29,"['Morocco', 'France']",France,Villepinte,"1,75",-,
,Antoine Tchang-Tchong,Left-Back,"Jan 21, 1994 ",30,"['France', 'China']",France,Dijon,"1,83",-,LM
,Quentin Contet,Left-Back,"Mar 14, 1994 ",29,['France'],France,Viriat,"1,78",-,
,Samir Belfodil,Left-Back,"Nov 7, 1994 ",29,"['Algeria', 'France']",France,Limoges,,-,
,Maxence N'Guessan,Left-Back,"Nov 25, 1994 ",29,"['France', ""Cote d'Ivoire""]",France,Lille,,-,RB
