Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
,Xavier Burdin,Left-Back,"May 3, 1988 ",35,France,France,Metz,"1,90",-,,France,,,
,Benjamin Graton,Left-Back,"May 1, 1988 ",35,France,France,Mont-Saint-Aignan,"1,72",-,LM,France,,LM,
,Benjamin Remaut,Left-Back,"Feb 28, 1988 ",36,France,France,Bordeaux,"1,77",-,,France,,,
,Emmanuel Imorou,Left-Back,"Sep 16, 1988 ",35,"Benin, France",France,Bourges,"1,81",-,,Benin, France,,
,Wilfried Moimbé,Left-Back,"Oct 18, 1988 ",35,"France, Réunion",France,Vichy,"1,73",-,LM,France, Réunion,LM,
,Stéphane Kakou,Left-Back,"Feb 5, 1988 ",36,"France, ""Cote dIvoire""",France,Velizy-Villacoublay,"1,73",-,LM,France," ""Cote dIvoire""",LM,
2.0,Quentin Bernard,Left-Back,"Jul 7, 1989 ",34,France,France,Poitiers,"1,84",€250k,CB,France,,CB,
,Léo Schwechlen,Left-Back,"Jun 5, 1989 ",34,France,France,Montbeliard,"1,82",€50k,CB   LM,France,,CB,LM
,Sébastien Larteau,Left-Back,"Jul 26, 1989 ",34,France,France,Lyon,"1,70",-,,France,,,
,Adrien Oliveira,Left-Back,"Jan 28, 1989 ",35,France,France,Cahors,"1,74",-,,France,,,
,Rémy Bonne,Left-Back,"Jan 26, 1989 ",35,France,France,Nimes,"1,85",-,CB,France,,CB,
,Zakarya Bergdich,Left-Back,"Jan 7, 1989 ",35,"Morocco, France",France,Compiegne,"1,74",-,LM   RM,Morocco, France,LM,RM
,Dorian Lévêque,Left-Back,"Nov 22, 1989 ",34,France,France,Hyeres,"1,80",-,RB,France,,RB,
,Vincent Le Goff,Left-Back,"Oct 15, 1989 ",34,France,France,Quimper,"1,77",-,,France,,,
,Goran Maric,Left-Back,"Apr 25, 1989 ",34,"France, Serbia",France,Cannes,"1,87",-,DM   LM,France, Serbia,DM,LM
,Yoann Andreu,Left-Back,"May 3, 1989 ",34,France,France,Bourg-en-Bresse,"1,78",-,RB   CB,France,,RB,CB
99.0,Sabri Boumelaha,Left-Back,"Sep 21, 1989 ",34,"Algeria, France",France,Mulhouse,"1,81",-,,Algeria, France,,
,Armand Traoré,Left-Back,"Oct 8, 1989 ",34,"Senegal, France",France,Paris,"1,84",-,LM,Senegal, France,LM,
21.0,Aniss El Hriti,Left-Back,"Jul 28, 1989 ",34,"France, Morocco",France,Paris,"1,80",€150k,LM   LW,France, Morocco,LM,LW
,Djibril Koné,Left-Back,"Jun 15, 1989 ",34,France,France,Gennevilliers,,-,,France,,,
,Florian Dovergne,Left-Back,"Nov 14, 1989 ",34,France,France,Abbeville,"1,73",-,,France,,,
,Bassiri Keita,Left-Back,"Dec 4, 1989 ",34,"France, Mali",France,Hyeres,"1,84",-,CB,France, Mali,CB,
,Sofiane El Achak,Left-Back,"Jun 11, 1989 ",34,"France, Morocco",France,Montbeliard,"1,60",-,,France, Morocco,,
,Stevie Riga,Left-Back,"Sep 15, 1989 ",34,France,France,Sucy-en-Brie,"1,80",-,,France,,,
,Alexandre Laurienté,Left-Back,"Nov 19, 1989 ",34,France,France,Villiers-le-Bel,"1,74",-,LW,France,,LW,
,Bryan Mélisse,Left-Back,"Mar 25, 1989 ",34,France,France,Paris,"1,79",-,LM   LW,France,,LM,LW
,Romain Soler,Left-Back,"Jun 7, 1989 ",34,France,France,Nizza,"1,79",-,,France,,,
,Franck Tabanou,Left-Back,"Jan 30, 1989 ",35,France,France,Thiais,"1,78",-,LM   LW,France,,LM,LW
,Aziz Kano,Left-Back,"Jan 22, 1989 ",35,Belgium,France,Gonesse,"1,85",-,CB,Belgium,,CB,
26.0,Florent Hanin,Left-Back,"Feb 4, 1990 ",34,"France, Algeria",France,Le Havre,"1,77",€400k,LM,France, Algeria,LM,
,Jérôme Cavallié,Left-Back,"Sep 20, 1990 ",33,France,France,Drancy,"1,84",-,,France,,,
,Amine Hebri,Left-Back,"Apr 19, 1990 ",33,"France, Algeria",France,Athis-Mons,"1,81",-,,France, Algeria,,
,Ibrahim Njikam,Left-Back,"Sep 11, 1990 ",33,France,France,Haute-Savoie,,-,,France,,,
,Francis Liaigre,Left-Back,"Aug 17, 1990 ",33,France,France,Nantes,"1,85",-,,France,,,
,Lucas Rouabah,Left-Back,"May 9, 1990 ",33,"France, Algeria",France,Draguignan,"1,82",-,CB,France, Algeria,CB,
,Christian Martin,Left-Back,"Nov 8, 1990 ",33,"France, Guadeloupe",France,,"1,80",-,RB,France, Guadeloupe,RB,
,Jordan Millot,Left-Back,"Oct 23, 1990 ",33,France,France,Hyeres,"1,80",-,DM   LM,France,,DM,LM
,Clément Janin,Left-Back,"Jun 12, 1990 ",33,France,France,Saumur,,-,LM   CB,France,,LM,CB
,Pierre Zimmer,Left-Back,"Jan 12, 1990 ",34,France,France,Forbach,"1,82",-,,France,,,
,Tripy Makonda,Left-Back,"Jan 24, 1990 ",34,"France, DR Congo",France,Paris,"1,80",-,LM   DM,France, DR Congo,LM,DM
,Jérémy Dazzan,Left-Back,"Mar 27, 1990 ",33,France,France,Auch,"1,80",-,CB,France,,CB,
20.0,Fabrice N'Sakala,Left-Back,"Jul 21, 1990 ",33,"DR Congo, France",France,Le Blanc-Mesnil,"1,79",€100k,LM   RB,DR Congo, France,LM,RB
,Grégory Terrière,Left-Back,"Jan 10, 1990 ",34,France,France,Grande-Synthe,"1,77",-,,France,,,
,Boris Favier,Left-Back,"Mar 30, 1990 ",33,France,France,Ales,"1,65",-,,France,,,
,Stéphan Varsovie,Left-Back,"Oct 28, 1990 ",33,"Saint-Martin, France",France,Oullins,"1,79",-,LM   LW,Saint-Martin, France,LM,LW
,Sofiane Ben Braham,Left-Back,"Feb 1, 1990 ",34,"Algeria, France",France,Montfermeil,"1,80",-,LM   DM,Algeria, France,LM,DM
,Paul Babiloni,Left-Back,"Jan 16, 1990 ",34,France,France,Limoges,"1,80",-,RB,France,,RB,
6.0,Quentin Bonnet,Left-Back,"Aug 24, 1990 ",33,France,France,La Roche-sur-Yon,"1,78",-,,France,,,
,Nicolas Renard,Left-Back,"Mar 2, 1990 ",34,France,France,Seclin,,-,,France,,,
,Aristote Lusinga,Left-Back,"Feb 20, 1990 ",34,"France, Angola",France,Nantes,"1,80",-,,France, Angola,,
,Sébastian Lajara,Left-Back,"Jan 13, 1990 ",34,France,France,Lyon,"1,83",-,,France,,,
,Luc Matutu,Left-Back,"Sep 8, 1990 ",33,"Congo, France",France,Paris,,-,,Congo, France,,
31.0,Arnaud Archimbaud,Left-Back,"Apr 19, 1990 ",33,France,France,Saint-Chamond,"1,77",-,,France,,,
23.0,Lionel Carole,Left-Back,"Apr 12, 1991 ",32,"France, Martinique",France,Montreuil,"1,82",€850k,CB   LM,France, Martinique,CB,LM
24.0,Gaëtan Bussmann,Left-Back,"Feb 2, 1991 ",33,France,France,Epinal,"1,84",€200k,CB,France,,CB,
,Chaker Alhadhur,Left-Back,"Dec 4, 1991 ",32,"Comoros, France",France,Nantes,"1,72",€150k,RB   LM,Comoros, France,RB,LM
,Marvin Joseph,Left-Back,"Jan 24, 1991 ",33,France,France,Rennes,,-,LM,France,,LM,
,Daniel Adjei,Left-Back,"Sep 9, 1991 ",32,"France, Ghana",France,Toulouse,"1,78",-,,France, Ghana,,
,Mario De Sousa Ferreira,Left-Back,"Apr 13, 1991 ",32,"France, Portugal",France,Lesquin,"1,83",-,,France, Portugal,,
23.0,Daniel Titié,Left-Back,"May 31, 1991 ",32,France,France,Paris,"1,81",-,RB   RM,France,,RB,RM
,Soualio Bakayoko,Left-Back,"May 18, 1991 ",32,"France, ""Cote dIvoire""",France,Paris,"1,81",-,CB,France," ""Cote dIvoire""",CB,
,Antoine Jean-Baptiste,Left-Back,"Jan 20, 1991 ",33,"Martinique, France",France,Longjumeau,"1,75",-,,Martinique, France,,
,Corentin Rocu,Left-Back,"Jun 15, 1991 ",32,France,France,Laval,"1,78",-,,France,,,
,Jean-David Legrand,Left-Back,"Feb 23, 1991 ",33,"French Guiana, France",France,Saint-Denis,"1,77",-,RB,French Guiana, France,RB,
,Julien Chevalier,Left-Back,"Jun 6, 1991 ",32,France,France,Antony,"1,73",-,CB   RB,France,,CB,RB
,Antoine Jouan,Left-Back,"Oct 19, 1991 ",32,France,France,Bordeaux,"1,76",-,,France,,,
13.0,Faouzi Ghoulam,Left-Back,"Feb 1, 1991 ",33,"Algeria, France",France,Saint-Priest-en-Jarez,"1,84",€700k,LM   LW,Algeria, France,LM,LW
25.0,Edson Seidou,Left-Back,"Oct 7, 1991 ",32,"France, ""Cote dIvoire""",France,Ceret,"1,82",€200k,CB   LM,France," ""Cote dIvoire""",CB,LM
22.0,Yamadou Fofana,Left-Back,"Jul 30, 1991 ",32,"France, Mali",France,Creteil,"1,80",€50k,CB,France, Mali,CB,
,Jérémy Chabrolin,Left-Back,"Sep 29, 1991 ",32,France,France,Cannes,"1,83",-,LM   DM,France,,LM,DM
,Henry Solomon,Left-Back,"Oct 29, 1991 ",32,France,France,Nogent-sur-Marne,"1,88",-,CB,France,,CB,
,Thomas Bellay,Left-Back,"Apr 10, 1991 ",32,France,France,Toulon,"1,76",-,,France,,,
,Samy Slama,Left-Back,"Jan 23, 1991 ",33,"Algeria, France",France,Colombes,"1,79",-,,Algeria, France,,
,Jason Arrigoni,Left-Back,"Sep 23, 1991 ",32,France,France,Creteil,,-,LM,France,,LM,
,Kevin Penda,Left-Back,"Jan 5, 1991 ",33,France,France,,"1,82",-,LM   CM,France,,LM,CM
,Jean-François Paoletti,Left-Back,"Aug 11, 1991 ",32,France,France,Marseille,"1,78",-,,France,,,
,Benjamin Basse,Left-Back,"Dec 27, 1991 ",32,France,France,Mantes-la-Jolie,"1,85",-,,France,,,
,Nicolas Dreyer,Left-Back,"Jul 28, 1991 ",32,France,France,Straßburg,"1,78",-,,France,,,
,Steven Roux,Left-Back,"Jun 13, 1991 ",32,France,France,Sainte-Foy-les-Lyon,"1,69",-,LM,France,,LM,
,Mickaël Paupin,Left-Back,"Jun 14, 1991 ",32,France,France,Cormeilles en Parisis,"1,73",-,,France,,,
21.0,Massadio Haidara,Left-Back,"Dec 2, 1992 ",31,"Mali, France",France,Trappes,"1,79",€2.50m,LM   CB,Mali, France,LM,CB
3.0,Thomas Delaine,Left-Back,"Mar 24, 1992 ",31,France,France,Lens,"1,80",€1.20m,LM   RM,France,,LM,RM
12.0,Adrien Pagerie,Left-Back,"May 8, 1992 ",31,France,France,Clermont-Ferrand,"1,80",€150k,,France,,,
,Nicolas Brafine,Left-Back,"Nov 22, 1992 ",31,France,France,Orsay,,-,,France,,,
,Alexandre Gobert,Left-Back,"Feb 15, 1992 ",32,France,France,Montreuil-sur-Mer,,-,,France,,,
,Hafid Farssane,Left-Back,"Jul 21, 1992 ",31,France,France,Vitry-le-Francois,,-,CB,France,,CB,
,Yassir Douich,Left-Back,"Mar 20, 1992 ",31,"France, Morocco",France,Montady,"1,83",-,CB   DM,France, Morocco,CB,DM
,Marc Gnanko,Left-Back,"Jun 20, 1992 ",31,"France, ""Cote dIvoire""",France,Paris,,-,,France," ""Cote dIvoire""",,
18.0,Ezekiel Digbeu,Left-Back,"Jun 29, 1992 ",31,"France, ""Cote dIvoire""",France,Paris,"1,80",-,RB,France," ""Cote dIvoire""",RB,
,Bilel El Hamzaoui,Left-Back,"Apr 1, 1992 ",31,"France, Morocco",France,Montpellier,"1,75",-,LW   RW,France, Morocco,LW,RW
,Jordan Gobron,Left-Back,"Jun 4, 1992 ",31,France,France,Rouen,"1,75",-,LM,France,,LM,
,Semih Beyaz,Left-Back,"Aug 16, 1992 ",31,"Türkiye, France",France,Paris,"1,71",-,LM   RM,Türkiye, France,LM,RM
,Larry Adeduji,Left-Back,"Jul 14, 1992 ",31,"France, Nigeria",France,Creteil,"1,82",-,CB,France, Nigeria,CB,
97.0,Layvin Kurzawa,Left-Back,"Sep 4, 1992 ",31,"France, Guadeloupe",France,Frejus,"1,82",€2.50m,CB,France, Guadeloupe,CB,
19.0,Atila Turan,Left-Back,"Apr 10, 1992 ",31,"Türkiye, France",France,Migennes,"1,76",€175k,LM,Türkiye, France,LM,
3.0,Toufik Zeghdane,Left-Back,"Sep 17, 1992 ",31,"Algeria, France",France,Revin,,€50k,RB   LM,Algeria, France,RB,LM
,Maxime Prin,Left-Back,"Jul 3, 1992 ",31,France,France,Nancy,"1,76",-,,France,,,
,Leny Sayad,Left-Back,"Dec 2, 1992 ",31,France,France,Saint-Etienne,"1,80",-,,France,,,
,Thomas Breton,Left-Back,"May 10, 1992 ",31,France,France,Avesnes-sur-Helpe,"1,64",-,,France,,,
,Maxime Rinaldoni,Left-Back,N/A ,31,"France, Germany",France,Trappes,,-,,France, Germany,,
,Quentin Brebion,Left-Back,"Jun 1, 1992 ",31,France,France,Bressuire,,-,,France,,,
,Mathieu Rhoda,Left-Back,"May 23, 1992 ",31,"Guadeloupe, France",France,Creteil,"1,80",-,,Guadeloupe, France,,
29.0,Makan Traoré,Left-Back,"May 26, 1992 ",31,"France, Mali",France,Ivry-sur-Seine,"1,78",-,LM,France, Mali,LM,
,Florian Nellec,Left-Back,"Jul 25, 1992 ",31,France,France,Strasbourg,"1,82",-,,France,,,
,Florian Pinteaux,Left-Back,"Feb 4, 1992 ",32,France,France,Creil,"1,81",-,RB   CB,France,,RB,CB
,Hugo Konongo,Left-Back,"Feb 14, 1992 ",32,"Congo, France",France,Toulouse,"1,86",-,LM   CB,Congo, France,LM,CB
,Jeffrey Damour,Left-Back,"Nov 6, 1992 ",31,"Réunion, France",France,Soisy-sous-Montmorency,"1,81",-,,Réunion, France,,
,Maxime Poundjé,Left-Back,"Aug 16, 1992 ",31,"France, Cameroon",France,Bordeaux,"1,79",-,LM,France, Cameroon,LM,
22.0,Raphaël Guerreiro,Left-Back,"Dec 22, 1993 ",30,"Portugal, France",France,Le Blanc-Mesnil,"1,70",€15.00m,LM   CM,Portugal, France,LM,CM
26.0,Arthur Masuaku,Left-Back,"Nov 7, 1993 ",30,"DR Congo, France",France,Lille,"1,79",€5.00m,LM,DR Congo, France,LM,
3.0,Stephen Quemper,Left-Back,"May 12, 1993 ",30,France,France,Morlaix,"1,78",€500k,LM,France,,LM,
42.0,Nassim Ouammou,Left-Back,"Apr 27, 1993 ",30,"France, Morocco",France,Saint-Etienne,"1,81",€300k,LM   LW,France, Morocco,LM,LW
13.0,Amadou Dia,Left-Back,"Jun 8, 1993 ",30,"United States, France",France,Nantes,"1,77",€250k,RB,United States, France,RB,
18.0,Emmanuel Lapierre,Left-Back,"Aug 5, 1993 ",30,France,France,Rouen,,€75k,RB,France,,RB,
,Elyas El Atalati,Left-Back,"Jul 26, 1993 ",30,"France, Morocco",France,Bourges,"1,82",-,DM   CB,France, Morocco,DM,CB
,Antoine Groun,Left-Back,"Sep 3, 1993 ",30,"France, Tunisia",France,Creteil,"1,79",-,LM,France, Tunisia,LM,
19.0,Diakari Diarra,Left-Back,"Mar 24, 1993 ",30,"France, Mali",France,Paris,"1,78",-,CB   LM,France, Mali,CB,LM
,Jérémie Courtet,Left-Back,"May 19, 1993 ",30,France,France,Bourges,,-,LM,France,,LM,
,Thibault Bouedec,Left-Back,"May 7, 1993 ",30,France,France,Suresnes,"1,79",-,CB,France,,CB,
,Sekou Diane,Left-Back,"Aug 1, 1993 ",30,France,France,Marseille,"1,74",-,LM,France,,LM,
3.0,Aurelien Trarbach,Left-Back,"Jan 14, 1993 ",31,France,France,Besancon,,-,CB,France,,CB,
12.0,Lucas Digne,Left-Back,"Jul 20, 1993 ",30,France,France,Meaux,"1,78",€15.00m,,France,,,
26.0,Jérôme Roussillon,Left-Back,"Jan 6, 1993 ",31,"Guadeloupe, France",France,Sarcelles,"1,72",€2.50m,LM   LW,Guadeloupe, France,LM,LW
23.0,Johann Obiang,Left-Back,"Jul 5, 1993 ",30,"Gabon, France",France,Le Blanc,"1,70",€400k,LM,Gabon, France,LM,
6.0,William Le Pogam,Left-Back,"Mar 3, 1993 ",31,France,France,Hyeres,"1,83",€300k,LW,France,,LW,
23.0,Florian Lapis,Left-Back,"Aug 8, 1993 ",30,"Martinique, France",France,Saint-Denis,"1,83",€150k,,Martinique, France,,
,Samuel Toutou Mpondo,Left-Back,"Nov 20, 1993 ",30,"France, Cameroon",France,Saint-Denis,"1,87",-,CB,France, Cameroon,CB,
,Corentin Leymonie,Left-Back,"Feb 8, 1993 ",31,France,France,Mauriac,"1,80",-,CB,France,,CB,
,Erwan Zelmat,Left-Back,"Jun 9, 1993 ",30,"France, Algeria",France,Toulouse,"1,88",-,CB   LM,France, Algeria,CB,LM
,Alexandre Vereecque,Left-Back,"Aug 31, 1993 ",30,France,France,Saint-Pol-sur-Mer,"1,77",-,LM,France,,LM,
,Abdallah Imamo,Left-Back,"Apr 19, 1993 ",30,"Comoros, France",France,Savigny-le-Temple,"1,80",-,LM,Comoros, France,LM,
3.0,Thierry N'Joh-Eboa,Left-Back,"Sep 26, 1993 ",30,"France, Cameroon",France,Chatenay-Malabry,"1,77",-,LM,France, Cameroon,LM,
,Steven Fula Pitu,Left-Back,"Nov 2, 1993 ",30,France,France,,"1,82",-,CB,France,,CB,
,Chérif Quenum,Left-Back,"Jun 5, 1993 ",30,"France, ""Cote dIvoire""",France,Orleans,"1,82",-,CB,France," ""Cote dIvoire""",CB,
3.0,Di Ahmedou,Left-Back,"Aug 27, 1993 ",30,"Mauritania, France",France,Rueil-Malmaison,,-,LM   RW,Mauritania, France,LM,RW
,Romain Achilli,Left-Back,"Feb 15, 1993 ",31,"France, Italy",France,Bastia,"1,75",-,LM   RM,France, Italy,LM,RM
,Allan Zebie,Left-Back,"May 29, 1993 ",30,"Canada, ""Cote dIvoire""",France,Paris,"1,75",-,DM   RB,Canada," ""Cote dIvoire""",DM,RB
,Christ N'Tangu,Left-Back,"Jan 11, 1993 ",31,"France, DR Congo",France,L’Ile-Saint-Denis,"1,80",-,,France, DR Congo,,
,Anthony Chauvet,Left-Back,"Feb 18, 1993 ",31,France,France,Issy-les-Moulineaux,"1,82",-,CB,France,,CB,
,Mikael Ngango Dikobo,Left-Back,"Mar 30, 1993 ",30,"France, Cameroon",France,Paris,"1,79",-,CB   LM,France, Cameroon,CB,LM
,Jason Bli,Left-Back,"Nov 2, 1993 ",30,"France, ""Cote dIvoire""",France,Clichy-la-Garenne,"1,71",-,,France," ""Cote dIvoire""",,
,Olivier Vasseur,Left-Back,"Jul 7, 1993 ",30,France,France,Le Mans,"1,71",-,,France,,,
,Nicolas Galpin,Left-Back,"Feb 27, 1993 ",31,"France, Guadeloupe",France,Champigny-sur-Marne,"1,78",-,RB   LM,France, Guadeloupe,RB,LM
,Mickaël Lamamy,Left-Back,"Nov 1, 1993 ",30,"France, Morocco",France,Paris,"1,76",-,LM,France, Morocco,LM,
,Jordan Pierre-Charles,Left-Back,"Nov 26, 1993 ",30,"Martinique, France",France,Levallois-Perret,"1,83",-,CB   DM,Martinique, France,CB,DM
23.0,Baba Traoré,Left-Back,"Jun 23, 1993 ",30,"France, Mali",France,Paris,"1,77",-,CB   LM,France, Mali,CB,LM
,Tobias Badila,Left-Back,"May 12, 1993 ",30,"Congo, France",France,Dijon,"1,81",-,CB,Congo, France,CB,
,Lucas Pedemas,Left-Back,"Apr 9, 1993 ",30,France,France,Le Mans,"1,68",-,,France,,,
13.0,Kévin Beauverger,Left-Back,"Dec 16, 1993 ",30,France,France,Lannion,"1,71",-,,France,,,
,Wesley Yamnaine,Left-Back,"Jul 7, 1993 ",30,France,France,Castres,"1,74",-,CB,France,,CB,
,Alexander Libhöfer,Left-Back,N/A ,30,Germany,France,Angers,,-,LM   LW,Germany,,LM,LW
12.0,Hassane Kamara,Left-Back,"Mar 5, 1994 ",29,"""Cote dIvoire"", France",France,Saint-Denis,"1,70",€5.00m,LM,"""Cote dIvoire""", France,LM,
5.0,Benjamin Mendy,Left-Back,"Jul 17, 1994 ",29,"France, Senegal",France,Longjumeau,"1,85",€2.00m,LM,France, Senegal,LM,
22.0,Quentin Lecoeuche,Left-Back,"Feb 4, 1994 ",30,France,France,Beuvry,"1,72",€600k,LM   LW,France,,LM,LW
20.0,Hugo Vargas-Ríos,Left-Back,"Nov 2, 1994 ",29,"France, Argentina",France,Chambray-les-Tours,"1,75",€300k,LM   RB,France, Argentina,LM,RB
11.0,Rémy Duterte,Left-Back,"Aug 19, 1994 ",29,France,France,Saint-Martin-Boulogne,"1,78",€250k,,France,,,
5.0,Bradley Kamdem,Left-Back,"Aug 18, 1994 ",29,"France, Canada",France,Paris,"1,84",€175k,CB,France, Canada,CB,
3.0,Salimo Sylla,Left-Back,"Jan 25, 1994 ",30,"France, Senegal",France,Chalons-en-Champagne,"1,70",€150k,,France, Senegal,,
,Lucas Crabey,Left-Back,"Mar 8, 1994 ",29,France,France,,"1,75",-,,France,,,
,Killian Uguen,Left-Back,"Apr 30, 1994 ",29,France,France,Brest,,-,,France,,,
12.0,Pablo Lajeunesse,Left-Back,"May 28, 1994 ",29,"Spain, France",France,Paris,"1,74",-,,Spain, France,,
,Robin Rezkallah,Left-Back,"Apr 27, 1994 ",29,"France, Algeria",France,Montpellier,,-,,France, Algeria,,
27.0,Florian Dexet,Left-Back,"Oct 16, 1994 ",29,France,France,Orly,"1,68",-,LM,France,,LM,
,David Milinkovic,Left-Back,"May 20, 1994 ",29,"France, Serbia",France,Antibes,"1,80",-,RB,France, Serbia,RB,
94.0,Kévin Rodrigues,Left-Back,"Mar 5, 1994 ",29,"Portugal, France",France,Bayonne,"1,70",€2.00m,LM   LW,Portugal, France,LM,LW
19.0,Jordan Amavi,Left-Back,"Mar 9, 1994 ",29,"France, Senegal",France,Toulon,"1,76",€1.50m,,France, Senegal,,
,Ludovic Soares,Left-Back,"May 8, 1994 ",29,"Cape Verde, France",France,Evian-les-bains,"1,73",€300k,LM   LW,Cape Verde, France,LM,LW
8.0,Gérald Kilota,Left-Back,"Jan 2, 1994 ",30,"France, DR Congo",France,Saint-Denis,"1,71",€300k,DM   LM,France, DR Congo,DM,LM
3.0,Maxime Giron,Left-Back,"Sep 15, 1994 ",29,France,France,Gonesse,"1,80",€225k,LM,France,,LM,
5.0,Ousmane Badji,Left-Back,"Dec 14, 1994 ",29,"France, Senegal",France,Paris,"1,94",€150k,CB,France, Senegal,CB,
23.0,Nicolas Borodine,Left-Back,"Apr 5, 1994 ",29,France,France,Lyon,"1,78",€50k,LM   RB,France,,LM,RB
,Nathan Nyamsi Hendji,Left-Back,"Nov 10, 1994 ",29,"France, Cameroon",France,Lyon,,-,LM,France, Cameroon,LM,
,Stéphan Welsh,Left-Back,"Jun 16, 1994 ",29,France,France,Vannes,"1,80",-,LM,France,,LM,
19.0,Sahim Herzallah,Left-Back,"Jan 5, 1994 ",30,France,France,Maubeuge,,-,DM,France,,DM,
,Thomas de Villardi,Left-Back,"Mar 27, 1994 ",29,France,France,Vincennes,"1,85",-,CB   DM,France,,CB,DM
3.0,Madigoundo Diakité,Left-Back,"Apr 17, 1994 ",29,"Mali, France",France,Saint-Brieuc,"1,80",-,LM,Mali, France,LM,
8.0,Victor Lefebvre,Left-Back,"Aug 4, 1994 ",29,France,France,,"1,77",-,,France,,,
,Mickaël Leca,Left-Back,"Jul 4, 1994 ",29,France,France,Ajaccio,"1,85",-,CB,France,,CB,
,Tarek Bensaïd,Left-Back,"Sep 22, 1994 ",29,"Morocco, France",France,Villepinte,"1,75",-,,Morocco, France,,
,Antoine Tchang-Tchong,Left-Back,"Jan 21, 1994 ",30,"France, China",France,Dijon,"1,83",-,LM,France, China,LM,
,Quentin Contet,Left-Back,"Mar 14, 1994 ",29,France,France,Viriat,"1,78",-,,France,,,
,Samir Belfodil,Left-Back,"Nov 7, 1994 ",29,"Algeria, France",France,Limoges,,-,,Algeria, France,,
,Maxence N'Guessan,Left-Back,"Nov 25, 1994 ",29,"France, ""Cote dIvoire""",France,Lille,,-,RB,France," ""Cote dIvoire""",RB,
,Fouad M'Roudjaé,Left-Back,"Jun 24, 1994 ",29,"Comoros, France",France,Marseille,"1,81",-,CB   RB,Comoros, France,CB,RB
,Maxime Cailly,Left-Back,"May 15, 1994 ",29,France,France,Straßburg,"1,72",-,RB   LM,France,,RB,LM
3.0,Kévin Châtelain,Left-Back,"Feb 16, 1994 ",30,France,France,Joignies,"1,81",-,CB,France,,CB,
23.0,Ferland Mendy,Left-Back,"Jun 8, 1995 ",28,"France, Senegal",France,Meulan-en-Yvelines,"1,80",€20.00m,,France, Senegal,,
22.0,Driss Trichard,Left-Back,"Mar 27, 1995 ",28,"France, Morocco",France,Aubervilliers,"1,70",€350k,LM   LW,France, Morocco,LM,LW
20.0,Houssen Abderrahmane,Left-Back,"Feb 3, 1995 ",29,"Mauritania, France",France,Creil,"1,86",€150k,CB,Mauritania, France,CB,
,Yoan Secleppe,Left-Back,"Jun 21, 1995 ",28,France,France,Arras,,-,,France,,,
,Ilyes Baghough,Left-Back,"Aug 11, 1995 ",28,"France, Morocco",France,,"1,79",-,CM   LM,France, Morocco,CM,LM
,Mohamed Touré,Left-Back,"Sep 29, 1995 ",28,France,France,Paris,,-,,France,,,
,Saad Bubote,Left-Back,"Aug 23, 1995 ",28,"France, Morocco",France,Bordeaux,"1,84",-,,France, Morocco,,
,Hamza Elmourabit,Left-Back,"Oct 5, 1995 ",28,France,France,Saint-Pol-sur-Mer,"1,76",-,DM,France,,DM,
,Logan Loric,Left-Back,"Sep 18, 1995 ",28,France,France,Vannes,,-,,France,,,
,Andy Marny,Left-Back,"Jul 16, 1995 ",28,"Martinique, France",France,Villeneuve-la-Garenne,,-,,Martinique, France,,
21.0,Chris Fromanger,Left-Back,"May 7, 1995 ",28,"France, ""Cote dIvoire""",France,Creteil,"1,82",-,RW   LW,France," ""Cote dIvoire""",RW,LW
,Kelly Irep,Left-Back,"Sep 1, 1995 ",28,"Guadeloupe, France",France,Mantes-la-Jolie,"1,83",-,,Guadeloupe, France,,
,Elias Tamburini,Left-Back,"Feb 1, 1995 ",29,Finland,France,Essey-les-Nancy,"1,76",-,,Finland,,,
34.0,Nicolas Gavory,Left-Back,"Feb 16, 1995 ",29,France,France,Beauvais,"1,83",€1.00m,LM   CB,France,,LM,CB
,Sami Belkorchia,Left-Back,"Jan 25, 1995 ",29,"France, Algeria",France,Montbrison,"1,80",€200k,CB,France, Algeria,CB,
7.0,Belly Vumbi,Left-Back,"Jul 13, 1995 ",28,France,France,Aubervilliers,"1,75",€100k,RB   LM,France,,RB,LM
,Jordan Dechère,Left-Back,"Mar 25, 1995 ",28,France,France,Laval,"1,73",-,LM,France,,LM,
,Damien Vignolles,Left-Back,"Dec 18, 1995 ",28,France,France,Mont-de-Marsan,"1,79",-,LM,France,,LM,
,Christophe Le Roux,Left-Back,"Jul 24, 1995 ",28,France,France,Saint-Renan,"1,75",-,RB,France,,RB,
,Lucas Girin,Left-Back,"Mar 15, 1995 ",28,France,France,,,-,,France,,,
,Elvis Sebastiao,Left-Back,"Jun 26, 1995 ",28,"France, Angola",France,Trappes,"1,78",-,LM,France, Angola,LM,
,Igor Bandu Fila,Left-Back,"Nov 25, 1995 ",28,"France, DR Congo",France,Saint-Denis,"1,86",-,CB   LM,France, DR Congo,CB,LM
,Angee Komano,Left-Back,"Aug 29, 1995 ",28,"France, Guinea",France,Toulouse,"1,84",-,,France, Guinea,,
,Maxime Oulaitoh,Left-Back,"Jul 28, 1995 ",28,France,France,Vernon,"1,74",-,,France,,,
,Anthony Zenini,Left-Back,"Aug 30, 1995 ",28,France,France,Venissieux,"1,82",-,CB,France,,CB,
